,compound_id,docking_score,rdkit_smiles,rank
66587,CPD002415105,-4.33,Cc1ccc(C(=O)OC2CCOC2=O)s1,66582.5
43278,CPD002375929,-4.977,Oc1nnc(-c2ccco2)c2c1Nc1nnnn1C2c1ccc(F)cc1,43282.5
61048,CPD002401942,-4.503,Cc1cc(Cl)ccc1OCC(=O)NCc1cccc(NC(=O)C2CC2)c1,61060.5
60439,CPD001607067,-4.521,CCOc1ccc2c(c1)cc(C(=O)NC(C)C)n2C,60435.5
53446,CPD002406528,-4.717,CCN(CC)S(=O)(=O)c1cc(C(=O)Nc2c(C)cc(C)cc2Cl)ccc1C,53439.0
13057,CPD000707948,-6.009,CC1CN(C(=O)COC(=O)CSc2ccc(C(N)=O)cc2[N+](=O)[O-])CC(C)O1,13055.0
51182,CPD002364836,-4.776,CC1CCC/C(=C(\C#N)c2nc(-c3ccccc3)cs2)C1,51177.0
21579,CPD002417543,-5.618,CCOC(=O)C1C(=O)C=C(c2ccc(C)cc2)CC1c1cccs1,21589.5
50807,CPD000256003,-4.786,O=C(CCCc1c[nH]c2ccccc12)Nc1ccc2ccccc2c1,50814.5
57091,CPD002434001,-4.616,O=C(Nc1cc(-c2nc3ccccc3o2)ccc1Cl)c1ccc(Br)o1,57099.0
17971,CPD002434480,-5.763,COc1ccc(-c2n[nH]c(SC(CC(=O)NCc3ccco3)c3ccc(C)cc3)n2)cc1,17978.0
81730,CPD000631563,-3.097,COc1ccc(S(=O)(=O)Nc2c(NC3CCCCC3)c3ccccc3oc2=O)cc1Cl,81732.0
72278,CPD002439538,-4.1,CC(CNC1CC1)c1ccccc1,72276.5
33742,CPD002373183,-5.23,CCC(=O)NC1(C(F)(F)F)N=C(c2ccccc2)N(CCc2ccccc2)C1=O,33738.5
27331,CPD002417361,-5.42,C=C(C)COc1ccc(Cl)cc1C(N)=O,27337.0
11180,CPD002405468,-6.134,COc1ccccc1CNC(=O)CCn1ccc2ccccc21,11179.0
54753,CPD000031287,-4.681,CC1C=CCC2C(=O)N(c3cccc(C(=O)N4CCN(c5ccc(F)cc5)CC4)c3)C(=O)C12,54768.0
22623,CPD002409704,-5.58,CCOc1ccccc1C1CC(c2cccc(NS(C)(=O)=O)c2)=NN1C(=O)c1ccco1,22633.5
39857,CPD002374891,-5.066,COc1ccc(CNC(=O)Cc2c(C)c3ccc(OC)c(OC)c3oc2=O)cc1,39873.5
21911,CPD002412865,-5.607,NS(=O)(=O)c1ccc(NN=Cc2ccc(-c3ccccc3)cc2)c([N+](=O)[O-])c1,21905.5
50502,CPD002485324,-4.794,Cc1cc(C(F)(F)F)nn1CC(=O)Nc1c(F)cc(F)cc1Br,50498.0
48057,CPD002405723,-4.857,COc1cc(OC)c(NC(C)c2nnc(-c3cccs3)o2)cc1Cl,48054.0
73258,CPD000092298,-4.052,Cc1ccc(C2c3c(oc4ccccc4c3=O)C(=O)N2c2nnc(C(C)C)s2)o1,73251.5
5848,CPD002393794,-6.776,Nn1c(SCC(=O)NCCc2ccc(Cl)cc2)nnc1-c1ccco1,5849.5
187,CPD002484333,-9.497,CCC1CCc2c(sc(NC(=O)COCC(=O)O)c2C(=O)NCc2ccc(C)cc2)C1,187.5
65655,CPD002375202,-4.361,NC(=O)C1CCN(C(=O)c2ccc3c(c2)CCCN3S(=O)(=O)c2ccc(Cl)cc2)CC1,65659.5
12593,CPD002410151,-6.038,NC(=O)c1ccc(COC(=O)c2cc(Br)ccc2F)cc1,12586.0
5279,CPD002402047,-6.908,Cc1ccc(CNC(=O)Cc2csc(-c3ccccn3)n2)cc1F,5281.0
2004,CPD002441718,-8.217,O=C(O)c1ccc(C=Nc2ccc(Br)cc2)cc1,2005.5
59739,CPD002430454,-4.542,Cc1[nH]c(C(=O)NOCc2ccccc2)c(C)c1C(=O)OC(C)C,59727.5
7201,CPD002439185,-6.539,O=C(CSc1nc2cc(Cl)ccc2s1)Nc1ccc(F)cc1,7201.5
31181,CPD002410821,-5.302,CCc1nc(CNCc2cccc(NC(=O)c3ccc(F)cc3)c2)cs1,31188.0
73291,CPD002366398,-4.05,O=C(NN=Cc1cc(Br)cs1)c1cccc(Br)c1,73293.0
64990,CPD002399993,-4.382,Cn1cnc2c1c(=O)n(CC(=O)NC13CC4CC(CC(C4)C1)C3)c(=O)n2C,64996.0
385,CPD002416430,-9.217,CC(NC(=O)c1ccc(C(C)(C)C)cc1)C(=O)NCc1ccc(C(=O)O)cc1,385.0
15674,CPD000045263,-5.868,COc1ccc(OC)c(C2c3c(oc4ccccc4c3=O)C(=O)N2CCCN(C)C)c1,15685.5
2052,CPD002454757,-8.193,Cc1ccc(Cn2c(SCCC(=O)O)nc3c2c(=O)[nH]c(=O)n3C)cc1,2054.5
61339,CPD002489720,-4.495,Cc1nc(N2CCN(CC(=O)N3CCCC3)CC2)c(C#N)c2c1COC(C)(C)C2,61336.5
23270,CPD000023759,-5.557,Cc1cccc2nc(Cn3c(=O)n(CCC(=O)NCc4ccco4)c(=O)c4sccc43)cc(=O)n12,23269.0
38605,CPD000669684,-5.101,O=C(NCC(O)c1ccc([N+](=O)[O-])cc1)c1cccc(S(=O)(=O)N2CCOCC2)c1,38599.5
46247,CPD002376494,-4.903,Cc1ccc2c(C)c(C(=O)Nc3nc(-c4ccc(C)s4)ns3)oc2c1,46235.0
31866,CPD002392588,-5.282,CC1(C)CC(=O)C2=C(C1)OC(N)=C(C#N)C2c1ccc(-c2cc(Cl)ccc2Cl)o1,31880.5
17303,CPD002407271,-5.793,O=C(CCc1c[nH]c2ccccc12)NC1CCN(C2CC2)CC1,17298.5
34314,CPD002413913,-5.214,Fc1ccc(NN=Cc2ccccc2Br)c(F)c1,34308.5
7926,CPD002406554,-6.443,O=C(CCn1cnc2sc3c(c2c1=O)CCCC3)NC1CCS(=O)(=O)C1,7923.0
39897,CPD002399002,-5.066,CN1C(=O)Cc2cc(C(=O)CSc3nnc(C4CC4)n3C3CC3)ccc21,39873.5
55500,CPD002441326,-4.66,O=[N+]([O-])c1ccc(Nc2ccccc2Cl)c2nonc12,55511.5
8958,CPD000154742,-6.325,COc1ccc(CC(=O)Nc2ccc(S(=O)(=O)Nc3cc(C)on3)cc2)cc1OC,8957.0
5991,CPD000712327,-6.747,COc1ccc(CC(=O)NNC(=O)COc2ccc(C)cc2)cc1S(=O)(=O)N1CCOCC1,5992.0
20639,CPD002411952,-5.655,CCN(Cc1ccc(OC)c(OC)c1)C(=O)c1oc2ccc(Br)cc2c1C,20632.0
21938,CPD000711052,-5.606,CCOC(=O)C1CCN(C(=O)C2CC(=O)N(c3ccc4c(c3)OCCO4)C2)CC1,21927.5
10776,CPD002372653,-6.165,COc1cccc2cc(C(=O)N(Cc3ccccc3)Cc3ccccc3)c(=O)oc12,10769.0
23309,CPD002430459,-5.555,Nc1nccnc1C(=O)Nc1ccccn1,23316.5
74786,CPD002403770,-3.968,CN(C)S(=O)(=O)c1ccccc1CNS(=O)(=O)c1ccc2c(c1)CCCC2,74786.0
58432,CPD002444311,-4.578,CCCCCCCOc1ccc(C(=O)O)cc1,58427.5
61905,CPD002484738,-4.479,COC(=O)c1ccn(Cc2c(Cl)cccc2Cl)n1,61886.0
71442,CPD002320174,-4.139,CCN(CC)S(=O)(=O)c1cccc(C(=O)OCc2nc3ccccc3nc2C)c1,71431.0
66411,CPD001849635,-4.336,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc(-c2nc3ccccc3s2)s1,66420.0
18913,CPD000006750,-5.722,COc1cccc(NC(=O)NC2CCN(Cc3nnnn3Cc3ccc(F)cc3)CC2)c1,18902.0
4251,CPD002364440,-7.242,O=C(O)CCCC(=O)c1ccccc1,4252.0
16380,CPD000141706,-5.836,COc1ccc(CCC(N)=O)cc1OC,16381.0
80853,CPD002412212,-3.341,COc1ccc(COCC(O)CNC(=O)C2CC2)cc1,80854.5
25458,CPD002442216,-5.479,Oc1ccccc1/C=N\c1ccc(Cl)c(C(F)(F)F)c1,25473.0
6155,CPD002248804,-6.717,COc1ccc(N2CC(C(=O)NCCN3C(=O)S/C(=C/c4cccnc4)C3=O)CC2=O)c(OC)c1,6156.0
5485,CPD002485832,-6.853,CSc1ccc(C2N=C(N)N=C3Nc4ccccc4N32)cc1,5482.5
47105,CPD002408203,-4.881,CN(CC(=O)Nc1ccc(Cl)c(Cl)c1)CC(=O)N(CCC#N)c1ccccc1F,47108.5
67935,CPD002393053,-4.281,Cc1ccc(NC(=O)C2CC(=O)NC(Nc3nc(C)c4ccccc4n3)=N2)cc1Cl,67936.0
17624,CPD000061272,-5.779,Fc1ccc(Nc2nc(N3CCOCC3)c3ccccc3n2)cc1,17621.0
50540,CPD000289115,-4.793,Cn1nc(-c2ccc(N3CCOCC3)c([N+](=O)[O-])c2)c2ccccc2c1=O,50540.0
10372,CPD002400835,-6.197,CN(CC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1)Cc1ccc2c(c1)OCO2,10374.0
33231,CPD002393105,-5.245,CCCCc1ccc(-n2nnnc2SCC(=O)Nc2ccc3c(c2)OCCO3)cc1,33233.0
69772,CPD002401901,-4.21,Cc1cccc(C)c1OCC(=O)NCc1ccc(CS(N)(=O)=O)cc1,69769.5
55447,CPD002490331,-4.662,O=C(COc1ccc(Cl)cc1Cl)NCCc1csc(-c2ccncc2)n1,55445.0
9860,CPD002376700,-6.241,COc1ccccc1C1=NS(=O)(=O)N(C)C(C(=O)Nc2cccc(O)c2)=C1,9862.5
7457,CPD002402668,-6.505,CC(=O)Nc1ccc(NC(=O)c2nccnc2-c2nc3ccccc3s2)cc1Cl,7460.0
65504,CPD002393441,-4.366,O=C(CSc1ncnc2ccccc12)Nc1ccc(Cl)c(C(F)(F)F)c1,65494.5
81136,CPD001248887,-3.275,CN1CCN(c2ccc(S(=O)(=O)N3CCOCC3)cc2NC(=O)Cc2ccccc2F)CC1,81138.5
53230,CPD000155592,-4.722,CN(CC(O)COc1ccc(S(=O)(=O)N2CCOCC2)cc1)C1CCCCC1,53233.5
13857,CPD000652614,-5.962,CCCc1cc(=O)oc2c3c(cc(OCC(=O)NCc4ccccn4)c12)OC(C)(C)CC3,13851.5
44148,CPD002397542,-4.954,Nc1nnc(SCC(=O)Nc2ccccc2Br)s1,44149.0
30821,CPD000082283,-5.313,Cc1cc(NC(=O)CCS(=O)(=O)c2nc(-c3ccccc3)cc(C(F)(F)F)n2)no1,30820.0
54094,CPD002369261,-4.7,COc1ccc(C)cc1NS(=O)(=O)c1cc(-c2cnc(C)o2)ccc1C,54085.0
38432,CPD002501193,-5.105,N#CC(C(=O)Nc1cccc(C(F)(F)F)c1)=C1CCCC1,38441.5
78424,CPD001246164,-3.684,COc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)c1ccc(OC(F)F)cc1,78423.5
74435,CPD002485433,-3.989,O=C(Nc1cccc(NC(=O)C2CCCCC2)c1)C1CCCCC1,74426.0
7019,CPD002311456,-6.566,COc1ccc(OCCN(C)C(=O)c2cn(C)c3ccccc23)cc1,7016.0
42102,CPD002370616,-5.008,COc1cccc(N2CC(NC(=O)c3cc(Cl)ccc3OC)CC2=O)c1,42110.0
25613,CPD002371040,-5.474,O=C(Nc1ccc(F)c(F)c1)c1nc2ccccc2nc1N1CCOCC1,25619.0
19409,CPD002453446,-5.703,CC(C)C(NC(=O)c1ccccc1Cl)c1nnc(SCC(=O)c2ccccc2)n1C,19404.5
82889,CPD002498274,-2.205,CCCCCCCCCC[S+]([O-])CCCl,82889.0
43580,CPD002428962,-4.969,CC(C)NC(=O)c1ccccc1OCc1ccc(Cl)cc1,43562.5
78624,CPD002412910,-3.664,O=C(NN=C1CCCCC1)c1cc(-c2cccs2)nc2ccccc12,78624.0
70876,CPD002456249,-4.164,COC(=O)c1cc(C(C)C)sc1NC(=O)c1ccccc1Cl,70884.0
66391,CPD000713680,-4.337,Cc1ccc(NC(=O)C2CCN(S(=O)(=O)c3ccc4c(c3)OCCO4)CC2)c(O)c1,66391.5
66165,CPD002396352,-4.345,CC(NC(=O)CSc1nnc(COc2ccccc2Cl)n1C)c1cccc2ccccc12,66156.5
2149,CPD002364063,-8.159,CCCCC1CCC(C(=O)Oc2ccc(C=O)c(O)c2)CC1,2152.0
44312,CPD002487493,-4.95,Cc1c(Cc2ccccc2)c(=O)oc2c(C)c(OCC(=O)NCCCO)ccc12,44320.0
74186,CPD000623578,-4.003,CC(=O)Nc1ccc(NC(=O)CN(C)S(=O)(=O)c2ccc3c(c2)CCC(=O)N3)cc1,74183.0
6640,CPD000275414,-6.626,CC1CCN(C(=O)CSc2nc(O)c3ccccc3n2)CC1,6637.0
41333,CPD000091800,-5.028,CCOCCOc1nc2c(c(=O)n(C)c(=O)n2C)n1Cc1ccc(C)cc1,41330.5
12502,CPD002434767,-6.043,COc1cc(OC)cc(C(=O)Nc2cccc(-c3nc4ncccc4o3)c2)c1,12497.5
14014,CPD000712887,-5.952,O=C(CSc1ncnc2c1cnn2-c1ccccc1)NC1CCCC1,14023.0
59565,CPD002369366,-4.546,O=C(Cc1ccccc1)Nc1c(NCC2CCCCC2)c2ccccc2oc1=O,59578.0
1872,CPD000739314,-8.273,O=C(CSC1CCCCC1)c1ccc(O)cc1O,1872.5
33173,CPD002488680,-5.247,COc1ccc2cnn(CC(=O)Nc3ccccc3F)c(=O)c2c1OC,33168.0
70892,CPD002371160,-4.164,CC(C)CCNC(=O)c1cc2cc(N(C)S(C)(=O)=O)ccc2s1,70884.0
2002,CPD002488387,-8.218,CC(=O)N1CCN(C(C(=O)O)c2c[nH]c3ccc(Br)cc23)CC1,2003.0
23177,CPD002431526,-5.561,Cc1nc2ccc(C(=O)OCc3ccccn3)cc2nc1C,23170.0
1306,CPD002373443,-8.548,O=c1c(S(=O)(=O)c2cccc(F)c2)c[nH]c2c(F)ccc(Cl)c12,1306.5
24173,CPD002499088,-5.525,O=C(CN(CC(=O)NCCO)C(=O)C(=O)N(CC(=O)NCCO)CC(=O)NCCO)NCCO,24161.5
27094,CPD000148465,-5.428,CCc1ccc(CN(C(=O)c2cc3ccccc3oc2=O)C2CCS(=O)(=O)C2)cc1,27084.0
2556,CPD002415922,-7.992,Cc1cccc(COc2ccccc2C(=O)O)c1,2557.0
10056,CPD002413866,-6.224,FC(F)(F)c1cccc(CSc2ncnc3ccccc23)c1,10055.0
9471,CPD000019600,-6.275,COc1ccccc1-c1nc2n(n1)C(c1cccs1)C(C(=O)Nc1cccnc1)=C(C)N2,9474.5
36890,CPD002440481,-5.144,O=C(O)CC(c1ccc(F)cc1)c1ccc(Cl)cc1,36894.0
52480,CPD001607055,-4.742,CCOc1ccc2c(c1)cc(C(=O)NC1CCCC1)n2C,52490.5
38654,CPD002405440,-5.099,COC(=O)c1ccc(COC(=O)c2cc(=O)c3cc(C)ccc3o2)cc1,38664.5
42635,CPD002371801,-4.994,CN1CCN(CCNC(=O)CC2CCN(C(=O)c3ccc4nc(-c5ccccc5)oc4c3)CC2)CC1,42632.0
66543,CPD001907623,-4.331,COc1ccc(S(=O)(=O)N2CCN(c3ccccc3C)CC2)cc1C,66550.0
13973,CPD002453750,-5.955,COc1ccc(-c2coc3c(C)c(OCCN4CCC(C(N)=O)CC4)ccc3c2=O)cc1,13973.0
9102,CPD002413985,-6.31,COc1ccc(C(=O)OCC(=O)c2ccc3c(c2)OCCO3)cc1,9099.5
25464,CPD002439462,-5.479,Cc1ccc(/C=C/C(=O)c2cccs2)cc1,25473.0
4091,CPD002500083,-7.31,CC(C)Oc1ccc(Br)cc1/C=C/C(=O)O,4090.5
38843,CPD000020619,-5.095,CCOc1ccccc1Oc1coc2cc(O)ccc2c1=O,38823.5
23439,CPD002367333,-5.551,CC(C(=O)N1CCN(c2ccccc2F)CC1)n1c(=O)c(C(F)(F)F)nc2ccccc21,23434.5
60465,CPD002428224,-4.52,CCCCN(C)CC1CCN(C(=O)Nc2ccc(F)cc2)CC1,60469.5
32786,CPD002394978,-5.257,Cc1nnc(SCC(=O)Nc2sc3c(c2C#N)CCC(C)C3)n1Cc1ccccc1,32782.0
7369,CPD002397073,-6.516,O=C(COC(=O)c1n[nH]c(=O)c2ccccc12)Nc1cccc(F)c1,7370.5
41240,CPD002413874,-5.03,Cc1ccc(C(=O)C(OC(=O)c2sccc2C)c2ccc(C)cc2)cc1,41256.0
53306,CPD002371467,-4.72,COc1cccc(Nc2nc(-c3cc4cc(Br)ccc4oc3=O)cs2)c1,53326.5
52455,CPD000063911,-4.743,O=S(=O)(c1ccc(F)cc1)N1CCN(CC(O)COCc2cccs2)CC1,52451.0
31865,CPD002376329,-5.283,CCCNC(=O)NC1=C(C#N)C(C)(C)Cc2ccccc21,31848.5
211,CPD002098941,-9.449,CC(=O)Nc1ccc(-c2csc(Nc3ccc(O)c(C(=O)O)c3)n2)cc1,212.0
56079,CPD000044012,-4.645,CCC(CC)COC(=O)C(C#N)c1nc2ccccc2nc1N1CCN(CC)CC1,56077.0
65529,CPD001247620,-4.365,CCN(C(=O)CSc1ccc(S(=O)(=O)N2CCOCC2)cn1)c1ccccc1,65525.5
72001,CPD002366444,-4.112,Clc1ccc(-n2ncc3c(NC4CCCCCCCCCCC4)ncnc32)cc1,72002.5
5169,CPD002442526,-6.943,Cn1c[n+]([O-])c2ccccc21,5168.0
76670,CPD002411709,-3.843,CCCCN(C)C(=O)c1ccc2nc(C)c(C)nc2c1,76664.0
9513,CPD002375705,-6.271,Cc1c(NC(=O)C2CCN(S(=O)(=O)Cc3ccccc3)CC2)c(=O)n(-c2ccccc2)n1C,9511.5
66468,CPD002434292,-4.334,Cn1c(SCc2ccc(Cl)c(Cl)c2)nnc1-c1cccnc1,66475.0
50380,CPD002436769,-4.797,CCCOc1ccc(C(=O)Nc2ccc3oc(=O)ccc3c2)cc1,50382.5
42746,CPD002489637,-4.991,CCN(CC)CCNC(=O)Cc1c(C)[nH]c2ccc(F)cc12,42743.0
43948,CPD002374144,-4.959,Cc1ccc(S(=O)(=O)Nc2nc3ccc(C)cc3nc2Nc2ccc3c(c2)OCO3)cc1,43942.5
39890,CPD002485202,-5.066,COc1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1OC,39873.5
48370,CPD002410005,-4.849,CCCCCNC(=O)C(C#N)c1nc2ccccc2nc1OCC,48376.5
76779,CPD002443028,-3.834,CCc1ccc(CNC2CC2)cc1,76782.5
51804,CPD002434261,-4.761,CC(=O)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,51795.5
31262,CPD002404051,-5.3,O=C(NCC(=O)N1CCN(c2cccc(Cl)c2)CC1)NCc1ccc(F)cc1,31263.5
53854,CPD002433592,-4.707,COc1ccc(CN(C)Cc2ccco2)cc1F,53839.0
23393,CPD002436251,-5.553,CC(=O)c1cccc(NC(=O)CSc2nc3c(-c4ccccc4)c[nH]c3c(=O)n2C2CC2)c1,23379.0
39090,CPD002418712,-5.088,N#C/C(=C/c1cccc([N+](=O)[O-])c1)c1ccc(C(F)(F)F)cn1,39088.0
77896,CPD000605760,-3.735,Cc1ccc(S(=O)(=O)N2CCC(C(N)=O)CC2)cc1C(=O)NC1CCCCC1,77891.0
28163,CPD001238990,-5.394,Nc1c(N(Cc2ccco2)C(=O)COc2ccccc2F)c(=O)[nH]c(=O)n1Cc1ccccc1,28164.5
83216,CPD002498658,-0.422,COCCCNC(=O)CCC(=O)NCCCOC,83216.0
67521,CPD002500859,-4.296,COCCCN1CCC(CN)C1,67531.0
58222,CPD002400976,-4.584,COc1ccc(OC)c(NC(=O)c2ccc3c(=O)n4c(nc3c2)CCCCCC4)c1,58211.0
17888,CPD000027730,-5.768,CCOC(=O)N1CCC(NC(=O)CSCc2nc(-c3cccc(OC)c3)oc2C)CC1,17878.0
81895,CPD002371336,-3.04,O=C1N(Cc2cccc(F)c2)CCCN1c1ccc(C(=O)N2CCc3ccccc32)cc1,81894.5
63400,CPD000653198,-4.433,Cc1c(C)c2ccc(OCC(=O)N3CCN(C(=O)C4COc5ccccc5O4)CC3)cc2oc1=O,63388.5
58185,CPD002453267,-4.585,Cc1cccc(OCCn2c(CN3CCCCC3)nc3ccccc32)c1,58186.0
64277,CPD002436747,-4.405,CCS(=O)(=O)N1CCC(C(=O)Nc2ccc(OC)c(OC)c2)CC1,64291.5
2130,CPD000634012,-8.167,COc1ccc(-c2nnc(NC(=O)CS(=O)(=O)c3ccc(Cl)cc3)o2)c(OC)c1,2129.0
26451,CPD002365082,-5.448,CC1C(c2cccs2)=[N+]([O-])C(C)(c2ccc(Br)cc2)N1O,26457.0
52978,CPD002399646,-4.729,COc1ccc(Br)cc1S(=O)(=O)NCCN(C)C,52992.0
60049,CPD002438806,-4.533,CN(C)C(=O)Cc1ccccc1,60034.5
72552,CPD002374203,-4.087,COc1ccc(Cl)cc1N(C)C(=O)Cn1nc(Cc2ccncc2)c2ccccc2c1=O,72543.5
72610,CPD002415764,-4.084,CC(C)(Oc1ccc(Cl)cc1)C(=O)Oc1ccc(-c2ccc(C#N)cc2)cc1,72599.0
28405,CPD002430079,-5.387,CC(C)C(=O)Nc1ccc(C(N)=O)c(Cl)c1,28402.5
13821,CPD002489519,-5.964,COc1ccc(C2C3=C(CCCC3=O)Nc3c(C#N)cnn32)cc1OC,13824.5
30992,CPD002498421,-5.308,C/C(N)=C(/C#N)C(NC(=O)c1ccco1)(C(F)(F)F)C(F)(F)F,30984.5
32643,CPD002485724,-5.26,Cn1c(CCN2CCCCC2)nc2cc(NC(=O)c3ccccc3Cl)ccc21,32656.5
58876,CPD002436962,-4.566,CC(NC(=O)CCn1nc(-c2ccccc2)c2ccccc2c1=O)c1ccccc1,58863.5
23624,CPD002484465,-5.544,COc1ccc(-c2noc(CSc3nc4ccc(Cl)cc4o3)n2)cc1,23622.5
58868,CPD002414369,-4.566,ON=Cc1ccc(Cl)cc1,58863.5
44202,CPD002404601,-4.953,Cc1[nH]c2ccccc2c1C(=O)C(C)Sc1nnc(CCC(N)=O)n1C1CC1,44195.0
13206,CPD000794973,-6.0,Cc1cc2ccccc2n1CC(=O)NCCN1CCCC1,13199.5
71479,CPD002453937,-4.137,COc1cc(/C=C(\C#N)c2nc3ccccc3o2)cc(OC)c1OC,71479.5
29142,CPD002395905,-5.365,CCC1(C)NC(=O)N(NC(=O)CCc2c[nH]c3ccccc23)C1=O,29137.5
72762,CPD001530866,-4.077,CCOC(=O)C1=C(C)OC(N)=C(C(=O)OCC)C12C(=O)Nc1ccccc12,72763.5
62142,CPD002417888,-4.472,O=C(CSc1nncs1)N(Cc1ccc(F)cc1)C12CC3CC(CC(C3)C1)C2,62125.0
5822,CPD002406187,-6.781,Cc1ccc2oc(C(=O)N(C)CC(=O)Nc3ccccc3Br)cc(=O)c2c1,5825.0
30834,CPD002427240,-5.313,COc1ccc(CNC(=O)NOCc2ccccc2)cc1OC,30820.0
67293,CPD002438498,-4.305,COc1cccc(C(=O)Oc2ccc(F)cc2C(=O)/C=C/c2ccc(F)cc2)c1,67290.0
65013,CPD002377039,-4.381,O=C(NCC(c1cccs1)N1CCCCCC1)c1cc(=O)c2cc(Br)ccc2o1,65028.0
53543,CPD001249888,-4.715,Cc1ccc(C2(C)NC(=O)N(CC(=O)N3c4ccccc4NC(=O)CC3C)C2=O)cc1,53523.0
18466,CPD001860556,-5.741,COc1cccc(Nc2nc(-c3ccc4c(c3)CC(C)N4S(C)(=O)=O)cs2)c1,18473.0
16913,CPD002488885,-5.812,O=C(Cc1ccc(F)cc1)N(Cc1cccc2[nH]ccc12)C1CC1,16904.0
11421,CPD002409195,-6.117,Cc1oc(-c2ccccc2)nc1CC(=O)N1CCC(C(N)=O)CC1,11417.5
8708,CPD002453058,-6.35,Cc1[nH]c2ccccc2c1C1c2ccccc2C(=O)N1CCC(=O)N1CCN(C)CC1,8706.0
49970,CPD002402705,-4.808,COc1ccc2cc(C(=O)NCC(=O)Nc3cccc(C)c3C)c(C)nc2c1,49974.0
81871,CPD002489139,-3.048,CC(C)n1ncc2c(C(=O)Nc3ccc(Br)cc3F)c3c(nc21)CCC3,81872.0
57640,CPD002394299,-4.601,CCn1nc(C(=O)OCC#N)c2ccccc2c1=O,57627.5
45916,CPD002396057,-4.91,Cc1cc(SCC(=O)NN2C(=O)NC3(CCC(C)CC3)C2=O)nc2c(C)cccc12,45935.5
23230,CPD002410258,-5.559,CCn1c(=O)c(=O)[nH]c2cc(C(=O)N3CCC4(CC3)OCCO4)ccc21,23217.5
8689,CPD001243494,-6.352,CCn1c(Cc2ccccc2)nnc1SCC(=O)c1c(N)n(C2CC2)c(=O)[nH]c1=O,8689.5
11741,CPD002395509,-6.093,O=C(OCCOc1cccc(Cl)c1)c1cc(=O)c2ccccc2o1,11748.0
62598,CPD002411408,-4.458,O=C(CSc1nc(C(F)(F)F)nc2ccccc12)Nc1ccc(O)cc1,62586.0
82412,CPD002410366,-2.764,C=CCNC(=O)CN1CCC(c2cc3ccccc3[nH]2)CC1,82413.5
55805,CPD002432518,-4.652,COCCn1c(SCc2ccc(Br)cc2)nnc1-c1cccc(C)c1,55816.5
64945,CPD002400443,-4.384,Cc1cccc(C)c1NS(=O)(=O)c1cccc(C(F)(F)F)c1,64946.0
25432,CPD002411438,-5.481,CC(c1nnc(-c2cccs2)o1)N(C)Cc1ccc(Br)cc1,25421.0
51339,CPD002415743,-4.772,CC1CCC(C(C)C)C(=NNC(N)=O)C1,51341.0
14064,CPD002392577,-5.95,O=C(c1cc(=O)c2ccccc2o1)N(Cc1ccccc1)Cc1ccccc1,14062.0
21143,CPD002399422,-5.635,Cc1cccc(C(=O)Nc2ccccc2N2CCOCC2)c1,21137.5
70373,CPD002368708,-4.186,CC(C)c1ccc(-n2ccnc(NCc3ccc4c(c3)OCO4)c2=O)cc1,70370.0
71587,CPD002394687,-4.132,Fc1ccc(COc2ccc(-n3cnnn3)cc2)c(Cl)c1,71588.5
6068,CPD002411916,-6.733,COc1ccc(C)cc1NC(C)C(=O)N(C)Cc1cccc(F)c1,6067.0
37771,CPD002439522,-5.121,Cc1ccc(OC(C)C(=O)NC2CCCC2)c(C)c1,37787.0
72872,CPD002375932,-4.072,Oc1nnc(-c2ccco2)c2c1Nc1nnnn1C2c1ccc(Cl)cc1Cl,72871.0
46715,CPD002406841,-4.891,CC(=O)NC1C(=O)N(CCOc2ccccc2)c2ccccc21,46707.0
57498,CPD002403043,-4.605,Cc1cccc(Oc2ccc(S(=O)(=O)N3CCCCC3)cc2NC(=O)c2ccncc2)c1,57496.0
35026,CPD002376858,-5.195,COc1ccc(N2C(=O)c3cc4oc(C)cc4n3CC2(C)C(=O)NC2CCCCCC2)cc1OC,35026.5
53076,CPD000714035,-4.727,COCCN(C(=O)COC(=O)C1(c2ccccc2)CC1)c1c(N)n(CC(C)C)c(=O)[nH]c1=O,53072.5
74005,CPD002373203,-4.013,CC(C)(C)OC(=O)N1CCC(c2nnc(SCc3ccccc3Cl)o2)CC1,74010.5
51488,CPD002484556,-4.768,Cc1ccccc1CSc1nc2c(=O)[nH]cnc2n1-c1ccccc1,51508.0
43071,CPD000271499,-4.982,Cc1cccc2c1OC(=O)CC2c1ccccc1,43083.0
29733,CPD002398127,-5.347,CC(=O)c1ccc(NC(=O)c2nc(-c3ccccc3)oc2C)cc1,29724.5
67273,CPD001534938,-4.306,CSc1ccc(S(=O)(=O)N2CCN(C)CC2)cc1,67259.0
32362,CPD000625084,-5.268,Cc1cc(=O)n2nc(N3CCC(C(=O)NCc4cccc(Br)c4)CC3)sc2n1,32371.0
20837,CPD000112115,-5.646,O=C(O)CNC(=O)c1ccccc1,20843.0
38098,CPD002426655,-5.114,CCCN(CC1CC1)C(=O)CNC(N)=O,38081.0
