,compound_id,docking_score,rdkit_smiles,rank
3839,CPD002414461,-7.419,CCOc1cc(C(=O)O)ccc1OCCOc1ccccc1Cl,3840.5
2453,CPD002374087,-8.039,COc1ccc(C2C3=C(CCCC3=O)Nc3nc(SCc4ccc(C(=O)O)cc4)nn32)cc1,2455.0
11398,CPD002411864,-6.118,Cc1cccc(-n2ccnc2SCC(=O)c2ccccc2F)c1,11403.5
8953,CPD002402367,-6.325,CSCCC(NC(=O)c1ccc(Cl)cc1Cl)C(=O)Nc1cccc(C(C)=O)c1,8957.0
69940,CPD002400239,-4.203,CCCOc1ccc(OCCn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,69934.0
55450,CPD002417446,-4.662,O=C(CCCCCCC(=O)NN=Cc1ccc(Cl)cc1)NN=Cc1ccc(Cl)cc1,55445.0
80889,CPD002443539,-3.334,Cc1cc(C)cc(NC(S)=NCCC(c2ccccc2)c2ccccc2)c1,80888.0
30576,CPD002427211,-5.32,CC(Sc1ccc2c(c1)OCCCO2)C(=O)O,30568.0
56736,CPD001606992,-4.626,Cc1ccc2c(c1)cc(C(=O)N1CCc3ccccc3C1)n2C,56745.5
23234,CPD000384839,-5.558,CCCCN(C(=O)c1cccnc1OCC)c1c(N)n(CCC)c(=O)[nH]c1=O,23245.0
10961,CPD002406924,-6.151,CN1CCN(C(=O)c2ccc(CNC(=O)c3cc4cc(F)ccc4[nH]3)cc2)CC1,10956.5
58727,CPD002484754,-4.57,COc1cc(C2CC(=O)Oc3c2c(=O)[nH]c2ccccc32)cc(OC)c1OC,58727.5
54225,CPD002487823,-4.696,O=C(Nc1cccc(C(F)(F)F)c1)c1ccc(Cl)c(N2C(=O)CCS2(=O)=O)c1,54237.5
59535,CPD000365038,-4.547,O=C(COC(=O)[C@@H]1CC(O)CN1S(=O)(=O)c1ccc2c(c1)OCCO2)Nc1ccccc1F,59537.5
39774,CPD002412661,-5.068,Clc1cccc(NN=C/C(Br)=C/c2ccccc2)c1,39788.5
57505,CPD002500541,-4.605,CN=C(S)NNC(=O)c1ccc(C)cc1Cl,57496.0
893,CPD000652390,-8.787,Cc1cc(=O)oc2c3c(cc(OCC(=O)NC[C@H]4CC[C@H](C(=O)O)CC4)c12)OC(C)(C)CC3,895.5
72311,CPD001482178,-4.098,Cc1ccc(C=NNC(=O)C(c2ccccc2)c2ccccc2)s1,72314.0
43472,CPD002408714,-4.972,CC(c1nc(-c2cccc(C(F)(F)F)c2)no1)N1CCN(C(=O)Nc2cccc(C#N)c2)CC1,43463.0
53876,CPD002373241,-4.706,Cc1ccc(-c2cc3ncc4c(n3n2)-c2ccccc2OC4)cc1,53875.5
39206,CPD002438537,-5.085,CCOc1ccccc1/C=C1\Oc2cc(OS(C)(=O)=O)ccc2C1=O,39213.0
59051,CPD002414402,-4.56,Cc1cc(C(C)(C)C)ccc1OC(=O)/C=C/c1cccs1,59065.5
14766,CPD000254953,-5.913,Cc1c(NC(=O)CN2C(=O)NC(C)(c3ccccc3)C2=O)c(=O)n(-c2ccccc2)n1C,14757.5
13757,CPD002395923,-5.968,O=C(Nc1ccc(-c2nccs2)cc1)C1CCCN1C(=O)c1cccs1,13748.0
2063,CPD002407518,-8.19,COc1cc(OC)cc(C(=O)N2CCC(C(=O)O)CC2)c1,2063.0
5756,CPD002402163,-6.797,CCOc1ccccc1C(=O)Nc1nnc(C2CC2)s1,5754.5
62251,CPD002414759,-4.468,ON=Cc1ccc(OCc2ccccc2)cc1,62264.0
82216,CPD002405683,-2.883,CN(C)C(=O)C1CN(C(=O)c2nn(Cc3ccccc3)c(=O)c3ccccc23)c2ccccc2O1,82216.0
49315,CPD002413266,-4.825,C=C(C)CN=C(S)NN=Cc1cccc(C(F)(F)F)c1,49322.0
14105,CPD000653031,-5.947,COc1ccc(/C=C2\SC(=O)N(CCC(=O)NCCCn3ccnc3)C2=O)cc1,14114.0
41356,CPD000653265,-5.027,CCn1cc(C(=O)N[C@H](C(=O)NCCN2CCOCC2)C(C)C)c(=O)c2cc3c(cc21)OCO3,41371.0
76387,CPD000004946,-3.861,O=C(c1ccco1)N1CCN(C(c2ccc(F)cc2)c2nnnn2CC2CCCO2)CC1,76390.0
18029,CPD002410009,-5.761,CCCCn1c(N)c(N(Cc2ccco2)C(=O)Cn2c(CC)nc3ccccc32)c(=O)[nH]c1=O,18024.5
49003,CPD002428407,-4.833,CC(C)OCc1ccccc1CNC(=O)c1nccnc1N,49002.0
31994,CPD002375748,-5.279,Cc1ccc(NC(=O)CSc2nc(-c3ccco3)ccc2C#N)cc1C,31984.5
35006,CPD002487113,-5.196,O=C(Cc1n[nH]c(=O)c2ccccc12)NCC(=O)N1CCN(c2ccc(F)cc2)CC1,34990.0
22362,CPD002399608,-5.59,CC(C)c1nc(Cn2cnc3c2c(=O)n(C)c(=O)n3C)cs1,22363.0
63174,CPD002374465,-4.44,CCCS(=O)(=O)c1nc(S(=O)(=O)c2ccc(C)cc2)c(NC)s1,63168.5
7980,CPD002489444,-6.435,CN1CCN(C(=O)CCn2c(-c3ccccc3)cc3ccccc32)CC1,7977.0
6945,CPD002395022,-6.576,CCOc1ccc(-c2nc(S(=O)(=O)c3ccc(F)cc3)c(NC)o2)cc1,6946.5
82962,CPD002438471,-2.083,C[N+](C)(C)CC#CCCCCC#CC[N+](C)(C)C,82962.0
72907,CPD001627809,-4.07,Cn1c(-c2ccccc2)cnc1NC(=O)NCCc1ccccc1,72912.0
16534,CPD002433339,-5.829,CCCN1CCC(N(C)C(=O)c2ccc(N(C)C)c(F)c2)CC1,16537.0
34451,CPD001606059,-5.21,OC1C2(c3ccccc3)CN3CN(C2)CC1(c1ccccc1)C3,34463.0
25501,CPD002432060,-5.478,CCC1CCCCN1C(=O)CCl,25503.0
79795,CPD002397418,-3.525,Cc1ccc(C)c(NC(=O)C(Sc2ccc(S(=O)(=O)N3CCCC3)cn2)c2ccccc2)c1,79793.5
61656,CPD002366363,-4.486,Cc1cccc(-n2nnnc2C2(Nc3ccccc3)CCCC2)c1,61649.5
34821,CPD002409451,-5.2,CC(Sc1cccc2cccnc12)C(=O)NC(=O)NC1CCCC1,34835.0
2175,CPD002488288,-8.15,C#CCOc1cccc(C2CC(O)=Nc3c2c(C)nn3-c2ncnc3[nH]cnc23)c1,2175.5
14581,CPD002440437,-5.922,COc1ccc(CCC(C)(O)c2cc(-c3ccc(OC)cc3)no2)cc1,14575.0
31889,CPD000385373,-5.282,COCC(C)n1c(SCc2cc(=O)n3cc(C)ccc3n2)nc2ccccc2c1=O,31880.5
45841,CPD002409162,-4.912,COCCNC(=O)CCc1ncc(-c2ccc(C)c(C)c2)o1,45849.0
17810,CPD002411086,-5.771,O=C(NCc1cccs1)C1(c2cccc(C(F)(F)F)c2)CCOCC1,17803.5
7180,CPD002416267,-6.541,O=C(/C=C/c1ccccc1Br)c1ccc(O)cc1,7180.0
68916,CPD002400707,-4.243,O=C(NCc1ccc(OCC(F)(F)F)cc1)C1CCN(c2nc3ccccc3o2)CC1,68911.5
61216,CPD002415346,-4.499,CC(C)(C)C(=O)/C=c1/[nH]c(=O)/c(=C/c2ccc(C(F)(F)F)cc2)s1,61204.0
47267,CPD002395008,-4.877,Cc1ccc(CNC(=O)COc2ccc3c(C)cc(=O)oc3c2)cc1,47266.5
17455,CPD002366177,-5.786,N#Cc1cnc2ccc(F)cc2c1Nc1cccc(C(F)(F)F)c1,17459.0
37257,CPD002429251,-5.135,O=C(c1ccnc(Cl)c1)N1CCC(c2nc3cc(C(F)(F)F)ccc3s2)CC1,37238.5
38924,CPD002487106,-5.092,CN(C)CCCNC(=O)CCCNc1nc(Cl)nc2nc[nH]c12,38932.0
7869,CPD002371867,-6.451,CNC(=O)NCCC1CCN(C(=O)Nc2cccc(Cl)c2)CC1,7867.5
55841,CPD002407656,-4.651,Cc1cc(C(=O)Nc2nc3ccccc3s2)cc(S(=O)(=O)N(C)C)c1C,55859.5
79506,CPD002401902,-3.56,Cc1cccc(C)c1NC(=O)CN1CCCN(c2ccc(C(F)(F)F)cn2)CC1,79508.5
14237,CPD002368272,-5.941,CCCNC(=O)c1ccc(-n2nc(Sc3ccc(Cl)cc3)ccc2=O)cc1,14241.0
75100,CPD002392565,-3.948,Cc1cc(=O)oc2cc(OCC(=O)NCc3cccs3)ccc12,75104.5
9505,CPD002395252,-6.272,CCc1cccc(C)c1NC(=O)CCc1c[nH]c2ccccc12,9502.5
29701,CPD001631903,-5.348,O=C(NC1CC1)c1ccc2c(c1)OCCCO2,29697.5
49226,CPD002375101,-4.827,COc1ccccc1NC(=O)c1nn(-c2ccc(C)cc2)ccc1=O,49243.5
46051,CPD002415988,-4.907,Nc1ccc([N+](=O)[O-])cc1NS(=O)(=O)c1ccc2ccccc2c1,46056.5
25102,CPD002396357,-5.492,Oc1ccc(-n2nnnc2SCc2cc(Cl)c3c(c2)OCCO3)cc1,25101.5
36253,CPD002453007,-5.161,COc1ccc(NC(=O)C(=O)NCc2ccccc2)c(OC)c1,36243.0
16691,CPD002443424,-5.822,O=Cc1cc(O)ccc1Br,16679.0
45097,CPD002372407,-4.93,CCOC(=O)C(C)Oc1ccc2c(-c3ccccc3)cc(=O)oc2c1C,45113.5
30986,CPD002404581,-5.308,Cc1ccc(Nc2nc(-c3ccccc3)cs2)cc1,30984.5
2271,CPD002485407,-8.108,O=C(O)c1cc(-c2ccccc2)nc2ccc(F)cc12,2272.0
31317,CPD002405716,-5.298,CC(CC(=O)NCc1coc(-c2cccs2)n1)NC(=O)c1ccccc1,31317.0
2750,CPD001930683,-7.914,COCCNc1oc(COc2ccc(-c3ccccc3)cc2)nc1C#N,2750.0
62951,CPD000035322,-4.447,Cc1nc2ccccc2c(=O)n1NC(=O)c1c(O)c2c(n(CC(C)C)c1=O)CCCC2,62953.0
78525,CPD000653211,-3.674,CC(C)[C@H](NC(=O)C1CCN(S(=O)(=O)c2ccc(F)cc2)CC1)C(=O)N1CCCC1,78522.5
2656,CPD002427126,-7.95,COc1cc(/C=C(/C#N)C(=O)C(C)C)cc(Cl)c1O,2657.5
57878,CPD002498149,-4.594,CC(C)CNC(=O)/C=C/c1ccccc1,57882.5
31118,CPD002454677,-5.304,CC(=O)c1c(-c2ccccc2)nc2n(CCN3CCOCC3)c3ccccc3n12,31116.0
20523,CPD002376429,-5.659,Cc1nn(-c2nc(CC(=O)Nc3cccnc3)cs2)c(C)c1Cc1ccccc1,20536.0
34449,CPD002392465,-5.21,COc1ccc(-c2cc(C(=O)N(C)C)c3ccccc3n2)cc1,34463.0
30139,CPD001327275,-5.333,CC(=O)c1ccc(NC(=O)C2CC3CCCC(C2)C3=O)cc1,30157.5
49560,CPD002488321,-4.818,Cc1occc(=O)c1OCc1noc(C(=O)NCc2ccccc2Cl)n1,49570.5
57012,CPD000651865,-4.618,Cc1c(CCC(=O)NCCCn2ccnc2)c(=O)oc2c(C)c3oc4c(c3cc12)CCCC4,57030.0
15437,CPD002413892,-5.88,ClC12CC3CC(C1)CC(CN=Cc1cccs1)(C3)C2,15432.5
79592,CPD000623647,-3.551,CN(CC(=O)Nc1ccc(F)cc1)S(=O)(=O)c1ccc2c(c1)c(=O)n(C)c(=O)n2C,79590.5
44214,CPD000011831,-4.953,COc1ccc(C(=O)N2CCN(C(=O)Cc3ccccc3)CC2)cc1OC,44195.0
28419,CPD002418565,-5.386,Cc1cccc(/C=C(/C#N)c2ccc(C(F)(F)F)cn2)c1,28435.0
55022,CPD002429169,-4.674,CSC(C)C(=O)Nc1ccccc1I,55026.0
13614,CPD002454801,-5.976,CCc1ccc(-c2csc(Nc3ccc(S(N)(=O)=O)cc3)n2)cc1,13613.5
56776,CPD001240138,-4.625,CC(OC(=O)CNC(=O)c1ccc(F)cc1)C(=O)Nc1ccc(S(=O)(=O)N2CCOCC2)cc1,56774.5
35543,CPD002453918,-5.181,COc1ccc(-c2c(NC(=O)c3cccs3)oc3c(C)cccc3c2=O)cc1OC,35537.5
36282,CPD002410172,-5.16,CCCn1c(-n2nc(C)c(C)c2C)nc2c1c(=O)n(CCN1CCOCC1)c(=O)n2C,36286.0
57507,CPD002487822,-4.605,COc1ccc(CN2CC(=O)N(c3cccc(Cl)c3)[C@@H]3CS(=O)(=O)C[C@@H]32)cc1OC,57496.0
50934,CPD002415335,-4.783,O=C(NC1CCCCCC1)C1(Cc2nc3ccccc3s2)CCCC1,50926.5
80706,CPD002367291,-3.371,CN1CCN(c2ccc3cc(S(=O)(=O)N4CCCC4)ccc3n2)CC1,80708.5
26802,CPD002417813,-5.436,COc1ccc(COc2ccc(C#N)cc2Cl)cc1F,26804.5
14510,CPD002441545,-5.926,Oc1ccc(O)c([S+]2CCCCC2)c1,14503.5
457,CPD000808419,-9.135,CCCc1cc(O)nc2nnc(SCC(=O)NCc3ccc4c(c3)OCO4)n12,458.0
28326,CPD002417076,-5.389,O=C(CCc1ccccc1)Nc1ccc2c(c1)CCC2,28332.0
38712,CPD001936154,-5.098,Cc1ccc(-c2cc(C(=O)N(Cc3ccco3)Cc3cccs3)no2)cc1,38701.5
13281,CPD002417815,-5.996,O=C(NCc1ccccn1)C1CCN(C(=O)c2ccc(C(F)(F)F)cc2)CC1,13278.5
66506,CPD000543670,-4.333,Cc1cccc(OCC(O)Cn2c(N3CCCCC3)nc3c2c(=O)[nH]c(=O)n3C)c1,66502.0
24763,CPD002440252,-5.504,NCc1ccc2c3c1CCCN3CCC2,24772.0
3108,CPD002431506,-7.761,COCCS(=O)(=O)c1ccc(C(=O)O)cc1,3108.0
7403,CPD002499139,-6.512,C(#Cc1ccccc1)CSc1nc2ccccc2s1,7404.5
4467,CPD002363788,-7.155,O=C(Nc1ccc2nc(N3CCN(c4cccc(Cl)c4)CC3)cc(C(=O)O)c2c1)c1ccccc1,4467.5
63753,CPD001391854,-4.422,CCOC(=O)C1=C(C)N(CC)C(=O)NC1c1ccc(OC(F)F)cc1,63759.0
67271,CPD000654809,-4.306,COc1ccc(OCc2cc(C(=O)N(Cc3nccn3C)C(C)C)no2)c2ccccc12,67259.0
78400,CPD002365623,-3.686,Cc1cc(-c2nc3ccccc3s2)ccc1NC(=O)c1ccc(C(C)C)cc1,78399.5
43070,CPD000627505,-4.982,COc1ccc(C)cc1NC(=O)CCS(=O)(=O)c1cc2c(cc1Cl)NC(=O)CO2,43083.0
11177,CPD001369102,-6.134,Clc1ccc(-c2noc(CCc3nc4ccccc4[nH]3)n2)cc1,11179.0
68063,CPD000072187,-4.276,CCOC(=O)c1cnc(SC2CC(=O)N(c3ccc(OC)c(OC)c3)C2=O)nc1N,68055.0
14626,CPD000040484,-5.919,CC(NC(=O)c1ccco1)c1nc2ccccc2n1Cc1ccccc1,14635.5
30209,CPD002367376,-5.332,COc1ccccc1Nc1nc(N)c(C(=O)c2cc(C)c(C)cc2C)s1,30199.0
61745,CPD002417338,-4.483,CC(NC(=O)c1cc(Cl)sc1Cl)C12CC3CC(CC(C3)C1)C2,61748.0
82843,CPD002430406,-2.295,C#CCN1CCC(C(=O)NCCN2CCC(C)CC2)CC1,82843.0
10880,CPD002365457,-6.156,O=C(COC(=O)c1ccc(Br)c([N+](=O)[O-])c1)c1ccc(Br)cc1,10879.5
63552,CPD002426860,-4.428,O=C(CCC1CCCC1)Nc1nc2ccc(F)cc2s1,63551.5
30702,CPD000077307,-5.316,C=CCn1c(SCC(=O)NC2CCCCC2)nnc1C(C)NC(=O)c1cccs1,30702.5
23378,CPD002452786,-5.553,CCOP(=O)(OCC)c1nc(C(c2ccccc2)c2ccccc2)oc1NCc1cccnc1,23379.0
50777,CPD002373046,-4.787,COc1ccc(-c2cc(C(F)(F)F)nc(S(=O)(=O)CCC(=O)NCc3ccccc3)n2)cc1,50777.0
45499,CPD002416959,-4.921,O=C(NNC(=O)C1CCCCC1)c1cccc2cccnc12,45492.0
19025,CPD002404991,-5.718,CN(CCOc1ccccc1Cl)Cc1cc(=O)oc2cc(O)ccc12,19011.0
26105,CPD002454848,-5.458,NS(=O)(=O)c1ccc(Nc2nc(-c3ccccc3)cs2)cc1,26099.0
27485,CPD002368469,-5.415,Cc1nnc(C(=O)Nc2cccc(C(=O)NCc3ccc4c(c3)OCO4)c2)s1,27485.0
32952,CPD002413329,-5.253,NS(=O)(=O)c1ccc(NN=C2CCCC2)c([N+](=O)[O-])c1,32946.5
76587,CPD002372867,-3.849,COc1ccc(-c2cc(=O)c3cc(OC(C)=O)ccc3o2)cc1,76580.5
56114,CPD002292404,-4.644,Cc1ccnc(NC(=O)c2nccnc2N)c1,56107.0
25803,CPD002413341,-5.468,C/C(=N/Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1cc(Cl)ccc1Cl,25814.5
24650,CPD002414277,-5.508,N#Cc1ccc(COC(=O)C2CCCCC2)cc1,24659.5
36708,CPD002375492,-5.149,CCOC(=O)CSc1n[nH]c2nc3c(c(=O)n12)C1(CCCC1)Cc1ccccc1-3,36691.0
68376,CPD002439410,-4.263,CCC(CC)NC(=O)C(=O)O,68376.0
3236,CPD002404884,-7.705,Cc1c(Cl)cccc1NC(=O)CCNC1=NS(=O)(=O)c2ccccc21,3237.0
32738,CPD002369562,-5.258,COc1ccc(-c2ocnc2C(=O)Nc2cccc(Cl)c2)cc1,32736.0
22610,CPD002415115,-5.581,COc1ccc(-c2nnc(SCCOc3ccc(Cl)cc3Cl)n2C(C)C)cc1,22604.0
62654,CPD002417468,-4.457,COc1cc(/C=C(/C#N)C(=O)c2c(Cl)cccc2Cl)cc(OC)c1OC,62629.5
8756,CPD002411534,-6.345,CCOc1ccc(CN(C)C(=O)C2CCN(c3nc4ccccc4o3)CC2)cc1OC,8752.5
57619,CPD001535098,-4.601,CCN(C(=O)c1cccs1)c1cccc(C)c1,57627.5
59250,CPD000014930,-4.554,Cc1nnc(SCCn2c(N3CCCCCC3)nc3c2c(=O)[nH]c(=O)n3C)s1,59266.0
8612,CPD000631176,-6.361,CCOC(=O)N1CCN(C(=O)Cn2nc(C)n3nc(-c4ccccc4)cc3c2=O)CC1,8611.0
53292,CPD002399186,-4.721,COc1ccc(CNC(=O)Cc2nn(C)c(=O)c3ccccc23)cc1OC,53279.5
67373,CPD002442658,-4.302,COC(=O)C(C)N1C(=O)S/C(=C/c2cccn2C)C1=O,67377.0
4116,CPD002434888,-7.3,O=C(O)C1=CC(/C=C/c2ccccc2)n2ncc(C(=O)Nc3ccccc3Cl)c2N1,4116.5
9454,CPD002401016,-6.276,COc1cc(Cl)c(C)cc1NC(=O)CN1CCN(S(=O)(=O)Cc2ccccc2)CC1,9460.5
48563,CPD001619046,-4.843,CCCCNC(=O)c1c(-c2ccccc2)nnc2ccccc12,48578.0
20754,CPD002398778,-5.649,O=C(CCc1c(-c2ccc(F)cc2)[nH]c2ccccc12)NC1CC1,20762.0
40900,CPD002411339,-5.04,CC1(C2CC2)NC(=O)N(CC(=O)Nc2cccc3cccnc23)C1=O,40888.0
48633,CPD002367169,-4.841,Cc1ccc(N2CCN(C(=O)c3c(C)oc4ncnc(N5CCOCC5)c34)CC2)c(C)c1,48653.0
17674,CPD002408707,-5.777,CC1CCCCN1CCNC(=O)c1cc(O)nc2ccccc12,17666.0
45282,CPD000368742,-4.926,COc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)CSc1nnc2ccccn12,45279.5
78989,CPD002431059,-3.623,OCCCN=C(S)NC1CCCCC1,78985.0
43625,CPD000626276,-4.967,COc1ccc(C2=NS(=O)(=O)N(C)C(C(=O)N3CCC(C(N)=O)CC3)=C2)cc1,43638.5
20840,CPD002483869,-5.646,Cc1cccc(-c2cc(C(=O)NCCN3CCOCC3)c3ccccc3n2)c1,20843.0
68639,CPD002434048,-4.253,Cc1ccccc1C1NC(=O)c2c(sc3c2CCN(Cc2ccccc2)C3)N1,68648.5
63103,CPD002412594,-4.442,Cc1ccc(C=Nc2ccc(C(C)C)cc2)s1,63113.0
73330,CPD002436296,-4.048,CCn1c(SCC(=O)Nc2cccc(Br)c2)nc2c(-c3ccccc3)c[nH]c2c1=O,73330.5
81075,CPD000612775,-3.29,COc1ccc(S(=O)(=O)N2CCC(C(=O)N3CCN(C)CC3)CC2)cc1Cl,81074.5
25476,CPD002397536,-5.479,COc1cccc(NC(=O)C(Sc2nnc(-c3ccco3)n2C)c2ccccc2)c1,25473.0
71481,CPD002376344,-4.137,CC(C)CN[C@H]1CS(=O)(=O)C[C@@H]1S(=O)(=O)c1ccccc1,71479.5
9490,CPD002368025,-6.274,O=C(CSc1ncc(-c2ccc(F)cc2)o1)Nc1cc(F)ccc1F,9486.0
18433,CPD002374743,-5.743,CCc1ccc2oc(C(=O)N(Cc3ccc(Cl)cc3)C3CCS(=O)(=O)C3)cc(=O)c2c1,18424.0
51667,CPD002371503,-4.764,CCC(C)NC(=O)CN1C(=O)N(c2c(C)cccc2C)S(=O)(=O)c2ccccc21,51675.5
53098,CPD002369327,-4.726,O=C(Nc1c(N2CCCC2)c2ccccc2oc1=O)c1ccc(Br)o1,53109.0
60589,CPD002396854,-4.516,O=C(CSc1nnc(Nc2cccc(F)c2)s1)Nc1ccnn1C1CCCC1,60598.5
11040,CPD002410042,-6.145,O=C(NCCN1CCCC1)c1c[nH]c2ccccc12,11037.5
17773,CPD002369396,-5.772,CCOC(=O)c1ccccc1NC(=O)Cn1ccn2nc(-c3ccc(Cl)cc3)cc2c1=O,17781.0
3939,CPD002397523,-7.37,NC1=Nc2nc3ccccc3n2C(c2c[nH]c3ccccc23)N1,3939.5
41035,CPD000665721,-5.036,O=C(c1cc(COc2ccc(F)cc2F)on1)N1CCN(C(=O)c2ccco2)CC1,41040.5
76852,CPD002416733,-3.827,CCN(CC)S(=O)(=O)c1cc(C)c(C)c([N+](=O)[O-])c1,76849.5
37507,CPD002373914,-5.129,Cc1ccc(-c2nc(CSCC(=O)NCCCOC(C)C)c(C)o2)cc1,37491.5
10045,CPD002393749,-6.225,COc1ccc(-c2nnc(SCC(=O)Nc3cccc(C(F)(F)F)c3)[nH]2)cc1,10041.0
80620,CPD000713846,-3.389,O=C(CN1C(=O)NC2(CCCC2)C1=O)N1CCN(S(=O)(=O)c2ccccc2[N+](=O)[O-])CC1,80622.0
46651,CPD001251598,-4.892,CC(C)c1ccc(S(=O)(=O)N2CCN(CC(O)CN3CCOCC3)CC2)cc1,46662.0
17319,CPD000002576,-5.792,Cc1ccc(NC(=O)c2ccco2)cc1NC(=O)CSc1nnc(-c2cccs2)n1C,17319.0
58082,CPD002432641,-4.588,CC(NCC(C#N)CCC#N)c1ccccn1,58095.5
20254,CPD002441141,-5.669,CCOc1cc(OCC)c(/C=C2\NC(=O)NC2=O)cc1Br,20240.0
16155,CPD002413731,-5.847,CC1CC(=NN=C(S)Nc2ccc(SC(F)F)cc2)CC(C)(C)C1,16144.0
41728,CPD002337825,-5.017,CCc1cccc(NC(=O)Cn2c(=O)cc(C(=O)NC)c3ccccc32)c1,41750.0
55739,CPD002367996,-4.654,COc1cc(NC(=O)Cn2c(C)nc3c(sc4cccc(F)c43)c2=O)cc(OC)c1OC,55740.0
78583,CPD002440250,-3.668,CC1(C)C2CCC1(C(=O)Nc1ccc(C(F)(F)F)cc1)c1nc(C#N)c(C#N)nc12,78580.0
53099,CPD002392913,-4.726,O=C(COC(=O)CCCc1nc2ccccc2s1)NCc1ccccc1Cl,53109.0
78696,CPD002400954,-3.657,COc1cc(NC(=O)CCc2c(C)c3ccc(C)cc3oc2=O)cc(OC)c1,78700.5
38050,CPD002431856,-5.115,O=C(COC(=O)c1ccc2ncsc2c1)c1ccc2c(c1)OCCCO2,38035.5
64202,CPD000243207,-4.409,CN1C(=O)C(=NNc2cccc(S(=O)(=O)N3CCOCC3)c2)C(=O)N(C)C1=O,64191.5
8950,CPD002407553,-6.325,O=C(COC(=O)c1ccc(Oc2ccccc2)cc1)c1ccccc1,8957.0
20909,CPD000706716,-5.643,CCOC(=O)c1c(C)[nH]c(C(=O)OC(C)C(=O)Nc2ccc(Cl)cn2)c1C,20912.0
50722,CPD002406922,-4.788,CC(NC(=O)c1[nH]c2ccccc2c1Cl)c1ccc(F)cc1,50738.5
56872,CPD002430078,-4.622,O=C(NC(C1CC1)C1CC1)c1cc(Cl)nc(Cl)c1,56880.0
49782,CPD002393184,-4.813,Cc1ccc(Cl)c(OC(=O)c2nn(C)c(=O)c3ccccc23)c1,49775.5
979,CPD002412665,-8.734,O=C(NN=Cc1ccccc1)c1ccc[n+]([O-])c1,981.0
4851,CPD000413914,-7.032,Cc1cc(Nc2ccc(F)c(F)c2)nc(-c2ccccc2O)n1,4850.5
80928,CPD002410131,-3.326,CCc1cccc2c1N(C(=O)CCc1ncc(-c3c(F)cccc3F)o1)CC2,80925.0
82968,CPD002431442,-2.071,CCOCCCNC(=O)/C=C/c1ccccc1,82968.0
77715,CPD002187388,-3.752,COC(=O)c1ccc(C)c(NS(=O)(=O)c2c(C)nn(C)c2C)c1,77714.5
19214,CPD002430603,-5.711,CC(C)(C#N)C(=O)NCCc1ccc(OCc2ccccc2)cc1,19198.5
66290,CPD002436507,-4.34,O=C(CCn1nnc2ccccc21)OCC(=O)c1ccc(Cl)cc1,66299.5
7412,CPD002443988,-6.511,Cc1ccc(C(=O)NC(Nc2ccc(C)cc2C)C(Cl)(Cl)Cl)cc1,7411.5
39513,CPD002498385,-5.076,Cc1ccc(C(=O)N/N=C/c2ccccc2)s1,39514.5
48853,CPD002431786,-4.836,CC(C)C(NC(=O)CCc1ccccc1)C(=O)O,48861.5
11521,CPD002400004,-6.109,Cc1ccc(CNC(=O)Cn2c(C)cc3ccccc32)cc1,11524.5
15058,CPD002435026,-5.899,CCOc1ccc2c(=O)c(Oc3ccccc3OC)coc2c1,15053.5
17277,CPD002412059,-5.794,COCC(=O)N1CCN(Cc2nc(-c3cccs3)oc2C)CC1,17275.5
40360,CPD002487264,-5.053,COc1ccc(-n2nnc(C(=O)NCc3cccs3)c2N)cc1OC,40356.0
14648,CPD002374726,-5.919,COc1ccc(CCNC(=O)c2cc(=O)c3c(C)cc(C)cc3o2)cc1OC,14635.5
50634,CPD002407774,-4.79,CCOCCn1c(=O)c2c(nc(-n3nc(C)c(C)c3C)n2C(C)C)n(C)c1=O,50647.5
68623,CPD002368968,-4.254,O=C(NCc1cccn1Cc1ccccc1)NC12CC3CC(CC(C3)C1)C2,68616.0
69252,CPD002406598,-4.23,CCC(C)(C)NC(=O)c1cn(-c2ccccc2)nn1,69263.5
33642,CPD002372840,-5.233,CCc1ccccc1NC(=O)c1cc2cccc(OC)c2oc1=O,33650.0
30100,CPD002414702,-5.335,Cc1cccc(C(=O)NC(NC(=O)c2cccc(C)c2)c2ccccc2F)c1,30091.5
11119,CPD002404194,-6.139,Cc1ccc(O)c(C(=O)N(C)Cc2c(F)cccc2Cl)c1,11119.5
19484,CPD002456095,-5.7,Cc1ccc(NCc2cc3cccc(C)c3[nH]c2=O)c(C)c1,19475.5
77623,CPD002436133,-3.76,CCc1ccccc1NC(=O)COC(=O)c1ccc2ccccc2n1,77624.0
53659,CPD000253916,-4.712,CC(=O)Nc1sc(C)c(C)c1C(=O)OCC(=O)N(C)C1CCS(=O)(=O)C1,53648.0
55599,CPD002365788,-4.658,CCOC(=O)C1C(=O)C=C(c2ccc(C)cc2)CC1c1cccc(F)c1,55587.0
5966,CPD000154340,-6.751,CCc1nnc(NC(=O)c2ccc(Cl)c(S(=O)(=O)N3CCc4ccccc43)c2)s1,5968.5
23898,CPD002372518,-5.534,CCCCOC(=O)COc1ccc2c(=O)c(Oc3ccc(OC)cc3)c(C(F)(F)F)oc2c1,23902.0
41848,CPD002418511,-5.015,O=[N+]([O-])c1cccc(/C=N/OCc2c(F)cccc2Cl)c1,41830.0
