,compound_id,rdkit_smiles,docking_score,rank
8814,CPD000042371,COc1ccc(C(=O)C2=C(O)C(=O)N(c3cc(C)on3)C2c2ccc(OC)c(OC)c2)cc1OC,-7.082,4836.5
3601,CPD002488491,Cc1cc(N2CCN(C(C(=O)O)c3c[nH]c4ccc(Br)cc34)CC2)nc2ccccc12,-7.199,4699.5
8567,CPD002394759,CCC(CC)NC(=O)COC(=O)c1cc(C)nc2ccccc12,-5.244,7792.0
6259,CPD002415252,O=C(O)CSCc1ccccc1Cl,-4.424,9564.5
8778,CPD002444506,O=C(O)CCCC(=O)Nc1cccc(C(=O)N2CCCCC2)c1,-8.114,2889.5
4096,CPD002499752,Nc1ccc(C(=O)NCc2cccnc2)cc1,-5.718,6835.5
8073,CPD000770117,Cc1csc(SC2=CS(=O)(=O)c3ccccc32)n1,-5.652,6946.5
9321,CPD000128222,CN(CC(=O)NCCN1CCN(c2ccccc2)CC1)S(=O)(=O)c1ccc2c(c1)CCC(=O)N2,-5.153,7981.5
6440,CPD001849709,Cc1ccc2c(Cl)cc(Cl)c(OCC(=O)NC(C)C(C)C)c2n1,-3.996,10124.5
9428,CPD000524433,Cn1c(=O)oc2cc(S(=O)(=O)Nc3ccc(C(=O)O)cc3)ccc21,-8.44,2001.5
6842,CPD002392798,Cc1ccc(Nc2nc(-c3ccccc3)c(C(=O)Nc3cccnc3)s2)cc1,-6.193,6040.0
468,CPD000543461,Cc1oc2c(C)c3oc(=O)c(CC(=O)N[C@@H](CCCNC(N)=O)C(=O)O)c(C)c3cc2c1C,-9.016,798.5
9502,CPD000466359,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,-8.179,2710.0
8742,CPD002412250,CCCn1nc(C(=O)N2CCC(C(=O)OCC)CC2)c2ccccc2c1=O,-6.029,6296.5
4929,CPD002438477,O=C(O)CC(C(=O)O)c1ccco1,-4.842,8716.0
20,CPD002365251,Cc1ccc2oc(-c3ccccc3)cc(=[NH+]CCCCCC(=O)O)c2c1,-10.161,33.0
4348,CPD002428407,CC(C)OCc1ccccc1CNC(=O)c1nccnc1N,-4.833,8736.0
9561,CPD002456178,Cc1cccc(C(=O)NCCc2c[nH]c3ccc(Cl)cc23)c1,-6.047,6263.0
10029,CPD002414923,O=C(COC(=O)C(O)(c1ccccc1)c1ccccc1)c1c[nH]c2ccccc12,-6.037,6286.5
10438,CPD002416453,CNS(=O)(=O)c1ccc(C(=O)NCC(=O)O)cc1,-7.932,3401.5
9094,CPD002488399,CC(=O)N1CCN(C(C(=O)O)c2c[nH]c3ccc(C)cc23)CC1,-7.663,4051.0
1767,CPD002365223,O=C(O)CC[n+]1ccc(-c2cc[n+](CCC(=O)O)cc2)cc1,-8.045,3103.0
2021,CPD000242463,CCOc1cc(/C=C/c2cc(C(=O)O)c3ccccc3n2)ccc1OC,-7.878,3554.0
5538,CPD002412680,C/N=C1/N=C(NC)c2ccccc21,-6.824,5155.5
10478,CPD000679649,CC(C)(C)NC(=O)c1cc(-c2ccc3c(c2)OCO3)nc2ccccc12,-5.376,7502.5
1296,CPD002500251,CCc1ccc2nc(-c3ccc(C)cc3C)cc(C(=O)O)c2c1,-8.337,2254.5
6439,CPD002453750,COc1ccc(-c2coc3c(C)c(OCCN4CCC(C(N)=O)CC4)ccc3c2=O)cc1,-5.955,6416.5
10387,CPD002375277,Cc1cc2nc(C)n(CCOc3ccccc3)c2cc1C,-6.245,5964.0
1274,CPD002399329,Cc1cccn2cc(COc3cccc(C(=O)O)c3)nc12,-8.352,2214.0
3059,CPD002393564,O=C(CCC(=O)c1ccc(F)cc1)Nc1ccccc1-c1ccccc1,-6.529,5552.0
6501,CPD002485123,COc1ccc(C2C(C#N)=C(N)N(c3c(F)cccc3F)C3=C2C(=O)CCC3)cc1OC,-4.93,8511.0
4323,CPD002500276,CCc1ccc2nc(-c3ccccn3)cc(C(=O)O)c2c1,-8.478,1888.0
3810,CPD001531332,O=C(Cc1ccccc1)NCCc1c[nH]c2ccccc12,-5.638,6980.0
1896,CPD002392740,O=C(O)c1nn(Cc2ccccc2)c(=O)c2ccccc12,-7.954,3332.0
4111,CPD002367393,Cc1cc(C)c(C(=O)c2sc(Nc3cccc(F)c3)nc2N)cc1C,-5.367,7521.5
1530,CPD002402193,CC(C)c1ccccc1NS(=O)(=O)c1ccc(CCC(=O)O)cc1,-8.186,2680.5
1576,CPD002441970,CC(C)CNCc1ccc(C(=O)O)cc1,-8.161,2765.5
7932,CPD000651915,Cc1cc(OCC(=O)NC(Cc2ccc(Cl)cc2)C(=O)O)c2c3c(c(=O)oc2c1)CCCC3,-7.821,3697.0
226,CPD000369216,COc1ccc(C)cc1-n1c(SCC(=O)Nc2cccc(C(=O)O)c2)nc2ccccc2c1=O,-9.338,373.0
7318,CPD000711900,CC(=O)NCCC(=O)Nc1cc(S(=O)(=O)N2CCOCC2)ccc1Oc1ccc(F)cc1,-6.045,6265.0
3121,CPD000262053,O=C(Cc1c[nH]c2ccccc12)NCc1cccs1,-6.404,5743.0
7124,CPD001798680,CC(=O)c1ccc(O)cc1,-5.537,7185.0
6729,CPD002437337,O=C(O)c1cc(NC(=O)c2ccccc2)cc(C(=O)O)c1,-8.661,1507.5
9289,CPD002393105,CCCCc1ccc(-n2nnnc2SCC(=O)Nc2ccc3c(c2)OCCO3)cc1,-5.245,7789.5
2953,CPD000044406,COc1ccc(CNc2oc(-c3cccc4ccccc34)nc2C#N)cc1,-6.713,5277.5
5182,CPD002394996,CCc1cccc(C)c1NC(=O)Cc1c[nH]c2ccccc12,-6.366,5797.5
8671,CPD002372638,COc1ccc(Nc2nc(-c3ccc([N+](=O)[O-])cc3)nc3ccccc23)cc1,-5.976,6390.0
8496,CPD002399374,CCOc1ccccc1-n1c(SCC(=O)OC)nc2ccccc2c1=O,-4.863,8674.5
8919,CPD000647206,CCc1cc(=O)oc2c(C)c(OC(C)C(=O)N3CCC[C@@H]3C(=O)O)ccc12,-8.383,2122.5
4118,CPD002405556,CCCc1cc(O)nc(SCc2noc(-c3ccc(F)cc3)n2)n1,-7.784,3785.0
9742,CPD002412457,O=C(O)CC1(CC(=O)NC2CCN(Cc3ccccc3)CC2)CCCC1,-7.947,3349.5
9732,CPD000646981,COc1cc(/C=C2\C(=N)N3N=C(CC(=O)N4CCOCC4)SC3=NC2=O)ccc1O,-9.182,561.0
5556,CPD000717146,CCCCn1c(N)c(N(CC)C(=O)c2cccc(S(=O)(=O)N3CCN(C)CC3)c2)c(=O)[nH]c1=O,-4.297,9771.5
9191,CPD002400409,Cc1nc2cc(NC(=O)c3ccc(C(=O)c4ccccc4)cc3)ccc2o1,-5.719,6832.0
3300,CPD002444665,O=C(O)c1ccccc1S(=O)(=O)Cc1ccc(Cl)cc1,-5.541,7178.0
4332,CPD002365707,CCCCCOc1ccc(/C=C2\CCc3ccccc3C2=O)cc1,-4.951,8465.5
7223,CPD002198689,CNC(=O)NC(=O)CN1CCCC(c2nc3ccccc3o2)C1,-5.599,7055.0
8381,CPD000124454,Cc1cc(C)nc(Nc2ncc(O)n2-c2ccccc2)n1,-6.029,6296.5
5306,CPD002489450,COc1cc(C2C3=C(CCCC3=O)Nc3c(C#N)cnn32)ccc1O,-6.498,5606.0
2690,CPD002435309,COc1ccc(-c2cnc(N)nc2-c2ccc(OCc3ccc(F)cc3)cc2O)cc1OC,-7.169,4736.5
598,CPD002373789,CS(=O)(=O)Nc1ccc(C2=NN(C(=O)CCC(=O)O)C(c3ccc(F)cc3)C2)cc1,-8.884,1021.5
9731,CPD002396749,O=C(NCCc1c[nH]c2ccccc12)c1ccc(F)cc1,-5.623,7006.5
8350,CPD002404079,Cc1nc2cc(NC(=O)CC(C)(C(=O)O)C(C)C)ccc2o1,-8.163,2757.0
7231,CPD002417581,O=C(c1c[nH]c2ccccc12)C(NCc1ccccc1)c1ccccc1,-6.041,6273.0
5868,CPD000863041,CCc1ccc(-c2nnn(CC(=O)c3ccccc3F)n2)cc1,-5.695,6867.0
6588,CPD000274286,COc1ccc(C(=O)NNC(=O)CSc2nnc(-c3ccc(O)cc3)n2C)cc1,-5.835,6616.5
10182,CPD002366597,C=C(C)[C@@H]1CCC2(C(=O)OC)CC[C@]3(C)C(CCC4[C@@]5(C)C/C(=C\c6ccccc6)C(=O)C(C)(C)C5CC[C@]43C)C12,-3.001,10436.0
4448,CPD002407781,C=C(C)Cn1c(-n2nc(C)c(C)c2C)nc2c1c(=O)n(C)c(=O)n2C,-5.116,8074.0
6322,CPD002499709,NC(=O)C1CCN(C(=O)c2ccc3nc(C(F)(F)F)sc3c2)CC1,-4.357,9673.5
4638,CPD002397030,CN(C)S(=O)(=O)c1ccc(C(=O)OCc2csc(-c3ccccc3)n2)cc1,-3.812,10232.0
7153,CPD002364528,CSc1ccc(/C=C2\SC(=Nc3ccccc3)N(c3ccccc3)C2=O)cc1,-4.978,8402.0
5001,CPD002442587,O=C(O)C(Br)Cc1ccc(Cl)cc1Cl,-5.507,7241.0
9865,CPD002484257,COc1ccc(-c2cc(C(=O)O)c3cc(C)ccc3n2)cc1OC,-7.905,3484.5
9119,CPD002373802,COC(=O)c1nnn(CC(=O)Nc2ccc(C)cc2Cl)c1C(=O)OC,-5.228,7818.5
3622,CPD001939159,COc1ccc(CNC(=O)Cn2ccn3nc(-c4ccc5c(c4)OCO5)cc3c2=O)cc1,-5.172,7944.0
2616,CPD002406210,O=C(O)c1cccc(S(=O)(=O)Nc2cc(F)ccc2OCC(F)(F)F)c1,-7.285,4593.0
6521,CPD002427222,CC(C)(C)c1ccc(CNCCCC(=O)O)cc1,-8.791,1204.5
1866,CPD002417883,O=C(O)c1cccc(OCC2CCCO2)c1,-7.972,3274.0
9847,CPD002411187,O=C(Nc1cnccc1O)c1cc(-c2ccccc2)nc2ccccc12,-5.722,6823.5
5114,CPD001391649,O=C(O)c1cc(Cl)ccc1Br,-8.506,1823.5
9176,CPD002487986,O=C(NCc1ccncc1)c1cc(C2CC2)nc2ccccc12,-5.905,6502.5
9034,CPD002405592,O=C(Nc1cccc(F)c1)c1n[nH]c(=O)c2ccccc12,-5.349,7555.0
874,CPD000650205,Cc1c(Cc2ccccc2)c(=O)oc2c(C)c(OC(C)C(=O)NC[C@H]3CC[C@H](C(=O)O)CC3)ccc12,-8.653,1517.5
10231,CPD002456275,Cc1ccc2nc(-c3cccnc3)cc(C(=O)NCc3cccs3)c2c1,-6.421,5719.5
2000,CPD002484225,Cc1ccc(C)c(-c2cc(C(=O)Nc3nncs3)c3ccccc3n2)c1,-7.893,3517.0
10427,CPD002435101,COc1ccc(-c2c(C)oc3cc(OC(C)C(=O)O)ccc3c2=O)cc1OC,-9.205,525.5
2206,CPD001813834,Cc1nc(-c2ccccc2)ncc1C(=O)O,-7.748,3873.5
3759,CPD002375372,CCCn1c(CN2CCCCC2)nc2cc(NC(=O)c3cc(OC)c(OC)c(OC)c3)ccc21,-3.433,10368.0
3248,CPD002363758,CCN(CC)c1ccc(NS(=O)(=O)c2cc(C)cc(C)c2)cc1C(=O)O,-5.84,6609.5
8556,CPD000042978,Cn1c(N2CCC(C(N)=O)CC2)nc2c1c(=O)n(Cc1cccc(Br)c1)c(=O)n2C,-5.556,7142.5
7966,CPD002488903,CC(C)C(=O)Nc1ccc2c(C(C(=O)O)N3CCN(c4ncccc4C#N)CC3)c[nH]c2c1,-7.493,4310.5
9604,CPD002405995,O=C(NCCc1c[nH]c2ccccc12)c1ccc(F)c(F)c1,-5.584,7083.5
7349,CPD002437959,COc1ccc2c(=O)c(Oc3ccccc3)c(C)oc2c1,-4.515,9402.5
8159,CPD002406707,O=C(Cn1nc(C(=O)O)c2ccccc2c1=O)c1ccc(F)cc1,-8.35,2221.5
6999,CPD000247454,COc1cc(/C=C/C(=O)OCc2cc(=O)oc3cc(C)ccc23)ccc1O,-7.389,4451.5
98,CPD002437176,Cc1ccc(C(=O)O)cc1NC(=O)c1cccc(C(=O)Nc2cc(C(=O)O)ccc2C)c1,-9.669,157.0
3517,CPD002431172,CCCS(=O)(=O)NCCc1ccc(C(=O)O)cc1,-8.386,2112.5
6958,CPD002397132,Cn1c(SCc2nc(N)nc(Nc3ccccc3)n2)nnc1C1CC1,-5.2,7879.5
3109,CPD002403163,O=C(Nc1cccc(CO)c1)c1cn(Cc2ccccc2)nc1-c1ccc(Cl)cc1,-6.438,5697.5
6606,CPD000653198,Cc1c(C)c2ccc(OCC(=O)N3CCN(C(=O)C4COc5ccccc5O4)CC3)cc2oc1=O,-4.433,9552.5
2467,CPD002415872,COC(=O)c1ccc(COC(=O)c2ccc(Cl)cc2O)cc1,-7.481,4330.5
7587,CPD002430126,COc1ccc(CNC(=O)C(C)Oc2ccc(CC(=O)O)cc2)cc1,-9.364,344.5
4938,CPD002488049,COc1cccc2c(C(C(=O)O)N3CCN(C(=O)OC(C)(C)C)CC3)c[nH]c12,-7.768,3830.5
4298,CPD002357612,CCOC(=O)C(C)Oc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,-6.305,5878.0
2096,CPD000515723,COc1cc(NS(=O)(=O)c2ccc(NC(=O)CCC(=O)O)cc2)nc(OC)n1,-7.826,3685.0
9458,CPD000665974,O=C(CSc1nc(O)c2ccccc2n1)Nc1ccc(Br)cc1,-7.042,4888.0
1180,CPD000414599,Cn1c(=O)[nH]c(=O)c2c1nc(N1CCCCC1)n2CC=NNc1ccc(C(=O)O)cc1,-8.413,2054.0
7883,CPD002399234,CN(C)c1ccc(S(=O)(=O)N2CCCCC2)cc1NC(=O)C1CCN(c2ccc(C#N)cn2)CC1,-2.998,10437.5
1644,CPD002488087,O=C(O)C(c1c[nH]c2ccc(Cl)cc12)N1CCN(Cc2ccccn2)CC1,-8.115,2884.0
10228,CPD002370098,COc1ccc(-c2nnc(SCc3cc(=O)c4cccc(Cl)c4[nH]3)[nH]2)cc1,-6.385,5767.5
4112,CPD002435971,COc1ccc(Oc2c(C)oc3cc(OCC(=O)O)ccc3c2=O)cc1,-8.902,998.0
4749,CPD002367361,COc1ccc(C(=O)c2sc(Nc3ccc(C)cc3)nc2N)cc1OC,-6.309,5870.0
478,CPD002409366,Cn1nc(C(=O)NC(CC(=O)O)c2ccccc2)c2ccccc2c1=O,-9.008,817.5
7972,CPD002412054,C/C=C/c1ccc(OCC(=O)N2CCN(CCOc3ccccc3)CC2)c(OC)c1,-4.654,9145.5
10113,CPD002429241,O=C(c1ccc2ccccc2c1)N(Cc1ccccc1)C1CC1,-4.856,8684.0
4832,CPD002444426,C=C(C)COc1cccc(NC(=O)c2ccccc2)c1,-3.149,10420.5
9293,CPD002486418,Cc1ccc2c(=O)cc(C(=O)/N=c3/[nH]nc(C(C)C)s3)oc2c1,-7.285,4593.0
4073,CPD002437212,CCC(C)C(=O)Nc1ccc(-c2nc3ccccc3o2)cc1,-4.484,9466.0
431,CPD000365268,CC(C)(C)c1ccc(C(=O)Cn2nc(C(=O)O)c3ccccc3c2=O)cc1,-9.047,734.5
3970,CPD002430114,O=C(O)c1ccc(CNC(=O)c2ccccc2C(F)(F)F)cc1,-8.692,1433.5
1196,CPD002439275,Cc1ccc2c(C(=O)O)cc(C)nc2c1,-8.403,2078.0
336,CPD002488943,CC(=O)N1CCN(C(C(=O)O)c2cn(CC(=O)O)c3ccccc23)CC1,-9.18,567.5
4904,CPD000709204,O=C(NCCCN1CCOCC1)c1cccc(S(=O)(=O)NCc2ccccc2)c1,-4.947,8475.5
6902,CPD002484425,O=C(Nc1ccc(F)cc1)C1CC(=O)N(Cc2ccccn2)c2nc3ccccc3n21,-6.282,5899.0
10191,CPD002400610,CC(C)c1cc(=O)oc2cc(OCC(=O)NC3(C#N)CCCCC3)ccc12,-5.093,8140.5
9840,CPD002367996,COc1cc(NC(=O)Cn2c(C)nc3c(sc4cccc(F)c43)c2=O)cc(OC)c1OC,-4.654,9145.5
1983,CPD000650985,CCc1cc(=O)oc2c(C)c(OCC(=O)N3CCC(C(=O)O)CC3)ccc12,-7.904,3488.0
8957,CPD000300306,Cc1ccc2cccc(OCc3nnc(SCC(=O)O)n3C)c2n1,-9.502,251.5
5716,CPD002373794,Cc1ccc(-c2[nH]c(-c3ccccc3)nc2SCC(=O)Nc2nccs2)cc1,-5.901,6512.0
3626,CPD002490326,O=C(COc1ccc(Cl)cc1)NCCc1csc(-c2cccnc2)n1,-5.862,6571.5
6489,CPD002486065,COc1ccc(/C=C2/N=C(c3ccc(Cl)cc3Cl)N=C2O)cc1,-5.628,7001.0
53,CPD000646600,CCCCCCc1c(C)c2ccc(OCC(=O)N[C@@H](Cc3ccccc3)C(=O)O)cc2oc1=O,-9.917,81.0
6554,CPD002394809,CCCn1c(SC(C)C(=O)c2ccc(Cl)cc2)n[nH]c1=O,-6.123,6152.5
8162,CPD002488086,COc1ccc2[nH]cc(C(C(=O)O)N3CCCCCC3)c2c1,-5.058,8224.0
1725,CPD000612987,O=C(CSc1nc(O)c2ccccc2n1)Nc1ccccc1O,-8.069,3030.5
195,CPD002435777,COc1ccc(-c2c(C)oc3cc(OCC(=O)O)ccc3c2=O)cc1OC,-9.399,318.0
5532,CPD002417547,O=C(NC1CCCc2ccccc21)C1CC1,-5.16,7969.0
7335,CPD002434712,Cc1ccc(CNc2oc(-c3ccccc3F)nc2C#N)cc1,-5.787,6713.0
7502,CPD000595575,O=C(NCCc1c[nH]c2ccccc12)c1ccc(F)cc1F,-6.707,5290.5
10122,CPD002396635,O=C(Nc1ccccc1F)c1cc(-c2cccs2)nc2ccccc12,-5.717,6838.5
5478,CPD002411153,CCCOC(=O)c1nn(-c2ccccc2)c(=O)c2ccccc12,-5.425,7424.5
4485,CPD000281851,COc1ccc(NC(NC(=O)C(C)C)C(Cl)(Cl)Cl)cc1,-4.689,9073.0
5506,CPD002428211,CSc1cc(C(=O)O)ccn1,-8.405,2071.5
3279,CPD002413878,O=C(O)CCC(=O)N1CCOCC1,-5.685,6880.5
2890,CPD002415395,O=C(/C=C/c1ccc(Br)cc1)c1ccc(O)cc1,-6.828,5148.5
1447,CPD002364913,CCOc1cc(/C=C2/NC(=O)NC2=O)cc(Cl)c1OCc1cccc(C(=O)O)c1,-8.241,2520.5
4237,CPD002364430,O=C(O)CCCC(=O)c1ccc2c(c1)OCCOCCOCCOCCO2,-8.457,1949.0
6006,CPD002489186,Cn1cc(C(C(=O)O)N2CCN(c3ncccn3)CC2)c2cc(C(=O)O)ccc21,-8.631,1552.0
2403,CPD000555500,Cc1oc2ccc(OCc3ccc(Cl)cc3Cl)cc2c1C(=O)O,-7.559,4211.5
210,CPD002393724,CCCCCn1c(CCC(=O)O)nc2c1c(=O)[nH]c(=O)n2CCCC,-9.365,341.5
1714,CPD002456348,CCOc1cccc(-c2cc(C(=O)O)c3ccccc3n2)c1,-8.075,3014.0
1996,CPD002393827,CC(C)(C)N(Cc1ccccc1)C(=O)Cn1nc(C(=O)O)c2ccccc2c1=O,-7.898,3511.0
344,CPD002438119,Cc1ccc2nc(NC3=NC(CC(=O)O)C(=O)N3)nc(C)c2c1,-9.168,580.5
1130,CPD000370680,O=C(O)c1ccc(Cl)cc1F,-8.451,1967.0
2271,CPD002488930,N#Cc1cccnc1N1CCN(C(C(=O)O)c2c[nH]c3cc(CO)ccc23)CC1,-7.689,3993.0
2414,CPD002484151,Cc1ccc2c(C(=O)O)cc(-c3ccccc3)nc2c1C,-7.541,4229.0
6626,CPD002370747,Cc1c(Cl)cccc1NC(=O)CSc1nc(=O)n(CCN2CCOCC2)c2c1CCC2,-4.919,8536.0
5458,CPD002376312,CCCCOc1ccc(NC(=O)Cc2ccccc2)c2cccnc12,-5.414,7445.0
3432,CPD000469220,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,-4.636,9175.0
1012,CPD000387081,O=C(O)c1cc[nH]n1,-8.537,1772.5
1104,CPD002373264,O=C(O)c1cccc(OCc2nnnn2-c2ccc(Br)cc2)c1,-8.467,1928.0
9833,CPD002442668,O=C(O)C(Cc1c[nH]c2ccccc12)NCc1ccccc1,-6.663,5342.5
1505,CPD002501063,CCc1cccc2c(C(=O)O)cc(-c3cccnc3)nc12,-8.201,2630.5
7811,CPD002489166,Cn1cc(C(C(=O)O)N2CCN(c3ncc(Br)cn3)CC2)c2ccc(C(=O)O)cc21,-7.654,4079.5
8915,CPD001339263,NNc1cc(N2CCN(c3ccccc3)CC2)ncn1,-6.173,6070.5
4600,CPD002409217,O=C(CCc1ncc(-c2ccccc2)o1)NCCc1cccc(F)c1,-4.796,8837.0
1440,CPD002441536,O=C(O)c1ccc(Br)o1,-8.244,2507.0
8808,CPD002410151,NC(=O)c1ccc(COC(=O)c2cc(Br)ccc2F)cc1,-6.038,6282.5
9466,CPD000602068,CC(C)(C)NC(=O)c1ccc2c(c1)N(CC(=O)N1CCCCC1)C(=O)C(C)(C)O2,-4.665,9115.0
6169,CPD002369533,COc1ccc(CNc2nc(-c3ccc(OC)cc3)nc3ccccc23)cc1,-6.032,6291.5
4081,CPD001251440,CN1CCN(c2ccc(S(=O)(=O)N3CCOCC3)cc2NC(=O)CC(C)(C)C)CC1,-3.503,10349.0
8665,CPD002337825,CCc1cccc(NC(=O)Cn2c(=O)cc(C(=O)NC)c3ccccc32)c1,-5.017,8330.5
1375,CPD002401445,N#Cc1cc(C(=O)c2cc(F)ccc2O)cn(-c2ccccc2C(=O)O)c1=O,-8.29,2387.0
7212,CPD002397542,Nc1nnc(SCC(=O)Nc2ccccc2Br)s1,-4.954,8456.5
3752,CPD000555962,O=[N+]([O-])c1ccc(-c2nc(Nc3cccc(O)c3)c3ccccc3n2)cc1,-4.474,9484.0
1653,CPD002414143,O=C(O)CNC(=O)c1ccc(-c2ccccc2)cc1,-8.109,2902.5
357,CPD002443789,CC(C)(C)c1ccc(C(=O)Nc2ccc(CCC(=O)O)cc2)cc1,-9.149,603.0
4852,CPD002396924,CCCn1nnc(NC(=O)COc2ccc(C(C)CC)cc2)n1,-4.909,8560.5
7107,CPD001389990,O=C(NC1CCC(C(F)(F)F)CC1)C1CCCCC1,-4.403,9603.0
6474,CPD002370512,COc1ccc(-c2nc(C)c(CCNC(=O)C(=O)Nc3ccc(C)c(F)c3)s2)cc1OC,-4.615,9213.0
2097,CPD002431186,CC(CC(=O)O)NC(=O)OCc1ccccc1,-7.826,3685.0
6931,CPD002408059,O=C(c1cc(O)nc2ccccc12)N1CCC(CCc2ccc(O)cc2)CC1,-5.063,8216.0
8431,CPD002412212,COc1ccc(COCC(O)CNC(=O)C2CC2)cc1,-3.341,10391.0
5106,CPD002393960,Cc1cc(C)cc(NC(=O)Cc2c[nH]c3ccccc23)c1,-4.85,8701.0
6838,CPD002369744,CCOC(=O)CNC(=O)N1Cc2c(CC)nn(-c3ccccc3)c2-n2cccc2C1c1ccccc1,-3.92,10172.5
1350,CPD002365276,CCc1ccc(OCc2cccc(C(=O)O)c2)cc1,-8.306,2344.0
4790,CPD002406235,CC(OC(=O)c1cc(O)nc2ccccc12)C(=O)NCCc1ccccc1,-6.497,5611.0
6090,CPD002411456,COCCN(Cc1cccs1)S(=O)(=O)c1ccc(Br)cc1,-5.447,7383.5
6455,CPD002442523,O=C(O)c1ccc2c(c1)OCCOCCOCCO2,-8.173,2732.5
10254,CPD002392804,COc1cc(-c2cc(C(=O)O)c3ccccc3n2)cc(OC)c1OC,-7.651,4084.5
7020,CPD000543670,Cc1cccc(OCC(O)Cn2c(N3CCCCC3)nc3c2c(=O)[nH]c(=O)n3C)c1,-4.333,9711.0
7840,CPD002366995,Cc1ccc(Nc2nc(NCCc3ccccc3)nc3c2cnn3C)cc1C,-4.777,8882.0
8955,CPD001305332,Cc1ccc(F)cc1NC(=O)Cc1c[nH]c2ccccc12,-6.276,5907.0
4099,CPD002409581,OCCOc1ccc(CNc2nc(-c3ccccc3)nc3ccccc23)cc1,-6.362,5807.5
10222,CPD002430544,N#Cc1cccc(CNCc2ccc(CN3CCCC3)cc2)c1,-4.854,8688.5
2666,CPD002403356,COC(=O)c1ccc(C2C(C(=O)c3cccc(OC)c3)=C(O)C(=O)N2CCCn2ccnc2)cc1,-7.206,4690.0
7525,CPD002484321,Cc1ccc(-c2cc(C(=O)Nc3cc(F)ccc3F)c3ccccc3n2)o1,-5.374,7507.5
765,CPD000651177,O=C(O)C1CCN(C(=O)COc2ccc3c4c(c(=O)oc3c2)CCCC4)CC1,-8.74,1318.5
7765,CPD002486204,COc1cc2c(cc1OC)C1=CC3(C(=O)Nc4ccc(F)cc43)C(C#N)=C(N)N1CC2,-4.265,9821.0
7726,CPD002483924,CC(NC(=O)c1cc(-c2ccco2)nc2ccccc12)c1ccccc1,-5.849,6591.5
7564,CPD002434261,CC(=O)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,-4.761,8916.5
1098,CPD002489278,CC(=O)c1cn(CC(=O)N2CCC(C(=O)O)CC2)c2ccccc12,-8.472,1916.0
7563,CPD002452754,Cc1ccc2oc(N/C(N)=N/C(=O)c3ccccc3)nc2c1,-6.767,5211.0
5661,CPD000592323,O=C(Cn1nc(C(=O)O)c2ccccc2c1=O)Nc1ccc(F)cc1,-8.622,1573.5
