,compound_id,rdkit_smiles,docking_score,rank
5514,CPD001611747,Cc1nc(-c2cccs2)c(CC(=O)N2CCN(c3ccc(F)cc3)CC2)s1,-5.185,7915.5
1305,CPD002431013,O=C(O)c1cc(/C=C/c2csc(-c3ccccn3)n2)nc2cc(F)ccc12,-8.333,2270.0
5980,CPD002485372,CCOc1ccc(-c2n[nH]cc2-c2ccccc2OC)c(O)c1,-5.464,7342.5
5744,CPD000591074,CCN(CC)S(=O)(=O)c1ccc(N2CCN(C)CC2)c(NC(=O)c2cc(=O)c3ccccc3o2)c1,-4.45,9527.5
295,CPD000650202,CCCCc1cc(=O)oc2cc(OC(C)C(=O)NC[C@H]3CC[C@H](C(=O)O)CC3)c(Cl)cc12,-9.231,494.0
1555,CPD000278333,Cc1cccc2c(C(=O)O)cc(-c3cccnc3)nc12,-8.174,2728.0
9639,CPD000315115,Cc1ccc(CSCCC(=O)O)cc1,-8.629,1557.5
6972,CPD000807158,O=C(CSc1nnc(CNC(=O)c2c(F)cccc2F)o1)NCC1CCCO1,-6.104,6181.5
1732,CPD002408625,Cc1nnc(NC(=O)c2cc(-c3ccncc3)nc3ccccc23)s1,-8.063,3046.5
1798,CPD000065497,O=C(O)CCNS(=O)(=O)/C=C/c1ccccc1,-8.021,3161.0
4166,CPD002442020,Cc1nc(C2CC2)ncc1C(=O)O,-8.479,1882.5
2554,CPD002484830,Cc1cc(C(=O)O)c2c(C(C)C)nn(-c3ccc(F)cc3)c2n1,-7.37,4482.0
6378,CPD002418794,CCOc1cc(/C=C/C(=O)c2ccc(OCC(=O)O)c(OC)c2)cc(Cl)c1O,-9.527,235.0
5583,CPD002405101,C=CCN(C(=O)Cc1nn(C)c(=O)c2ccccc12)C(C)C,-5.095,8135.5
1206,CPD002365267,C=CCc1ccccc1OCc1ccc(C(=O)O)cc1,-8.394,2097.0
1476,CPD002416539,COc1cccc(-c2nc(/C=C(/CCC(=O)O)c3nc4ccccc4s3)cs2)c1,-8.221,2570.0
6071,CPD002417670,Cc1nc2ccccc2c(C)c1CC(=O)O,-7.99,3225.5
730,CPD002444120,O=C(O)c1ccc(/C=C/C(=O)c2ccccc2C(=O)O)cc1,-8.768,1255.5
2078,CPD002438593,Cc1cc(=O)oc2cc(O)c(CCC(=O)O)cc12,-7.84,3654.5
2729,CPD002442572,CC(C)C(NC/C=C/c1ccccc1)C(=O)O,-7.099,4805.0
2061,CPD002483898,O=C(O)c1cc(-c2ccc(Cl)c(Cl)c2)nc2ccccc12,-7.85,3624.0
1463,CPD000633694,CCCc1nn2c(=O)cc(CSCC(=O)Nc3nnc(C(C)C)s3)nc2s1,-8.227,2549.5
10410,CPD002454740,Cc1ccc(C)c(OCC(=O)Nc2ccc(Br)cc2C(=O)O)c1,-7.997,3209.5
3119,CPD001839220,CCc1nnc(NC(=O)CCc2ccc(-c3ccc(C)c(C)c3)o2)s1,-6.409,5736.5
8967,CPD000606413,Cn1c(CCNC(=O)c2ccccc2F)nnc1SCC(=O)Nc1nncs1,-9.459,277.5
10442,CPD002488289,Cc1nn(-c2ncnc3[nH]cnc23)c2c1C(c1ccc(F)c(F)c1)SCC(O)=N2,-5.485,7288.5
3074,CPD002442749,COc1cc(OC)c(/C=C(\C#N)C(=O)O)cc1Br,-6.499,5602.0
9929,CPD002437961,COC(=O)c1ccc(C2C(C(=O)c3ccc(F)cc3)=C(O)C(=O)N2c2ccccn2)cc1,-7.254,4631.5
3260,CPD002415362,COCc1cccc(C(=O)O)c1,-5.8,6688.5
8086,CPD002416765,C=CCOC(=O)c1c(C)[nH]c(C(=O)OCC)c1C,-1.864,10491.0
7520,CPD002395298,Cc1cccc(C)c1NC(=O)COc1ccc(S(=O)(=O)N2CCCC2)cc1C(N)=O,-4.52,9392.5
8744,CPD002431755,NCc1ccc(Oc2ccc(C(F)(F)F)cc2)cc1,-5.303,7661.0
8485,CPD002440101,O=C(O)c1ccc2cc(C(=O)O)[nH]c2c1,-8.619,1582.0
6651,CPD002489013,CN1CCN(C(C(=O)O)c2cn(CC(=O)O)c3cc(Br)ccc23)CC1,-8.814,1161.5
1485,CPD002488811,O=C(Nc1ccc2[nH]cc(C(C(=O)O)N3CCCC3)c2c1)c1ccccc1,-8.216,2593.0
2638,CPD002452777,CC(C)(C)c1ccc(-c2nc(C#N)c(NCCN3CCOCC3)o2)cc1,-7.248,4638.5
2628,CPD001369544,CN(c1ccccc1)c1nc2c(c(=O)n(C)c(=O)n2C)n1CC(=O)O,-7.26,4620.0
10026,CPD002364929,CC[S+]([O-])CCSc1nc(-c2ccccc2)cc(-c2ccccc2)c1C#N,-6.574,5471.0
8798,CPD002455773,Cc1ccc(C(=O)C2=C(O)C(=O)N(CCCO)C2c2ccc(Cl)cc2)cc1,-4.479,9474.5
4972,CPD002430027,CCOc1ccc(C(=O)NC(CC(=O)OC)c2cccs2)cc1OC,-4.566,9301.5
156,CPD000652956,Cc1c(CC(=O)N2CCC(C(=O)O)CC2)c(=O)oc2cc3c(cc12)CCC1(CCCCC1)O3,-9.496,258.5
5238,CPD002398694,Cc1oc(-c2ccccc2)nc1C(=O)Nc1ccc(C(C)C)cc1,-3.976,10140.5
4236,CPD002333284,CCOc1cc(C(=O)Nc2ccc(OC)c(OC)c2)nc2ccc(Cl)cc12,-4.076,10033.0
9196,CPD001386283,CN(CC(=O)NC(=O)NCc1cccs1)Cc1cccs1,-5.306,7653.0
3362,CPD000466390,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,-5.114,8082.5
1541,CPD002499546,O=C(O)c1ccc(F)c(Br)c1,-8.18,2704.5
9204,CPD001605574,Cc1cccc(C)c1NC(=O)NCCc1c[nH]c2ccccc12,-5.22,7833.5
7841,CPD002489101,COc1ccc2c(c1)c(C(C(=O)O)N1CCN(CCC#N)CC1)cn2CCC(=O)O,-8.599,1620.0
3006,CPD000590539,Cc1ccc(C(=O)NCCc2c[nH]c3ccccc23)c(C)c1,-6.614,5406.5
1938,CPD002183434,CC(C)CNc1nc(-c2ccc(Cl)cc2)c(CC(=O)O)s1,-7.93,3408.5
7277,CPD000666190,COC(=O)C1CCCCN1C(=O)c1ccc(OC2CCN(C(C)=O)CC2)c(OC)c1,-4.606,9227.0
1945,CPD001530899,Cc1ccccc1-c1cc(C(=O)Nc2nncs2)c2ccccc2n1,-7.927,3419.5
3177,CPD002392798,Cc1ccc(Nc2nc(-c3ccccc3)c(C(=O)Nc3cccnc3)s2)cc1,-6.193,6040.0
2265,CPD002418724,Cc1cc(C)c(NC(=O)CC(C)(C)CC(=O)O)c(C)c1,-7.695,3979.0
10356,CPD000313586,CC(C)(C)c1ccc(C(CC(=O)O)NC(=O)Cc2ccc(F)cc2)cc1,-6.052,6258.0
2105,CPD002444143,O=C(O)CCNS(=O)(=O)c1ccc(Cl)c(Cl)c1,-7.82,3701.0
7048,CPD000543334,Cc1c(CCC(=O)NCC(=O)NCC(=O)O)c(=O)oc2cc3oc4c(c3cc12)CCCC4,-10.093,48.5
3318,CPD002452870,Cc1c(-c2ccccc2)nc2ccc(Br)cc2c1C(=O)O,-5.432,7414.0
517,CPD002428167,COc1ccc(C(=O)/C=C/c2c(F)cccc2F)cc1CC(=O)O,-8.974,883.5
3369,CPD002412511,O=C(O)CC12CC3CC(Br)(C1)CC(CC(=O)O)(C3)C2,-5.066,8206.0
7872,CPD002396630,NC(=O)COC(=O)c1cc(-c2ccc(F)cc2)nc2ccccc12,-5.572,7109.0
5101,CPD002500606,CCC(C)C(NC(=O)c1ccc(C(F)(F)F)cc1)C(=O)O,-5.574,7106.0
3325,CPD002485184,CCOc1ccc(C(CC(=O)O)NC(=O)c2ccccc2F)cc1,-5.37,7514.5
7749,CPD002396372,O=C(O)C/C(=C/c1cc(Br)cs1)c1nc2ccccc2o1,-8.895,1006.0
3417,CPD002376180,CN1CCN(C(CNC(=O)c2cc(-c3ccccc3)on2)c2cccs2)CC1,-4.722,8994.0
199,CPD002408826,O=C(O)Cc1ccc(N2C(=O)C(O)=C(C(=O)c3ccc(F)cc3)C2c2ccccc2Cl)cc1,-9.392,323.5
3152,CPD001216541,O=C(O)c1ccc(Cl)cc1Cl,-6.308,5874.0
10076,CPD001843219,Cc1ncc(-c2ccc(S(=O)(=O)Nc3ccccc3F)cc2)o1,-5.341,7575.0
8373,CPD002453560,CCc1cccc2c(C(=O)C(=O)Nc3cccc(F)c3)c[nH]c12,-6.018,6315.0
185,CPD000620161,O=C(O)CN1C(=O)S/C(=C\c2cn(CC(=O)N3CCOCC3)c3ccccc23)C1=O,-9.438,300.0
6079,CPD002434201,CCc1ccc(-c2cc(C(=O)O)c3ccccc3n2)cc1,-7.911,3464.5
649,CPD000651080,Cc1c(OCC(=O)N[C@@H](CSCc2ccccc2)C(=O)O)ccc2c3c(c(=O)oc12)CCC3,-8.833,1110.0
8172,CPD002418152,CC(N)(C(=O)O)c1ccc(C(F)(F)F)cc1,-6.376,5780.0
3055,CPD002416309,O=C(OCC(=O)c1cccs1)c1ccc(O)cc1,-6.533,5543.0
9271,CPD002365276,CCc1ccc(OCc2cccc(C(=O)O)c2)cc1,-8.306,2344.0
2424,CPD002413455,O=C(O)CCCOc1cccc(Br)c1,-7.53,4249.5
5240,CPD002393694,CCCn1c(C)cc(C(=O)COC(=O)c2cc3ccccc3oc2=O)c1C,-4.324,9723.0
6811,CPD002428486,O=C(O)/C=C/c1cc(Cl)ccc1OC(F)F,-4.449,9529.0
4402,CPD002426621,Cc1ccc(C)c(NC(=O)CC(C)(C)CC(=O)O)c1,-8.151,2798.5
8275,CPD002418794,CCOc1cc(/C=C/C(=O)c2ccc(OCC(=O)O)c(OC)c2)cc(Cl)c1O,-9.527,235.0
2045,CPD002488369,N#Cc1cccnc1N1CCN(C(C(=O)O)c2c[nH]c3cc(Cl)ccc23)CC1,-7.865,3598.0
894,CPD002487981,O=CN1CCN(C(C(=O)O)c2c[nH]c3cc(OCc4ccccc4)ccc23)CC1,-8.631,1552.0
8515,CPD002437209,Cc1ccc(OCC(=O)Nc2cc(Cl)ccc2C(=O)O)c(C)c1,-7.674,4024.5
6174,CPD002376612,O=C(CSc1nc(O)c2nc[nH]c2n1)Nc1ccc(F)cc1F,-7.659,4065.0
2163,CPD002453350,Cc1ccc2[nH]cc(C(C(=O)O)N3CCN(C(c4ccccc4)c4ccccc4)CC3)c2c1,-7.78,3801.5
3289,CPD002397022,CCc1nnc(NC(=O)C2(c3ccccc3F)CCCC2)s1,-5.63,6998.0
8224,CPD002418596,O=C(Nc1nc(C23CC4CC(CC(C4)C2)C3)cs1)c1cccnc1,-4.59,9260.5
7171,CPD002454219,CCCn1c(SCC(N)=O)nc2c1c(=O)[nH]c(=O)n2C,-6.038,6282.5
2976,CPD002408273,COc1ccc(S(=O)(=O)Nc2cc(OC(F)F)c(OC)cc2C(=O)O)cc1Br,-6.674,5332.0
1115,CPD002441203,CCN(CC)Cc1cc(C(=O)O)co1,-8.46,1941.0
4287,CPD002415767,CC1=CC(=NN=C(S)Nc2c(C)cccc2C)CC1,-4.519,9394.5
764,CPD002394408,O=C(Cn1nc(C(=O)O)c2ccccc2c1=O)Nc1ccc(F)c(F)c1,-8.741,1315.0
4098,CPD002373563,COc1cc(Br)c(C2CC(=O)Nc3cc4c(cc32)OCO4)cc1OC,-6.01,6330.0
9719,CPD002488121,COc1cc(C2C=C(C(=O)O)Nc3ncnn32)ccc1OCCC(C)C,-7.578,4189.5
2569,CPD000041120,COc1ccc(C(=O)C2=C(O)C(=O)N(c3ncccn3)C2c2ccc(OC)c(OC)c2)cc1,-7.352,4508.5
1584,CPD000385654,Cc1ccc(-c2ccc(C(=O)O)cc2)cc1,-8.156,2784.5
3128,CPD002488046,COc1ccc2[nH]cc(C(C(=O)O)N3CCN(Cc4cccc(Cl)c4)CC3)c2c1,-6.384,5769.5
8450,CPD002402749,CCc1cccc(CC)c1NC(=O)CCc1ncc(-c2ccccc2)o1,-5.241,7797.0
3654,CPD002376423,Cc1[nH]c2nc(NCc3ccccc3)nn2c(=O)c1CCC(=O)Nc1cccc2ccccc12,-5.827,6638.5
8305,CPD002400449,CC(C)CN1CCOC(CNC(=O)C2CCN(c3nc4ccccc4o3)CC2)C1,-4.532,9367.5
5145,CPD002426844,CSc1ccc(Cl)c(C(=O)NC(C)c2ccncc2)c1,-5.905,6502.5
7034,CPD000415962,CCC(=O)N(C)CCc1cc2c(c(OC)c1C=NNc1ccc(C(=O)O)cc1)OCO2,-8.1,2929.5
6080,CPD002407188,O=C(Nc1cccnc1Oc1ccccc1)c1cc(F)cc(F)c1,-4.545,9335.5
2865,CPD002405505,Cc1nnc(NC(=O)CCc2ncc(-c3ccccc3)o2)s1,-6.87,5091.0
1973,CPD002441013,O=C(O)c1cc(I)ccc1Br,-7.91,3470.5
4487,CPD000124896,O=C(CSc1nc(O)c2ccccc2n1)c1ccccc1,-8.503,1828.0
6691,CPD002372451,O=C(CSc1nnnn1-c1ccc(C(=O)O)cc1)Nc1cccc2ccccc12,-9.301,414.0
685,CPD000319910,CCc1nnc(NC(=O)CSc2nnc(CNC(=O)c3cc(OC)c(OC)c(OC)c3)o2)s1,-8.803,1177.0
8274,CPD002396347,CC(C)(C)C(=O)NCc1ccc(-c2csc(NC3CC3)n2)s1,-6.841,5133.0
8848,CPD002414509,COc1ccc(Cl)cc1C(=O)OCc1cccc(COC(=O)c2cc(Cl)ccc2OC)c1,-4.926,8525.5
7328,CPD001886044,O=C(Cn1cc(C(F)(F)F)cc(Cl)c1=O)Nc1ccccc1Br,-5.052,8234.5
7930,CPD002436413,CCCCC(=O)Nc1ccc(-c2nc3cc(CC)ccc3o2)cc1,-4.267,9815.0
3683,CPD002452837,O=C(Nc1cccnc1)c1cc(-c2ccccc2)nc2ccccc12,-4.805,8811.0
8105,CPD000869951,O=C(COc1ccc(C2SCCCS2)cc1)Nc1ccc(F)cc1,-6.155,6094.0
4895,CPD002454544,COc1ccc(CCNc2oc(-c3ccc(OC)c(OC)c3)nc2C#N)cc1OC,-6.75,5231.5
1436,CPD002415019,O=C(O)CC1(Cc2nc3ccccc3s2)CCCC1,-8.248,2497.5
3991,CPD002373835,CCOC(=O)c1ccc(N2C(=O)c3[nH]nc(-c4ccco4)c3C2c2ccc(F)cc2)cc1,-6.302,5880.5
3481,CPD000746001,CCOC(=O)C1CCCN(C(=O)Cn2ncn3nc(-c4cccs4)cc3c2=O)C1,-4.018,10105.0
1944,CPD000124359,Cc1cccc(N2C(Nc3nc(C)cc(C)n3)=NC(=O)CC2C(=O)O)c1,-7.928,3418.0
5421,CPD002453348,CC(=O)N1CCN(C(C(=O)O)c2c[nH]c3ccccc23)CC1,-8.075,3014.0
9651,CPD002364131,CCCCCCCCOc1ccc(OC(=O)c2ccncc2)cc1,-3.465,10361.0
3880,CPD002375232,Cc1ccc(C)c(-c2nn(CC(=O)Nc3ccccc3F)c(=O)c3c2CCCC3)c1,-3.392,10376.0
8828,CPD002498374,COc1cc(C=NO)c(Br)cc1O,-6.758,5219.5
4471,CPD002441927,CCOCCCNCc1ccc(C(=O)O)cc1,-5.945,6433.5
6353,CPD002500390,Cc1ccc(C)c(-c2cc(C(=O)O)c3ccc(C)c(C)c3n2)c1,-8.058,3063.5
9769,CPD002393217,NC(=O)c1ccccc1NC(=O)c1cc(=O)c2ccccc2o1,-6.425,5712.5
5292,CPD002413528,Cc1ccc(C(=O)CC(SCC(=O)O)c2ccc(Cl)cc2)cc1,-4.811,8797.5
6281,CPD000426957,Cc1ccc(Nc2nc(-c3cccnc3)nc3ccccc23)cc1,-5.43,7418.5
6428,CPD002374583,Cc1cccc(NC(CNS(=O)(=O)c2ccccc2)c2ccccc2)c1,-4.282,9796.0
8349,CPD002368618,CC(=O)c1ccc(NC(=O)c2cnn(-c3cccc(C)c3)c2-n2cccc2)cc1,-6.471,5654.0
8765,CPD002438276,N#Cc1ccc(Oc2ccc(-c3ccccc3)cc2)cc1,-3.062,10429.0
754,CPD002430525,Cc1ccc(C(=O)Nc2ccccc2)cc1NC(=O)CC(C)(C)CC(=O)O,-8.751,1298.5
2600,CPD002456332,CCOc1ccc(-c2cc(C(=O)[O-])c3cc(Br)ccc3n2)cc1,-7.305,4563.0
9757,CPD000807017,CC(Sc1nc(N)c(NC(=O)c2ccc(Br)o2)c(O)n1)C(=O)O,-8.992,847.5
5644,CPD002501080,Cc1cccc(-c2cc(C(=O)O)c3ccc(C)c(C)c3n2)c1,-7.798,3741.0
2529,CPD002398967,CCCn1c(O)cc(=O)nc1SCC(=O)Nc1ccc(C)c(F)c1,-7.402,4435.0
4149,CPD000372330,CCN(CC)S(=O)(=O)c1cccc(NC(=O)CSc2nnc(N)s2)c1,-5.121,8059.5
348,CPD002409453,COc1ccc(C2CC(c3ccsc3)=NN2C(=O)CCC(=O)O)cc1OC,-9.163,586.5
4669,CPD002418121,O=C(CN1CCN(C2CCS(=O)(=O)C2)CC1)N1CC=C(c2ccccc2)CC1,-6.556,5512.5
1257,CPD002394387,Cc1ccc(NC(=O)Cn2nc(C(=O)O)c3ccccc3c2=O)c(Br)c1,-8.36,2188.0
3254,CPD002414970,O=C(O)CNS(=O)(=O)c1ccc2c(c1)CCC2,-5.81,6670.5
4539,CPD002414461,CCOc1cc(C(=O)O)ccc1OCCOc1ccccc1Cl,-7.419,4416.0
5462,CPD002395450,CN(CCOc1ccc(Cl)cc1)Cc1cc(=O)oc2cc(O)c(Cl)cc12,-7.264,4611.5
4102,CPD002402525,CCCN(C(=O)c1ccc(OC(F)(F)F)cc1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,-4.725,8979.5
5646,CPD002417031,CCc1ccc(C(=O)/C=C/c2ccc(O)cc2)cc1,-5.383,7492.5
8766,CPD000070229,CCc1c(C)nc2ccc(C)cc2c1O,-6.096,6190.0
4467,CPD000364286,N#CCCn1cc(C=NNC2=NC(=O)C(CC(=O)O)S2)c(-c2ccc(F)cc2)n1,-8.676,1482.5
5087,CPD002436650,CCC(C)c1ccc2oc(-c3ccc(Cl)c(NC(C)=O)c3)nc2c1,-5.043,8258.0
7467,CPD002397866,COc1ccc(N(Cc2cccs2)C(=O)Cn2nnc(-c3ccccc3C)n2)cc1,-4.462,9503.0
5578,CPD002406598,CCC(C)(C)NC(=O)c1cn(-c2ccccc2)nn1,-4.23,9869.0
5633,CPD002485419,CCc1ccc2nc(-c3ccc(C)o3)cc(C(=O)O)c2c1,-8.468,1922.0
464,CPD000544690,Cc1coc2c1c(C)cc1oc(=O)c(CC(=O)NCC(=O)NCC(=O)O)c(C)c12,-9.019,791.0
3985,CPD001627026,O=C(NCc1ccccc1)c1cc(-c2cccnc2)nc2ccccc12,-6.567,5491.5
8722,CPD002484623,CCOc1ccc(NC(=O)Nc2ccc(CN3CCOCC3)cc2)cc1,-4.592,9257.0
1405,CPD002441148,CCOc1cc(/C=C2\NC(=O)NC2=O)ccc1OCc1ccc(C(=O)O)cc1,-8.265,2445.5
7681,CPD002364106,Cc1ccc(C23CC4CC(CC(C(=O)Nc5ccc(F)cc5F)(C4)C2)C3)cc1,-4.11,9999.5
111,CPD001393590,O=C(O)CCCOc1ccc(C(=O)/C=C/c2ccc(C(=O)O)cc2)cc1,-9.617,179.5
5741,CPD000059146,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,-7.753,3865.5
2026,CPD001380345,O=C(O)c1ccc2oc(C(=O)c3ccccc3)cc2c1,-7.876,3561.5
3406,CPD002418883,CC(C)(CC(=O)O)CC(=O)Nc1ccccc1C(C)(C)C,-4.78,8877.5
40,CPD000650178,O=C(COc1ccc2cc(-c3ccccc3)c(=O)oc2c1)NCC1CCC(C(=O)O)CC1,-9.991,64.5
4278,CPD002437942,O=C(O)c1cccc(NC(NC(=O)c2cccs2)C(=O)c2ccccc2)c1,-8.81,1166.5
7822,CPD002453270,COc1ccc(OC)c2[nH]c(C(=O)NCC(=O)NCC(=O)O)cc12,-8.929,963.5
4788,CPD002413913,Fc1ccc(NN=Cc2ccccc2Br)c(F)c1,-5.214,7846.0
6140,CPD002395923,O=C(Nc1ccc(-c2nccs2)cc1)C1CCCN1C(=O)c1cccs1,-5.968,6400.5
8646,CPD002436251,CC(=O)c1cccc(NC(=O)CSc2nc3c(-c4ccccc4)c[nH]c3c(=O)n2C2CC2)c1,-5.553,7153.5
3180,CPD002291763,CCCc1nnc(NC(=O)NCC(O)c2ccc(F)cc2)s1,-6.186,6051.5
9993,CPD002499139,C(#Cc1ccccc1)CSc1nc2ccccc2s1,-6.512,5577.5
10346,CPD000469200,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,-3.833,10219.0
5474,CPD002445178,NC(=O)c1ccccc1NC(=O)c1ccccc1-c1ccccc1,-5.961,6407.5
1469,CPD002417841,O=C(O)c1cccnc1SC(F)(F)F,-8.224,2561.0
2259,CPD002498687,CC(NC(=O)CCCC(=O)O)C1CC2CCC1C2,-7.699,3969.0
5875,CPD002490097,C[C@H](NC(=O)[C@H](C)NC(=O)C1CC(=O)N(c2ccc(F)cc2)C1)C(=O)O,-9.43,305.5
4657,CPD002440017,O=C(O)c1cncc(C(=O)O)c1,-9.11,656.0
7056,CPD000300728,CCOc1ccccc1Oc1coc2cc(OCC(=O)O)ccc2c1=O,-8.906,986.5
6818,CPD002366433,COC(=O)c1sc(=S)n(-c2cccc(OC)c2)c1N,-4.518,9396.0
4589,CPD002418308,O=C(O)c1cc(Br)ccc1Cl,-8.557,1725.0
877,CPD002499678,Cc1nc(-c2ccncc2)sc1C(=O)O,-8.651,1521.5
5933,CPD002403312,CCNC(=O)NC(=O)COC(=O)c1ccc(COc2ccc3c(C)cc(=O)oc3c2)cc1,-6.166,6077.5
10056,CPD000043257,Cc1ccc(C(=O)CC(NCCO)C(=O)O)cc1,-3.777,10246.5
2667,CPD002444138,O=C(O)CNS(=O)(=O)c1ccc(I)cc1,-7.205,4694.5
3014,CPD001633026,Cc1cccc(NC(=O)Cc2c[nH]c3ccccc23)c1C,-6.596,5431.5
3629,CPD000651589,Cc1c(OCC(=O)N[C@@H](Cc2ccccc2)C(=O)O)ccc2c1oc(=O)c1ccccc12,-9.227,500.0
4496,CPD002442216,Oc1ccccc1/C=N\c1ccc(Cl)c(C(F)(F)F)c1,-5.479,7304.5
4507,CPD002489592,Cc1oc(-c2nc(C#N)c(NCC3CCCO3)o2)cc1S(=O)(=O)N1CCCC1,-5.167,7953.0
10341,CPD002415395,O=C(/C=C/c1ccc(Br)cc1)c1ccc(O)cc1,-6.828,5148.5
4713,CPD000628930,CCOc1ccc(NC(=O)CC(C)S(=O)(=O)c2ccc3c(c2)NC(=O)CO3)cc1,-4.639,9170.5
4294,CPD002400835,CN(CC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1)Cc1ccc2c(c1)OCO2,-6.197,6037.0
8711,CPD002437139,Cn1c(=O)c2c(nc(NCc3ccc(S(N)(=O)=O)cc3)n2Cc2ccccc2Cl)n(C)c1=O,-4.784,8868.5
1085,CPD002188865,CC(C)c1nnc(NC(=O)c2nn(C(C)C)c(=O)c3ccccc23)s1,-8.476,1895.0
7427,CPD002394541,CCCCCCn1nc(C(=O)OCn2nnc3ccccc3c2=O)c2ccccc2c1=O,-6.89,5064.5
9372,CPD002409280,CCCNC(=O)CN1CCN(Cc2nc3ccccc3o2)CC1,-5.022,8317.5
2632,CPD000806421,COc1ccc(NC(=O)CSc2nnc(NC(=O)c3ccco3)s2)cc1OC,-7.257,4625.5
2998,CPD002393060,Cc1cc(Nc2cc(Cl)cc(Cl)c2)nc(-c2ccccc2O)n1,-6.628,5387.5
1491,CPD002488433,CN(C)CCNC(=O)CN1CCN(C(C(=O)O)c2c[nH]c3cc(OCc4ccccc4)ccc23)CC1,-8.213,2603.5
141,CPD002418794,CCOc1cc(/C=C/C(=O)c2ccc(OCC(=O)O)c(OC)c2)cc(Cl)c1O,-9.527,235.0
7062,CPD002490192,O=C(Cc1c[nH]c2ccccc12)NCCc1c[nH]c2ccc(F)cc12,-6.539,5533.5
8638,CPD002416572,Cc1[nH]c2ccccc2c1C(=O)O,-8.753,1291.5
2725,CPD002408888,O=C(Nc1nnc(C2CCCCC2)s1)c1ccc2ccccc2n1,-7.104,4798.0
6077,CPD000628749,COc1ccccc1N1CCN(C(=O)CCc2nnc3ccc(N4CCOCC4)nn23)CC1,-6.106,6176.5
5973,CPD000112102,CC(C)c1ccc(C(=O)O)cc1,-5.6,7050.5
7844,CPD002412661,Clc1cccc(NN=C/C(Br)=C/c2ccccc2)c1,-5.068,8200.5
7706,CPD000264300,O=C(COC(=O)c1ccc(N2CCOCC2)c([N+](=O)[O-])c1)Nc1ccc2c(c1)OCO2,-6.169,6076.0
4780,CPD002408714,CC(c1nc(-c2cccc(C(F)(F)F)c2)no1)N1CCN(C(=O)Nc2cccc(C#N)c2)CC1,-4.972,8413.0
9923,CPD002427747,COc1cc(/C=C/C(=O)c2ccc(C(=O)O)s2)cc(OC)c1,-8.298,2364.5
2954,CPD002436371,O=C(O)C(Cc1c[nH]c2ccccc12)NCc1ccccc1F,-6.712,5282.0
10006,CPD002399004,Cc1ccc(C(=O)OCC(=O)Nc2cccc(N3CCCC3=O)c2)c(O)c1,-8.342,2242.5
7741,CPD002490392,CC(C)n1ccc2nc3ccn(-c4ncn[nH]4)c(=O)c3cc2c1=O,-4.642,9167.5
105,CPD002484390,CC(C)OC(=O)c1c(-c2ccc(Cl)c(Cl)c2)csc1NC(=O)CCC(=O)O,-9.649,169.5
5181,CPD002395905,CCC1(C)NC(=O)N(NC(=O)CCc2c[nH]c3ccccc23)C1=O,-5.365,7524.5
7364,CPD002396980,Cc1cc(C2=NN=C(NC(C)C)SC2)c(C)n1C1CC1,-4.149,9946.5
2189,CPD002489371,Cc1nc(-c2ccccc2F)sc1C(=O)N1CCC(C(=O)O)CC1,-7.759,3848.5
5032,CPD002365971,COc1cccc(-c2noc(-c3ccc(Br)cc3)n2)c1,-5.251,7775.5
5697,CPD002395585,Cc1cc(Br)ccc1NC(=O)CN(C)C(=O)c1cccc(-n2cccc2)c1,-5.589,7070.0
7896,CPD002398206,COCCn1c(N(C)C)nc2c1c(=O)[nH]c(=O)n2C,-4.756,8924.5
6846,CPD002490203,O=C(O)CCC1N=C(O)N(CCc2c[nH]c3ccc(F)cc23)C1=O,-8.594,1633.0
5907,CPD002415723,CCc1ccc(C(=O)COC(=O)Cc2ccsc2)cc1,-6.696,5311.5
2789,CPD000591155,N#CCCN(C(=O)Cn1nc(C(=O)O)c2ccccc2c1=O)c1ccccc1,-7.01,4927.0
6200,CPD002443796,CC(C)CC(=O)Nc1cccc(C(=O)Nc2cccc(C(=O)O)c2)c1,-9.284,439.5
8530,CPD002438507,COc1ccc(C(=O)/C=C/c2ccccc2F)c(OC(=O)c2ccccc2C)c1,-4.94,8490.5
5816,CPD002375929,Oc1nnc(-c2ccco2)c2c1Nc1nnnn1C2c1ccc(F)cc1,-4.977,8404.0
7455,CPD002416283,CCc1ccc2cc(C(=O)O)[nH]c2c1,-5.05,8242.5
9316,CPD000646825,O=C(O)c1cccc(Cn2c(Cl)c(C=NNC(=O)c3ccco3)sc2=O)c1,-8.955,911.5
9467,CPD000298629,COc1ccc(Br)cc1/C=C/C(=O)O,-6.855,5112.0
1807,CPD002442733,O=Cc1cc(Cl)c(OCc2ccc(C(=O)O)cc2)c(Cl)c1,-8.014,3176.0
7760,CPD000243004,O=C(O)/C=C/c1ccc(Cl)c(Cl)c1,-3.815,10227.0
2680,CPD002437791,Cc1ccc(OCc2nc(C#N)c(NCc3cccnc3)o2)c(C)c1,-7.181,4719.0
