,compound_id,rdkit_smiles,docking_score,rank
5355,CPD000834839,CC1CCCCC1NC(=S)NCc1ccccc1,-4.243,6381.5
872,CPD002489043,COCCCNC(C(=O)O)c1cn(CC(=O)O)c2ccc(OC)cc12,-8.346,947.5
5128,CPD002366433,COC(=O)c1sc(=S)n(-c2cccc(OC)c2)c1N,-4.518,5952.0
3990,CPD002402000,Cc1ccc(CN2CC(C(=O)N(C)CC(=O)Nc3ccc(Br)cc3C)CC2=O)cc1,-4.344,6226.5
5973,CPD002455603,CCCCCCSc1nc2c(c(=O)[nH]c(=O)n2C)n1CC,-4.813,5393.5
2909,CPD002394102,CNC(=O)COC(=O)c1cc(-c2ccc(C)o2)nc2ccccc12,-5.471,4012.5
3706,CPD002408100,COC1CCN(CC(=O)Nc2cccc(C(=O)Nc3cccc(C(F)(F)F)c3)c2)CC1,-5.712,3564.5
4370,CPD000605760,Cc1ccc(S(=O)(=O)N2CCC(C(N)=O)CC2)cc1C(=O)NC1CCCCC1,-3.735,6774.0
798,CPD002399539,O=C(O)c1ccc(NC(=O)c2cc(-c3ccco3)nc3ccccc23)cc1,-8.423,869.0
2394,CPD002438370,O=C(O)c1ccnc(C2CCCCC2=NO)c1,-6.2,2854.5
6175,CPD002375272,COc1ccccc1NC(=O)c1c(C)cc(C)nc1SCC(=O)NC1CCCCC1,-3.384,6882.0
898,CPD002490016,CC(C)n1c(SCCC(=O)O)nc2c1c(=O)[nH]c(=O)n2C,-8.319,975.5
6340,CPD002370139,CC(=O)N1CCC(C(=O)NCc2ccccc2)(N(C(=O)c2ccc(C)cc2)c2ccccc2F)CC1,-2.94,6942.0
2107,CPD002398485,Cc1cc(SCC(=O)NCCC#N)nc2c(C)cccc12,-6.628,2388.0
2046,CPD002454996,O=C(NC(c1ccccc1)c1ccccc1)C(=O)c1c[nH]c2ccccc12,-6.75,2300.5
6603,CPD000057551,O=c1cc(CN2CCN(Cc3ccccc3)CC2)c2cc(Cl)c(O)cc2o1,-8.203,1122.5
246,CPD002413459,COc1cc(OC)cc(C(=O)NCC(=O)O)c1,-9.097,278.0
478,CPD000623586,O=C(O)CCC(=O)N1CCc2cc(S(=O)(=O)NCc3ccc(Cl)cc3)ccc21,-8.764,531.0
5728,CPD002414736,COCCN=C(S)NCCN(Cc1ccccc1)C(S)=NCCOC,-4.622,5768.0
222,CPD002431517,NS(=O)(=O)Cc1cccc(C(=O)O)c1,-9.142,252.0
3188,CPD002416669,CC(NC(=O)c1ccc(C(C)(C)C)cc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,-4.95,5090.0
4379,CPD002436747,CCS(=O)(=O)N1CCC(C(=O)Nc2ccc(OC)c(OC)c2)CC1,-4.405,6141.0
6245,CPD002369744,CCOC(=O)CNC(=O)N1Cc2c(CC)nn(-c3ccccc3)c2-n2cccc2C1c1ccccc1,-3.92,6687.5
3754,CPD002485046,O=C(Nc1ccc2c(c1)C(=O)c1ccccc1-2)c1ccc2c(c1)OCO2,-4.865,5278.0
4274,CPD002484738,COC(=O)c1ccn(Cc2c(Cl)cccc2Cl)n1,-4.479,6025.0
4297,CPD000652614,CCCc1cc(=O)oc2c3c(cc(OCC(=O)NCc4ccccn4)c12)OC(C)(C)CC3,-5.962,3182.0
2399,CPD002392798,Cc1ccc(Nc2nc(-c3ccccc3)c(C(=O)Nc3cccnc3)s2)cc1,-6.193,2862.5
1767,CPD002489518,COc1cc(OC)cc(C(=O)NCCCNC(=O)c2nc(O)c3ccccc3n2)c1,-7.355,1938.0
4124,CPD002437661,CCc1nn2c(ncc3c(=O)n(-c4nnc[nH]4)ccc32)c1-c1ccc(F)cc1,-5.098,4763.5
3415,CPD002403051,Cc1ccccc1OCC(=O)NCc1ccc(Cn2cccn2)cc1,-4.362,6199.0
633,CPD002490203,O=C(O)CCC1N=C(O)N(CCc2c[nH]c3ccc(F)cc23)C1=O,-8.594,694.0
5283,CPD002444608,Cc1cccc(C(=O)c2ccc(C(C)(C)C)cc2)c1,-4.075,6558.0
999,CPD002417717,O=C(O)c1cc(Cl)c(Cl)[nH]1,-8.23,1083.0
804,CPD002488932,CN1CCN(C(C(=O)O)c2c[nH]c3cc(NC(=O)CCC(=O)O)ccc23)CC1,-8.412,874.5
4405,CPD002488885,O=C(Cc1ccc(F)cc1)N(Cc1cccc2[nH]ccc12)C1CC1,-5.812,3414.0
6269,CPD000022293,COc1ccc(NC(=O)C2c3cc(OC)c(OC)cc3C(=O)N(C)C2c2cccnc2)cc1OC,-4.215,6413.0
3852,CPD000613151,O=C(CCNS(=O)(=O)c1ccc(Cl)cc1)N1CCN(c2ccccn2)CC1,-6.132,2947.0
6721,CPD002396411,O=C(CSc1nnc(-c2cccs2)n1C1CC1)N1CCc2ccccc2C1,-5.505,3938.0
5744,CPD002418308,O=C(O)c1cc(Br)ccc1Cl,-8.557,736.5
4340,CPD002439462,Cc1ccc(/C=C/C(=O)c2cccs2)cc1,-5.479,3994.5
5654,CPD002452801,CCOC(=O)c1ccc(NC(=O)CN(c2ccccc2Cl)S(C)(=O)=O)cc1,-5.57,3815.5
3271,CPD002365242,CCc1ccc(S(=O)(=O)NCC(=O)O)cc1,-4.796,5432.5
1971,CPD002488907,CC(C)c1ccc2c(c1)C1(CC(O)=Nc3c1sc(C(=O)O)c3-c1ccccc1)C(=O)N2C,-6.913,2193.5
1494,CPD002430197,CC(=O)NCCc1ccc(C(=O)COC(=O)c2cc(C)ccc2O)s1,-7.784,1630.5
3856,CPD002398952,O=C1CCCN1c1cccc(-c2csc(-c3ccsc3)n2)c1,-5.069,4830.0
2462,CPD002400004,Cc1ccc(CNC(=O)Cn2c(C)cc3ccccc32)cc1,-6.109,2973.5
197,CPD002438337,O=C(O)c1csc(-c2cnccn2)n1,-9.186,224.0
1120,CPD002427946,CCCCOc1ccc(/C=C/C(=O)c2ccc(O)c(OC)c2)cc1OCC,-8.14,1222.5
66,CPD002485052,O=C(O)CCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,-9.61,72.0
6154,CPD002484132,CCOC(=O)c1c(NC(=O)C2CCCO2)sc(C(C)=O)c1C,-4.697,5634.0
1959,CPD001260413,O=C(O)/C=C/C(=O)c1ccc(Br)cc1,-6.94,2176.5
400,CPD002488726,CC(C)c1nnc2ccc(N3CCCC(C(=O)O)C3)nn12,-8.863,442.0
4843,CPD002430689,CC(NC(=O)c1cccs1)C(=O)N(CC#N)C1CC1,-5.35,4224.5
4672,CPD002414199,Cc1cc(C)c2c(c1)/C(=N/Nc1nc3ccccc3[nH]1)CCC2,-4.489,6010.0
5598,CPD002414702,Cc1cccc(C(=O)NC(NC(=O)c2cccc(C)c2)c2ccccc2F)c1,-5.335,4259.0
6047,CPD002484217,Cc1[nH]c2ccccc2c1/C=C(/C#N)C(=O)NCCO,-5.958,3188.5
280,CPD002407544,CCn1c(=O)[nH]c(=O)c2c(C(=O)O)cc(C3CC3)nc21,-9.036,314.0
2513,CPD002439649,OC(C#CC(O)(c1ccccc1)c1ccccc1)c1ccc(F)cc1,-6.041,3063.0
1820,CPD002376613,Cc1cccc(CNC(=O)CSc2nc(O)c3nc[nH]c3n2)c1,-7.239,2006.0
972,CPD002441836,O=C(O)c1cc(Cl)cc(Cl)c1Br,-8.255,1054.0
1313,CPD002487950,O=C(O)C(c1c[nH]c2ccc(OCc3ccccc3)cc12)N1CCN(CC(=O)N2CCOCC2)CC1,-7.956,1433.5
5154,CPD002427654,CC(CC(=O)Nc1ccc(F)cc1)(C(=O)O)c1ccccc1,-7.18,2039.5
355,CPD000544504,Cc1ccc(C2=NO[C@@](CC(=O)O)(C(=O)Nc3ccc4c(c3)OCCO4)C2)cc1,-8.935,393.0
180,CPD000060699,CC(=O)Oc1ccc(C(=O)O)cc1OC(C)=O,-9.217,206.5
2600,CPD002440321,O=Cc1c[nH]c2ccc(F)cc12,-5.926,3235.0
2134,CPD002397055,O=C(NCc1ccccc1)c1cc(C2CC2)nc2ccccc12,-6.588,2429.5
5321,CPD002418533,Nc1cccc(OCC2CCCO2)c1,-4.345,6224.0
4886,CPD000047692,CSCCC1NC2(C(=O)Nc3ccc(Cl)cc32)[C@@H]2C(=O)N(C3CCCC3)C(=O)[C@H]12,-5.759,3502.0
6539,CPD002434974,Cc1ccc(S(=O)(=O)c2nc(-c3ccccc3)oc2N(C)C)cc1,-5.121,4699.0
1029,CPD002415508,CC(C)c1ccc(/C=C(/CC(=O)O)c2nc3ccccc3s2)cc1,-8.204,1120.5
3182,CPD002487184,O=C(CSc1nc(Cl)nc2nc[nH]c12)Nc1cccc(F)c1,-4.957,5072.0
6863,CPD002364615,COc1ccc(C2SCc3cc(C)c(C)cc3CS2)cc1OC,-4.708,5615.0
4339,CPD002413985,COc1ccc(C(=O)OCC(=O)c2ccc3c(c2)OCCO3)cc1,-6.31,2716.0
5362,CPD002440213,CCCCCCCC[S+]([O-])CCCCCCCO,-0.792,6997.0
1596,CPD002364544,Cc1nc2ccccc2nc1SC(C(=O)O)c1ccccc1,-7.661,1746.5
227,CPD002419041,COC(=O)C(C)Sc1ccccc1C(=O)O,-9.121,258.5
3216,CPD002367966,COC(=O)c1ccc(C2C(c3ccc(C)cc3)=C(O)C(=O)N2CCc2ccc(OC)c(OC)c2)cc1,-4.88,5240.0
5410,CPD002407518,COc1cc(OC)cc(C(=O)N2CCC(C(=O)O)CC2)c1,-8.19,1141.0
3819,CPD001380105,Cc1ccc2c(c1)N(CC(=O)c1cn(C)c3ccccc13)C(=O)CO2,-5.094,4774.0
1510,CPD002444146,O=C(O)c1ccc(S(=O)(=O)NCCCO)cc1,-7.768,1649.5
4471,CPD002365706,CCCCCOc1ccc(/C=C2\CCC(C3CCCC3)C2=O)cc1,-4.756,5512.5
3696,CPD000273067,O=C(CN1C(=O)C2CCCCC2C1=O)Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,-7.234,2008.5
1287,CPD002417185,COc1cc(/C=C(/C#N)C(=O)c2ccccc2C)cc(Cl)c1O,-7.977,1403.0
1318,CPD002488019,CN(C)C(=O)CN1CCN(C(C(=O)O)c2c[nH]c3ccc(OCc4ccccc4)cc23)CC1,-7.952,1438.0
6755,CPD002369981,O=C(CSC1=NC2(CCCCC2)N=C1c1cccs1)NCc1ccccc1,-5.248,4441.0
650,CPD002399328,Cc1cccn2cc(COc3ccccc3C(=O)O)nc12,-8.576,712.0
5825,CPD002484425,O=C(Nc1ccc(F)cc1)C1CC(=O)N(Cc2ccccn2)c2nc3ccccc3n21,-6.282,2741.0
2409,CPD002453406,Cc1ccccc1C(=O)n1nc(NCc2cccs2)nc1NCc1cccs1,-6.179,2879.5
6617,CPD002407056,CCS(=O)(=O)Nc1ccc(C2=NN(C(=O)c3ccco3)C(c3ccc(OC)cc3)C2)cc1,-4.721,5581.5
6874,CPD002411729,CC(C)C(CNC(=O)c1cc(-c2ccncc2)nc2ccccc12)N(C)C,-5.484,3981.5
5630,CPD002439135,CC(Sc1ccc(Cl)cc1)C(=O)NC1CC2CCC1C2,-5.369,4190.5
3119,CPD002427728,O=C(Nc1cc(F)ccc1F)c1ccccc1-c1ccccc1,-5.076,4813.5
4790,CPD002373880,COc1ccc(CNC(=O)CN(c2ccc(C(C)C)cc2)S(=O)(=O)c2c(C)n[nH]c2C)cc1,-4.51,5972.5
6699,CPD002486068,Cc1ccc(C2N=C(Nc3nc4ccccc4o3)NC3=C2C(=O)CC(C)(C)C3)cc1,-6.388,2638.0
786,CPD002490009,CCCn1c(SCCC(=O)O)nc2c1c(=O)[nH]c(=O)n2C,-8.437,856.0
2450,CPD002398371,O=C(Cc1n[nH]c(=O)c2ccccc12)Nc1cccc(F)c1,-6.129,2950.0
1152,CPD002438246,O=C(O)c1ccc(COc2ccc(Br)cc2C=NO)cc1,-8.104,1256.0
6045,CPD002433624,COC(=O)N(C)CC(=O)NCc1cccc(C)c1,-2.921,6945.0
5562,CPD001251598,CC(C)c1ccc(S(=O)(=O)N2CCN(CC(O)CN3CCOCC3)CC2)cc1,-4.892,5213.5
2042,CPD002488129,Cc1ccc2[nH]cc(C(C(=O)O)N3CCN(Cc4ccncc4)CC3)c2c1,-6.755,2296.0
2033,CPD000297989,COc1ccc(/C=C/C(=O)O)cc1Br,-6.774,2283.0
5629,CPD000526281,c1ccc(-c2cc3ccccc3[nH]2)cc1,-4.152,6471.5
2164,CPD002418397,O=C(NCc1ccc(F)cc1)C(Sc1ccccc1)c1ccccc1,-6.547,2475.0
6272,CPD002408335,CCN(Cc1cc(=O)oc2c(C)c(O)ccc12)C1CC1,-5.727,3537.0
2639,CPD002436783,CC1CCN(C(=O)CSc2nnc(CNC(=O)c3ccccc3F)n2C)CC1,-5.858,3330.5
4526,CPD002489570,CN(C)C(=O)CNC(=O)c1cc2sccc2n1Cc1ccccc1Cl,-5.631,3708.0
1872,CPD002418691,COc1ccc(CCC(=O)O)cc1Br,-7.113,2067.0
1749,CPD002490054,CCC(C)[C@H](NC(=O)Nc1cc(OC)cc(OC)c1)C(=O)O,-7.385,1917.0
2510,CPD002415136,O=[N+]([O-])c1cccc2nc(/C=C/c3cccc(O)c3)ccc12,-6.044,3059.0
2435,CPD002410042,O=C(NCCN1CCCC1)c1c[nH]c2ccccc12,-6.145,2925.5
3035,CPD002418201,O=C(Nc1ccccc1-c1ccccc1)c1ccc(F)cc1,-5.249,4438.5
3318,CPD002335813,Cc1cc(N2CCOCC2)nc2ccc(NC(=O)NC(C)C)cc12,-4.668,5680.0
2096,CPD002375177,Cc1cc(N2CCN(c3ccccc3)CC2)n2nc(-c3ccccc3)nc2n1,-6.647,2369.5
2068,CPD002436563,CCn1c(CCNC(=O)c2ccccc2F)nnc1SCC(=O)N1CCc2ccccc21,-6.707,2332.5
5653,CPD001601860,O=C1CN(C(=O)Cc2ccc(F)cc2)C(c2ccc(F)cc2)c2cc(Cl)ccc2N1,-6.658,2365.5
4724,CPD002408059,O=C(c1cc(O)nc2ccccc12)N1CCC(CCc2ccc(O)cc2)CC1,-5.063,4845.0
228,CPD000650237,CCc1c(C)c2ccc(OCC(=O)NCC3CCC(C(=O)O)CC3)c(C)c2oc1=O,-9.121,258.5
6371,CPD002373314,CCOc1ccc(S(=O)(=O)Nc2cccc(CC)c2)c2cccnc12,-5.186,4562.0
5483,CPD002415335,O=C(NC1CCCCCC1)C1(Cc2nc3ccccc3s2)CCCC1,-4.783,5464.0
5844,CPD002426776,CCCC(NC(=O)c1ccc(Cl)nc1)c1ccccc1,-6.153,2915.0
6551,CPD000237681,CCOC(=O)N1CCN(S(=O)(=O)c2ccc(C(=O)Nc3nnc(C)o3)cc2)CC1,-7.014,2137.0
1109,CPD000651581,Cc1cc(OCC(=O)N2CCC(C(=O)O)CC2)c2c3c(c(=O)oc2c1)CCC3,-8.148,1211.0
1670,CPD002484453,CCOc1ccc(-c2n[nH]cc2-c2ccc(OC)cc2)c(O)c1,-7.531,1823.5
4177,CPD002411693,COc1cccc(CN(C)C(=O)CN2CCC(c3nc4ccccc4s3)CC2)c1OC,-5.417,4120.0
3794,CPD002454310,CN(C)CCCNC(=O)COc1ccc(-c2nn(C)c(=O)c3ccccc23)cc1,-5.415,4122.0
2666,CPD002417763,COc1ccc(C(=O)C(C)Oc2ccc(C#N)cc2OC)cc1,-5.829,3383.0
3777,CPD002394580,CC(C)CCn1nc(C(=O)Nc2ccccc2C(C)(C)C)c2ccccc2c1=O,-4.233,6395.0
4957,CPD002453227,Cn1c(C(=O)NCCNS(=O)(=O)c2cccs2)cc2ccccc21,-5.632,3707.0
2523,CPD000124454,Cc1cc(C)nc(Nc2ncc(O)n2-c2ccccc2)n1,-6.029,3085.5
152,CPD002241182,CC(C)(C)OC(=O)N1CCN(C(C(=O)O)c2c[nH]c3ccccc23)CC1,-9.291,171.5
3838,CPD001244157,O=C(c1ccc(F)c(S(=O)(=O)N2CCOCC2)c1)N1CCN(c2ncccn2)CC1,-5.608,3738.0
4447,CPD000025233,N#Cc1ccccc1Cn1c(=O)n(CCCC(=O)NCc2ccc3c(c2)OCO3)c(=O)c2ccccc21,-5.481,3988.5
3826,CPD002406309,CCN1CCN(c2ccccc2NC(=O)c2ccc(NC(=O)c3ccco3)s2)CC1,-4.167,6459.5
774,CPD002454569,Cn1c(=O)c2nc(SCCC(=O)O)n(C)c2n(C)c1=O,-8.446,843.0
4214,CPD002364838,CC1CCCC(N2CCN(Cc3ccc(Cl)cc3)CC2)C1,-4.132,6495.5
4393,CPD002404601,Cc1[nH]c2ccccc2c1C(=O)C(C)Sc1nnc(CCC(N)=O)n1C1CC1,-4.953,5081.5
2493,CPD002416304,Fc1cccc(CSc2nnc(-c3c[nH]c4ccccc34)n2C2CC2)c1F,-6.071,3022.0
2398,CPD002498172,O=C(c1ccc(O)cc1)c1ccc(F)cc1,-6.193,2862.5
1587,CPD002414633,Cc1ccc(CC(S)C(=O)O)cc1C,-7.674,1734.5
1553,CPD001463882,COc1cc(-c2cc(C(=O)O)c3ccccc3n2)ccc1O,-7.715,1697.5
5467,CPD002454677,CC(=O)c1c(-c2ccccc2)nc2n(CCN3CCOCC3)c3ccccc3n12,-5.304,4327.5
3755,CPD002154419,Cc1nn(Cc2ccc(Cl)cc2)c(C)c1NS(=O)(=O)c1c(C)nn(C(F)F)c1C,-5.299,4344.0
5087,CPD002397132,Cn1c(SCc2nc(N)nc(Nc3ccccc3)n2)nnc1C1CC1,-5.2,4531.5
1240,CPD002438268,COc1cc(C=NO)cc(Br)c1OCc1ccc(C(=O)O)cc1,-8.031,1353.5
6260,CPD000045589,Cc1ccc(-n2ncc3c2ncn2nc(-c4cccs4)nc32)c(C)c1,-4.172,6452.5
1550,CPD002489594,CC(C)CNc1nc(C(=O)/N=c2\[nH]nc(C(C)(C)C)s2)cs1,-7.719,1692.0
486,CPD002488879,O=CN1CCN(C(C(=O)O)c2c[nH]c3ccc(NC(=O)c4ccccc4)cc23)CC1,-8.754,539.5
278,CPD000070691,O=C(O)CCC(=O)N1CCN(c2cccc(Cl)c2)CC1,-9.039,312.5
6529,CPD002418753,CC(NC(=O)c1nccnc1N)c1ccc(F)cc1,-5.102,4755.0
2356,CPD000029922,CCOC(=O)N1CCN(C(=O)Cn2ncn3nc(-c4cccs4)cc3c2=O)CC1,-6.247,2793.5
1089,CPD002488324,CC(=O)N1CCN(C(C(=O)O)c2c[nH]c3cc(Br)ccc23)CC1,-8.161,1190.5
3546,CPD000621252,CSC1=NSC2=NC(=O)/C(=C\c3ccc(OC(=O)c4ccco4)cc3)C(=N)N12,-2.709,6962.0
4129,CPD002454995,O=c1oc2ccccc2cc1-c1nc2ccccc2s1,-3.951,6673.0
1919,CPD000540225,COc1cccc(Nc2nc(-c3ccccc3O)nc3ccccc23)c1,-7.029,2127.0
6344,CPD002393977,COc1ccc2c(C)cc(SCC(=O)N(C)Cc3ccccc3)nc2c1,-6.008,3120.5
6625,CPD002366120,Cc1ccccc1Nc1nc(NC2CCCCC2)nc2c1cnn2C,-5.233,4464.5
5928,CPD000807158,O=C(CSc1nnc(CNC(=O)c2c(F)cccc2F)o1)NCC1CCCO1,-6.104,2982.5
1814,CPD002408153,Cc1ccc2nc(C)cc(C(=O)NCc3ccc4c(c3)OCO4)c2c1,-7.249,1998.0
4966,CPD002372710,CCc1ccc(Oc2coc3cc(OC(=O)OC)ccc3c2=O)cc1,-4.808,5403.5
1394,CPD002414693,O=C(O)c1ccc(-c2ccc(Cl)cc2)s1,-7.889,1520.0
1363,CPD002442782,CCOc1cc(C=O)ccc1OCc1ccc(C(=O)O)cc1,-7.915,1488.0
6514,CPD002198552,CCn1cnnc1-c1cccc(NC(=O)Cc2ccc(F)cc2)c1,-5.832,3375.5
6342,CPD002374430,COc1ccc(-c2nc(CS(=O)(=O)CC(=O)NCc3ccc(OC(C)C)cc3)c(C)o2)cc1,-5.347,4231.0
908,CPD002453470,COc1ccc(C(=O)Nn2c(CCC(=O)O)ccc2-c2ccc(Cl)cc2)cc1OC,-8.31,987.5
3731,CPD002489656,CCOc1ccc(-c2nc(CSc3nc4c(=O)[nH]cnc4n3C)c(C)o2)cc1OC,-5.596,3765.5
2741,CPD002197765,O=C(NCC(O)c1ccc(F)c(F)c1)c1ccc(O)nc1,-5.709,3571.0
6494,CPD001334921,O=C(O)c1ccc(NC(NC(=O)c2ccco2)C(=O)c2ccccc2)cc1,-8.677,623.5
3528,CPD000082447,COC(=O)c1cc(NC(=O)C2CC(=O)n3c(nc4ccccc43)N2)cc(C(=O)OC)c1,-5.356,4217.0
154,CPD002415873,O=C(O)CSCc1ccc(F)cc1,-9.286,174.0
5756,CPD002441167,CN(CCOC(=O)c1cccs1)Cc1ccccc1,-5.138,4651.5
6498,CPD000078801,CCOC(=O)CCS(=O)(=O)c1nc(-c2ccccc2)cc(C(F)(F)F)n1,-4.137,6486.5
5022,CPD000371388,COc1cc(C(=O)N2CCN(S(=O)(=O)c3cccs3)CC2)cc(OC)c1C,-2.755,6958.0
1220,CPD002393647,O=C1NC(C(=O)O)=CC(c2ccc(F)cc2F)N1,-8.05,1328.5
5967,CPD000495645,COCCN(C(=O)c1ccc(OC2CCN(S(=O)(=O)N(C)C)CC2)cc1)C(C)C,-4.457,6062.5
1744,CPD002434903,O=C(CSc1nc(O)c2nc[nH]c2n1)NCc1ccccc1,-7.392,1911.5
354,CPD002400840,O=C(O)CCC(=O)N1N=C(c2cccs2)CC1c1ccc2nccnc2c1,-8.936,391.5
283,CPD002443430,CCC(C)(C)c1ccc(OCC(=O)Nc2cccc(C(=O)O)c2)cc1,-9.027,317.0
6782,CPD002485610,[O-]c1ccc2c(c1)Oc1ncn3[nH+]c(COc4ccccc4)nc3c1C2c1ccccc1,-6.04,3067.0
2001,CPD002399348,Cc1oc(-c2ccccc2)nc1C(=O)N(C)CC(=O)Nc1cccc(F)c1,-6.855,2237.0
5411,CPD002402163,CCOc1ccccc1C(=O)Nc1nnc(C2CC2)s1,-6.797,2275.5
2791,CPD002368069,COc1cc(-c2ccc(C)cc2)nc2ccc(C(=O)N3CCC(C(N)=O)CC3)cc12,-5.634,3704.0
3218,CPD002489756,Cc1ccc(C2=NO[C@@](CC(=O)O)(C(=O)Nc3c(C)cccc3C)C2)cc1,-4.875,5250.0
249,CPD000646601,Cc1c(OCC(=O)N[C@@H](Cc2ccccc2)C(=O)O)ccc2c3c(c(=O)oc12)CCCC3,-9.094,281.5
1747,CPD000247454,COc1cc(/C=C/C(=O)OCc2cc(=O)oc3cc(C)ccc23)ccc1O,-7.389,1914.0
1722,CPD002392908,COc1ccccc1-n1cc(C(=O)c2cc(C)ccc2O)cc(C#N)c1=O,-7.436,1885.5
501,CPD002485707,COc1ccc(NC(=O)N[C@@H](CCSC)C(=O)O)c(OC)c1,-8.739,554.5
2214,CPD002374957,COc1cccc(/C=C/c2nc(C#N)c(NCc3ccc4c(c3)OCO4)o2)c1,-6.475,2553.0
3845,CPD002500310,CCOC(=O)NCc1ccc(OC)cc1,-4.466,6048.5
4776,CPD002402658,CCOc1cccc2cc(C(=O)Nc3c(CC)cccc3CC)c(=O)oc12,-4.172,6452.5
2158,CPD002417112,N#C/C(=C/c1cccc(F)c1)S(=O)(=O)c1ccc(Br)cc1,-6.556,2463.0
6658,CPD002404846,O=C(NCC(=O)N1CCCN(S(=O)(=O)c2ccc(F)cc2)CC1)NCc1ccccc1,-5.756,3506.5
408,CPD002413802,O=C(O)C/C(=C/c1ccccc1OC(F)F)c1nc2ccccc2s1,-8.846,451.0
1565,CPD000290294,Cc1nnc(NC(=O)c2cc(-c3ccccc3)nc3ccccc23)s1,-7.698,1711.0
2626,CPD002373836,CCOC(=O)c1ccc(N2C(=O)c3[nH]nc(-c4ccco4)c3C2c2ccc(OCC)cc2)cc1,-5.887,3292.0
4171,CPD002434934,OCCNc1ncnc2c1cnn2-c1ccccc1Cl,-5.372,4187.5
1493,CPD000207648,O=C(O)CCN1CCN(CCC(=O)O)CC1,-7.784,1630.5
1964,CPD002487163,O=c1cc(CSc2nnnn2-c2ccccc2)[nH]n1-c1ccc(F)cc1,-6.933,2183.0
6406,CPD002401508,c1cnc2c(CSc3nnc(-c4c[nH]c5ccccc45)o3)cccc2c1,-5.446,4069.0
1952,CPD002454577,N#Cc1nc(-c2ccccc2F)oc1NCc1ccc2c(c1)OCO2,-6.957,2166.5
4809,CPD000805931,Cc1cc(NC(=O)CSc2nccn2-c2cccc(Cl)c2)no1,-5.304,4327.5
292,CPD000544690,Cc1coc2c1c(C)cc1oc(=O)c(CC(=O)NCC(=O)NCC(=O)O)c(C)c12,-9.019,327.0
4218,CPD000078982,COc1cc(OC)c(S(=O)(=O)NCc2ccco2)cc1S(=O)(=O)NCc1ccco1,-3.7,6786.0
4911,CPD002376524,CCOc1ccc(C(=O)N(Cc2ccc(F)cc2Cl)c2ccccn2)cc1,-3.525,6841.5
4995,CPD002437968,CCOc1ccccc1NC(=O)CC1C(=O)Nc2ccccc2N1C(=O)c1ccccc1,-3.681,6792.0
5491,CPD000543670,Cc1cccc(OCC(O)Cn2c(N3CCCCC3)nc3c2c(=O)[nH]c(=O)n3C)c1,-4.333,6245.0
1136,CPD002498664,Cc1ccc2c(C(=O)O)cc(-c3ccncc3)nc2c1C,-8.119,1239.0
1591,CPD002430012,COC(=O)c1ccc(-c2ccc(C(=O)O)cc2)cc1,-7.669,1741.0
3946,CPD002433485,CCNC(=O)NC(=O)CN(CC)CC(C)C(=O)OC,-2.874,6951.0
2671,CPD002443424,O=Cc1cc(O)ccc1Br,-5.822,3396.0
2899,CPD001477632,Cc1ccc(-c2cc(C(=O)Nc3ccc(F)cc3)c3ccccc3n2)o1,-5.486,3975.5
3408,CPD002488631,O=C(Nc1ccccc1)c1cc(-c2ccncc2)nc2ccccc12,-4.402,6146.5
3744,CPD000672603,Cc1cccc(NC(=O)c2ccc3nccnc3c2)n1,-5.274,4393.0
719,CPD002367967,O=C(O)c1ccc(C2C(c3ccccc3)=C(O)C(=O)N2c2ccc(Cl)cc2)cc1,-8.495,787.5
2080,CPD002428278,O=C(O)CNCc1cccnc1,-6.695,2346.5
2597,CPD002413140,O=C(NN=C(S)Nc1ccccc1)c1ccc(F)cc1,-5.933,3229.5
2999,CPD002427532,O=C(O)c1ccccc1CCc1ccccc1,-5.322,4287.0
1588,CPD002488336,Cc1nonc1CN1CCN(C(C(=O)O)c2c[nH]c3cc(F)ccc23)CC1,-7.673,1736.0
4229,CPD002434480,COc1ccc(-c2n[nH]c(SC(CC(=O)NCc3ccco3)c3ccc(C)cc3)n2)cc1,-5.763,3495.0
1157,CPD000415962,CCC(=O)N(C)CCc1cc2c(c(OC)c1C=NNc1ccc(C(=O)O)cc1)OCO2,-8.1,1261.0
796,CPD000200887,O=C(O)c1ccc(CNCc2c(Cl)cccc2Cl)cc1,-8.427,865.5
5181,CPD000647653,COc1ccc(C=NNC(=O)c2nnn(-c3nonc3N)c2-c2cccc(OC)c2)cc1,-4.801,5416.0
2598,CPD002488054,CC(=O)Nc1cccc(NC(=O)c2cc(O)nc3ccccc23)c1,-5.932,3231.0
6690,CPD000466367,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,-6.404,2621.5
6634,CPD002239464,COc1cc(-c2c(NC(=O)C(C)C)oc3c(C)cccc3c2=O)cc(OC)c1OC,-3.842,6725.5
6942,CPD002408627,O=C(CN1CCN(c2ccc(O)cc2)CC1)Nc1ccnn1Cc1ccccc1Cl,-4.524,5939.5
1668,CPD002443691,O=C(O)CCC(=O)OCCc1ccccc1,-7.533,1819.5
3991,CPD002397503,Cc1cc(C2=NN=C(NC(C)(C)C)SC2)c(C)n1C1CC1,-3.697,6787.5
