,compound_id,rdkit_smiles,docking_score,rank
3036,CPD002437244,O=C(Cc1ccc(Br)cc1)Nc1cc(Cl)ccc1C(=O)O,-5.248,4441.0
102,CPD002455947,COc1ccc(COc2ccc3c(C)c(CC(=O)O)c(=O)oc3c2)cc1,-9.444,113.0
1073,CPD000387065,NC(=O)NC(CCC(=O)O)C(=O)O,-8.175,1170.5
5420,CPD002375748,Cc1ccc(NC(=O)CSc2nc(-c3ccco3)ccc2C#N)cc1C,-5.279,4378.5
2530,CPD002427215,Cc1ccc2c(C=O)c[nH]c2c1,-6.019,3099.0
2247,CPD002490377,CC(=O)Nc1cccc(NC(=O)CSCc2nc(O)c3ccccc3n2)c1,-6.42,2608.0
2570,CPD002411906,CN(Cc1ccccc1Cl)C(=O)c1ccccc1O,-5.963,3181.0
4414,CPD002395509,O=C(OCCOc1cccc(Cl)c1)c1cc(=O)c2ccccc2o1,-6.093,2998.0
3979,CPD002442652,Cc1[nH]c(C)c(C=O)c1C=O,-5.876,3311.5
2608,CPD000040484,CC(NC(=O)c1ccco1)c1nc2ccccc2n1Cc1ccccc1,-5.919,3251.5
4233,CPD002417361,C=C(C)COc1ccc(Cl)cc1C(N)=O,-5.42,4116.0
3498,CPD002444426,C=C(C)COc1cccc(NC(=O)c2ccccc2)c1,-3.149,6922.5
6333,CPD002453307,CCCCN1C(=O)C2(SC(NC(C)=O)=NN2C(C)=O)c2ccccc21,-6.025,3090.0
6507,CPD000606075,COc1ccc(CNC(=O)COc2ccc(S(=O)(=O)N3CCOCC3)cc2C)cc1,-4.235,6390.0
1243,CPD002415543,CC(=O)c1ccc(-c2ccc(C(=O)O)o2)cc1,-8.029,1356.0
1351,CPD000072473,COc1cccc(OCc2ccc(C(=O)O)o2)c1,-7.926,1475.5
4563,CPD002442358,Cc1ccc(C(=O)/C=C/c2ccc(-c3ccc(Cl)c(Cl)c3)o2)cc1,-4.296,6308.0
4595,CPD000630357,Cc1cc(-c2ccc(C)c(S(=O)(=O)Nc3ccc(S(N)(=O)=O)cc3)c2)on1,-3.471,6864.0
1726,CPD002488923,CC(C)(C)OC(=O)N1CCN(C(C(=O)O)c2c[nH]c3cc(NC(=O)c4ccccc4)ccc23)CC1,-7.429,1890.0
2374,CPD002369532,COc1ccc(-c2nc(NCc3ccc4c(c3)OCO4)c3ccccc3n2)cc1,-6.222,2822.0
2991,CPD002498682,CCc1ccc2nc(-c3ccncc3)cc(C(=O)O)c2c1,-5.332,4267.5
6450,CPD000606082,Cc1cc(S(=O)(=O)N2CCOCC2)ccc1OCC(=O)Nc1ccc(F)cc1,-4.747,5521.5
4898,CPD002498724,C=CCC(C(=O)c1ccccc1)[N+](C)(C)CC=C,-2.157,6985.0
351,CPD002443433,O=C(O)c1ccc2[nH]c(CCl)nc2c1,-8.937,389.5
3254,CPD002416246,CC(NC(=O)c1ccc(-c2ccc(F)cc2)o1)c1ccccc1,-4.818,5379.0
4694,CPD002395450,CN(CCOc1ccc(Cl)cc1)Cc1cc(=O)oc2cc(O)c(Cl)cc12,-7.264,1986.5
1357,CPD002439217,Cc1ccc(NC(=O)CC(C)(C)CC(=O)O)cc1,-7.919,1482.0
393,CPD002427903,CCc1ccc(/C=C/C(=O)c2ccc(CC(=O)O)cc2)cc1,-8.875,431.5
4065,CPD000808517,COc1cc(OC)cc(-c2nnc(NC(=O)CCS(=O)(=O)c3ccc(C)cc3)o2)c1,-8.427,865.5
1218,CPD002489282,CN(C)C(=O)CN1CCN(C(C(=O)O)c2c[nH]c3ccc(OCC#N)cc23)CC1,-8.051,1325.5
1457,CPD000515723,COc1cc(NS(=O)(=O)c2ccc(NC(=O)CCC(=O)O)cc2)nc(OC)n1,-7.826,1588.0
3617,CPD002396924,CCCn1nnc(NC(=O)COc2ccc(C(C)CC)cc2)n1,-4.909,5178.5
747,CPD000277996,COc1cc(C(=O)O)c2ccccc2n1,-8.473,815.0
2845,CPD002394690,CC(=O)Nc1cccc(NC(=O)c2cc(-c3cccs3)nc3ccccc23)c1,-5.564,3825.5
6221,CPD002393757,N#CC1=C(SCc2ccc(C#N)cc2)NC(=O)C(C#N)C12CCCCC2,-6.528,2494.5
4102,CPD000745912,COc1ccc(S(=O)(=O)N2CCN(c3ccccc3F)CC2)cc1-c1nc(C(C)C)no1,-4.599,5802.0
2229,CPD000026110,COc1cc(C(=O)NCc2nnc(SCC(=O)NCc3ccccc3)o2)cc(OC)c1OC,-6.445,2576.5
237,CPD000194607,Cc1ccc(C(=O)O)cc1-c1ccc(C=O)o1,-9.111,267.5
4543,CPD000439579,C=CCN1C(=O)NC(=O)/C(=C(/CC)NCCN2CCN(C(S)=NC)CC2)C1=O,-4.283,6327.0
3705,CPD001628111,Cc1ccccc1NC(=O)C1CCCN(c2cnc3ccccc3n2)C1,-4.975,5034.0
6981,CPD002439712,Cc1ccc2c(c1)-c1cccc3cccc(c13)C2=O,-6.261,2775.0
1159,CPD002489194,COc1ccc2c(c1)c(C(C(=O)O)N1CCN(c3cccc(Cl)c3)CC1)cn2CCC(=O)O,-8.098,1265.0
6784,CPD002400384,CC(C)(C)C(=O)COC(=O)c1ccccc1SCC(=O)NCC1CCCCC1,-3.866,6708.5
2347,CPD002366001,CCC12CN3CC(CC)(CN(C1)C3c1ccc(O)c(OC)c1)C2O,-6.259,2778.0
2633,CPD000543713,COc1ccc(-c2c(C)nc(N)nc2-c2ccc(OC)cc2O)cc1,-5.881,3303.5
1639,CPD001334872,O=C(O)/C=C/C(=O)Nc1ccc(N2CCOCC2)cc1,-7.59,1791.0
3052,CPD002413548,O=C(O)CNS(=O)(=O)c1ccccc1F,-5.209,4518.0
1383,CPD002410835,COc1cc(/C=C/c2ncc(C(=O)O)s2)cc(Cl)c1OC,-7.901,1508.0
568,CPD000107610,CSC1=N/C(=C\c2ccc(C(=O)O)cc2)C(=O)S1,-8.677,623.5
2542,CPD002394688,O=C(Cc1c[nH]c2ccccc12)Nc1cccc(F)c1,-6.006,3125.5
6780,CPD002416279,Cc1ccccc1CN1CCN(S(=O)(=O)c2ccc(CC(=O)O)s2)CC1,-8.716,576.5
2280,CPD002395643,O=C(NCCc1c[nH]c2ccccc12)c1ccccc1Oc1ccccc1,-6.365,2661.5
4921,CPD002431266,CC(C)=CC1C(C(=O)N(C)CC(=O)NC(C)(C)C)C1(C)C,-3.22,6916.0
5949,CPD002431238,CCS(=O)(=O)CC(=O)NC(C)c1ccc(OCCC(C)C)cc1,-5.127,4684.0
339,CPD000647033,CCOc1cc(/C=C2\C(=N)N3N=C(CC(=O)N4CCCCC4)SC3=NC2=O)ccc1O,-8.954,377.0
5668,CPD002365807,Cc1ccc2cc3cc(C(=O)NC4CCCCCC4)sc3nc2c1,-4.182,6444.0
2101,CPD001241755,Cc1noc(C)c1COc1cccc(C(=O)N(C)Cc2nc(O)c3ccccc3n2)c1,-6.637,2379.0
1384,CPD002456298,Cc1cccc(-c2cc(C(=O)O)c3c(Br)cccc3n2)c1,-7.9,1511.0
2239,CPD002402347,O=C(COC(=O)c1cc(Br)c[nH]1)NCc1ccc(F)cc1,-6.434,2595.0
2484,CPD002442612,Cc1ccc(CNCC(=O)O)cc1,-6.084,3008.0
4746,CPD002396986,Cc1ccccc1-n1c(SCC(=O)NC(C)c2cc3ccccc3o2)nnc1N1CCOCC1,-5.404,4142.5
3162,CPD002443333,O=C(COC(=O)c1ccccc1-c1ccccc1)c1ccccc1,-5.003,4986.5
1210,CPD001305478,O=C(O)CSC(c1ccc(F)cc1)c1ccc(F)cc1,-8.061,1317.0
1846,CPD002489270,CN(CCCNC(=O)c1nc(O)c2ccccc2n1)C(=O)c1ccc(-c2ccccc2)cc1,-7.193,2036.5
787,CPD002483928,COc1cc(-c2cc(C(=O)O)c3cc(C)ccc3n2)ccc1O,-8.437,856.0
1355,CPD002438741,CCOC(=O)CNc1cccc(C(=O)O)c1,-7.921,1480.0
5309,CPD002401057,CC(C)(C)NC1=NN=C(c2c[nH]c3ccccc23)CS1,-6.422,2605.5
4413,CPD001243494,CCn1c(Cc2ccccc2)nnc1SCC(=O)c1c(N)n(C2CC2)c(=O)[nH]c1=O,-6.352,2676.0
3202,CPD002488017,CN(C)C(=O)CN1CCN(C(C(=O)O)c2c[nH]c3ccccc23)CC1,-4.909,5178.5
4283,CPD002485832,CSc1ccc(C2N=C(N)N=C3Nc4ccccc4N32)cc1,-6.853,2244.0
5777,CPD002499415,CSc1ccc(-c2cc(=Nc3nc(-c4ccccc4)c(C)s3)c3ccccc3o2)cc1,-5.802,3425.0
1411,CPD002483890,Cc1ccc(-c2cc(C(=O)[O-])c3cc(Br)ccc3n2)cc1,-7.874,1540.0
2461,CPD002418631,N#Cc1cccc(COC(=O)c2c[nH]c3ccccc23)c1,-6.111,2970.5
6474,CPD002437573,O=S(=O)(NC1=NCN(Cc2cccnc2)CN1)c1ccc(Cl)cc1,-7.501,1852.0
2045,CPD002454544,COc1ccc(CCNc2oc(-c3ccc(OC)c(OC)c3)nc2C#N)cc1OC,-6.75,2300.5
637,CPD002500103,CC(C)(C)CC(=O)Nc1cccc(C(=O)O)c1,-8.591,699.0
1543,CPD000806425,CN(C)S(=O)(=O)c1ccc(C(=O)Nc2nnc(SCC(=O)NCC3CCCO3)s2)cc1,-7.728,1685.0
3358,CPD002444327,Cc1cc(Br)cc(C)c1OC(C)C(=O)O,-4.543,5898.5
2536,CPD002404268,COc1ccc2c(COC(=O)c3ccccc3F)cc(=O)oc2c1,-6.015,3108.0
6616,CPD002191075,CC(=O)Nc1ccc(C(=O)N(CCc2ccccc2)Cc2cccs2)s1,-5.528,3899.5
6842,CPD002500127,CCOc1ccc(NC(=O)C#Cc2ccccc2)cc1,-4.701,5627.5
3851,CPD002430530,O=C(NC1CCN(Cc2ccc(F)cc2)CC1)c1cccs1,-4.176,6450.0
6546,CPD000606167,COc1ccc(NC(=O)Cc2nnc(SCC(=O)Nc3ccccc3)n2C)cc1,-4.574,5848.0
4042,CPD000709204,O=C(NCCCN1CCOCC1)c1cccc(S(=O)(=O)NCc2ccccc2)c1,-4.947,5096.5
2117,CPD002405182,COc1cccc(CC(=O)N(C)CC(=O)N(CC(C)C)c2c(N)n(CC(C)C)c(=O)[nH]c2=O)c1,-6.612,2403.0
6464,CPD002486339,COc1cc(C2CC(=O)Nc3nc(C)nc(O)c32)ccc1OCc1ccccc1Cl,-5.829,3383.0
4027,CPD002370484,O=C(CSc1nccn1-c1cccc(C(F)(F)F)c1)Nc1cccc(F)c1,-7.041,2120.0
5246,CPD002396645,CC(CNC(=O)c1n[nH]c(=O)c2ccccc12)(c1ccccc1)c1ccccc1,-5.636,3698.0
3495,CPD002488098,Cc1ccc(N2CCN(C(C(=O)O)c3c[nH]c4ccc(OCc5ccccc5)cc34)CC2)c(C)c1,-3.452,6870.0
2441,CPD002489151,O=C(Nc1ccccc1O)c1cc(-c2cccnc2)nc2ccccc12,-6.141,2934.0
1405,CPD002442053,CC1(C)CC(=O)C2=C(C1)OC1=C(C(=O)CC(C)(C)C1)C2c1ccc(C(=O)O)cc1,-7.879,1532.0
5494,CPD002499139,C(#Cc1ccccc1)CSc1nc2ccccc2s1,-6.512,2509.0
1344,CPD002418002,COc1ccc2cc(C(=O)NC(CC(C)C)C(=O)O)ccc2c1,-7.93,1470.0
1187,CPD002434326,COc1ccc(CNc2cccc(C(=O)O)c2C)c(OC)c1,-8.078,1292.5
3944,CPD002489138,CC(=O)N1CCN(C(=O)Cn2ccc3ccc(OCc4ccccc4)cc32)CC1,-5.295,4349.5
5826,CPD002396149,O=C(NCc1ccccc1CN1CCCC1)c1ccc(-n2cccn2)cc1,-5.074,4817.0
1625,CPD002488859,O=C(Nc1ccc2[nH]cc(C(C(=O)O)N3CCCCC3)c2c1)c1ccccc1,-7.617,1776.5
4557,CPD002406838,O=C1NC(CCc2ccccc2)C(=O)N1Cc1coc(-c2cccc(F)c2)n1,-5.82,3403.5
6124,CPD002415404,C[N+](CCOCc1ccccc1)(CCOCc1ccccc1)CCOCc1ccccc1,-5.164,4606.0
502,CPD000613577,Cc1nnc(NC(=O)CSc2nnc(C(C)NC(=O)c3ccccc3F)n2C)s1,-8.739,554.5
3673,CPD002408410,CCc1cc(CC)n(-c2nc3c(c(=O)n(CCN4CCCCC4)c(=O)n3C)n2CC)n1,-4.729,5553.5
1192,CPD002488962,CC(C)C(=O)Nc1ccc2c(C(C(=O)O)N3CCN(C=O)CC3)c[nH]c2c1,-8.075,1298.0
6918,CPD002415723,CCc1ccc(C(=O)COC(=O)Cc2ccsc2)cc1,-6.696,2344.0
6072,CPD002500072,O=C(CC(=O)c1ccccc1Cl)c1ccccc1Cl,-5.747,3519.0
1689,CPD002319223,O=C1NC(C(=O)O)=CC(c2ccc(Br)cc2)N1,-7.508,1846.0
83,CPD000018997,CCOC(=O)c1cccc(C(=O)O)n1,-9.537,90.0
588,CPD002439438,O=C(O)CN1C(=O)S/C(=C/c2ccc(F)cc2)C1=O,-8.649,646.0
269,CPD000365268,CC(C)(C)c1ccc(C(=O)Cn2nc(C(=O)O)c3ccccc3c2=O)cc1,-9.047,303.0
3237,CPD002438477,O=C(O)CC(C(=O)O)c1ccco1,-4.842,5321.0
3122,CPD002442623,Cc1ccc(-c2ccc(C(=O)O)n2C)cc1,-5.065,4840.0
3062,CPD002441354,CC(=O)NC(NC(C)=O)C(=O)c1ccccc1,-5.187,4558.5
4712,CPD002374001,COc1ccc(Br)cc1Cn1nnc(C(=O)Nc2cc(C)ccc2OC)c1N,-3.476,6860.0
4586,CPD002405552,CS(=O)(=O)c1ccccc1NC(=O)CNc1cc(Cl)ccc1N1CCOCC1,-4.389,6163.0
1945,CPD002439607,Cc1noc(-c2ccc(OCc3ccc(F)cc3)cc2O)c1-c1ccc(Br)cc1,-6.977,2156.5
2578,CPD000150100,CCOc1ccc(C(=O)N[C@H](C(=O)O)C(C)C)cc1,-5.952,3197.0
5526,CPD002411534,CCOc1ccc(CN(C)C(=O)C2CCN(c3nc4ccccc4o3)CC2)cc1OC,-6.345,2682.5
2288,CPD002498597,CCCc1ccc(C(=O)NC2CCSC2=O)cc1,-6.349,2678.5
1511,CPD002488049,COc1cccc2c(C(C(=O)O)N3CCN(C(=O)OC(C)(C)C)CC3)c[nH]c12,-7.768,1649.5
2298,CPD000456455,O=C(CN1C(=O)c2ccccc2S1(=O)=O)c1ccc(F)cc1,-6.333,2694.5
4699,CPD000836268,Cc1ccc(S(=O)(=O)CCC(=O)OCc2nnc(-c3ccccc3Br)o2)cc1,-5.034,4911.0
3377,CPD002455772,Cc1ccc(C(=O)C2=C(O)C(=O)N(CCCO)C2c2ccccc2)cc1,-4.494,6002.5
1386,CPD002440981,O=C(O)c1cccc(-c2cc3ccccc3oc2=O)c1,-7.9,1511.0
5470,CPD001327275,CC(=O)c1ccc(NC(=O)C2CC3CCCC(C2)C3=O)cc1,-5.333,4264.0
4043,CPD000104669,CC(NC(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C)c1ccccc1,-5.525,3904.5
6798,CPD002412554,C/C(=N/Nc1cc(C(F)(F)F)ccc1Cl)c1ccccc1Br,-4.869,5262.5
5458,CPD002372407,CCOC(=O)C(C)Oc1ccc2c(-c3ccccc3)cc(=O)oc2c1C,-4.93,5130.0
1282,CPD002500230,Cc1ccc(-c2cc(C(=O)[O-])c3ccccc3n2)cc1C,-7.983,1398.5
6872,CPD002393747,NC(=O)C1CCN(c2nc(-c3cccs3)nc3ccccc23)CC1,-5.13,4674.0
2427,CPD002404140,COc1ccc(CN(C)C(=O)c2cc(O)nc3ccccc23)c(OC)c1,-6.154,2911.5
4002,CPD002411520,CCN(CC1COc2ccccc2O1)C(=O)CSc1nnnn1C1CC1,-4.305,6289.5
5602,CPD000253916,CC(=O)Nc1sc(C)c(C)c1C(=O)OCC(=O)N(C)C1CCS(=O)(=O)C1,-4.712,5606.5
3534,CPD002394221,N#Cc1ccccc1Sc1ccccc1C(=O)OCC(=O)Nc1ccccc1,-5.835,3367.5
3423,CPD000514180,COc1ccc(-c2nc3ccc(C)cc3c(=O)o2)cc1OC,-4.349,6218.5
6235,CPD001530871,Cc1nnc(NC(=O)C(Sc2ccccc2)c2ccccc2)s1,-5.674,3612.5
129,CPD002489190,O=C(O)CCCNC(=O)Cn1ccc2ccc(Br)cc21,-9.344,145.0
2295,CPD002484995,CCc1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)NCc4cnn(C)c4)cc3n2)s1,-6.339,2687.5
1705,CPD002489235,O=C(NCCCN(Cc1ccccc1)C(=O)c1cccnc1)c1nc(O)c2ccccc2n1,-7.479,1865.0
3503,CPD001393956,CC(C)c1noc(CSc2nc(-c3ccco3)nc3ccccc23)n1,-4.719,5589.0
3614,CPD002453944,COc1ccccc1-c1c(C(F)(F)F)oc2cc(OC(=O)C3CC3)ccc2c1=O,-3.743,6771.0
3147,CPD002490310,Cc1cc(O)c2cc(C(=O)/N=c3/[nH]nc(CC(C)C)s3)ccc2n1,-5.03,4921.0
4868,CPD002375760,N#Cc1cc2c(nc1SCC(=O)NCc1ccccc1)CCCC2,-4.738,5538.0
546,CPD002429309,O=C(O)c1ccc(/C=C/c2ccc3ccccc3n2)cc1,-8.694,601.5
3651,CPD002417138,CCN(CC)S(=O)(=O)c1ccc(NS(=O)(=O)c2cccc(C(=O)O)c2)cc1,-7.297,1970.5
2532,CPD002498493,CC(CC(=O)O)c1c[nH]c2ccccc12,-6.016,3103.5
521,CPD002394640,CC(C)(C)NC(=O)NC(=O)Cn1nc(C(=O)O)c2ccccc2c1=O,-8.717,575.0
555,CPD000646803,Cc1c(C)c2ccc(OCC(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O)c(C)c2oc1=O,-8.69,609.0
3065,CPD000387034,COc1ccc(C(=O)/C=C/c2ccccc2)c(O)c1,-5.187,4558.5
3315,CPD002417273,O=C(O)CC/C(=C/c1ccc2ccccc2c1)c1nc2ccccc2s1,-4.672,5673.5
1508,CPD002248064,CCOc1cccc(-c2cc(C(=O)O)c3cc(C)ccc3n2)c1,-7.77,1647.5
6157,CPD000080445,NC(=O)c1cc(Cc2ccccc2)sc1NC(=O)c1ccco1,-4.409,6137.0
345,CPD000647074,CCCc1cc(=O)oc2c(C)c(OCC(=O)N3CCC[C@@H]3C(=O)O)ccc12,-8.943,383.0
5621,CPD002430027,CCOc1ccc(C(=O)NC(CC(=O)OC)c2cccs2)cc1OC,-4.566,5860.5
6116,CPD000651588,Cc1c(OCC(=O)NC(Cc2ccc(Cl)cc2)C(=O)O)ccc2c1oc(=O)c1ccccc12,-8.767,526.5
5220,CPD002443837,Cc1nc2ccncc2nc1C,-4.721,5581.5
2152,CPD002401865,CN(Cc1cccc(F)c1)C(=O)CCCc1c[nH]c2ccccc12,-6.565,2454.0
5504,CPD002417338,CC(NC(=O)c1cc(Cl)sc1Cl)C12CC3CC(CC(C3)C1)C2,-4.483,6020.0
6313,CPD002398567,O=C(COc1c(CO)cc(F)cc1CO)Nc1ccc(F)c(Cl)c1,-4.136,6489.0
489,CPD000469217,Cc1nc(O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2n1,-8.752,542.5
5722,CPD000805857,O=C(Nc1c2c(nn1-c1ccc(F)cc1)CS(=O)(=O)C2)c1ccc2c(c1)OCO2,-6.277,2745.5
2303,CPD002402367,CSCCC(NC(=O)c1ccc(Cl)cc1Cl)C(=O)Nc1cccc(C(C)=O)c1,-6.325,2704.5
3626,CPD002407849,N#Cc1cn(C2CC2)c(=O)n(Cc2coc(-c3cccc(Cl)c3)n2)c1=O,-3.512,6850.0
3027,CPD002485335,Cc1cccc(NC(=O)c2cc(-c3ccc(C)o3)nc3ccccc23)c1,-5.266,4402.0
763,CPD002454895,COc1cc(SC)ccc1C(=O)Nc1nnc(C(F)(F)F)s1,-8.456,831.5
542,CPD000646976,COc1cc(/C=C2/C(=N)N3N=C(CC(=O)N4CCCC4)SC3=NC2=O)ccc1O,-8.701,596.5
3836,CPD002432938,CC1CC1c1ccc(CNCc2ccco2)o1,-5.481,3988.5
6868,CPD002428718,Oc1ccc(-c2nc(-c3ccccc3)cs2)cc1,-5.165,4604.5
3599,CPD002489152,Cc1nc(NCCC(C)C)sc1C(=O)NC1CC1,-3.856,6716.0
3441,CPD002419219,O=CNc1ccc(O)cc1,-4.216,6411.5
4961,CPD002411640,Cc1ccc(NC(=O)CN(C)C(=O)C(C)N(C)Cc2ccccc2F)cc1,-6.015,3108.0
384,CPD000646745,Cc1c(Cc2ccccc2)c(=O)oc2cc(OCC(=O)N[C@@H](Cc3ccccc3)C(=O)O)ccc12,-8.883,424.5
2859,CPD000208655,COC(=O)c1ccc2nc(C)cc(Nc3ccc(N(C)C)cc3)c2c1,-5.539,3882.0
2262,CPD002416847,Cc1ccc(C)c(/C=C/C(=O)c2ccc(O)cc2)c1,-6.392,2631.0
1694,CPD002437573,O=S(=O)(NC1=NCN(Cc2cccnc2)CN1)c1ccc(Cl)cc1,-7.501,1852.0
5489,CPD001936154,Cc1ccc(-c2cc(C(=O)N(Cc3ccco3)Cc3cccs3)no2)cc1,-5.098,4763.5
5864,CPD002404268,COc1ccc2c(COC(=O)c3ccccc3F)cc(=O)oc2c1,-6.015,3108.0
841,CPD002429999,COc1cc(C(C)=O)ccc1SCC(=O)O,-8.377,913.0
6201,CPD002393966,COc1ccc2c(C)cc(SCC(=O)N3CCCC3)nc2c1,-5.234,4463.0
6305,CPD002367761,COc1ccc(-c2nc(Cn3nc(C)c4c(C)onc4c3=O)c(C)o2)cc1,-4.866,5273.0
1792,CPD002434888,O=C(O)C1=CC(/C=C/c2ccccc2)n2ncc(C(=O)Nc3ccccc3Cl)c2N1,-7.3,1967.5
2274,CPD002427216,CCSCc1ccc(C(=O)O)cc1,-6.375,2651.0
2882,CPD002442587,O=C(O)C(Br)Cc1ccc(Cl)cc1Cl,-5.507,3933.5
3165,CPD002414108,O=C(O)CSc1ccc(Br)cc1,-5.0,4992.0
3292,CPD002418662,O=C(c1ccccc1)c1ccc(OCC(=O)c2c[nH]c3ccccc23)cc1,-4.741,5531.5
6094,CPD002487461,Cc1oc2cc(OCC(=O)Nc3ccc(F)cc3F)ccc2c(=O)c1Oc1ccccc1,-6.615,2398.0
1023,CPD000387095,NC(=O)CC(NC(=O)c1ccccc1)C(=O)O,-8.211,1113.0
5014,CPD002102681,O=C(Nc1c(NCc2ccccc2)c2ccccc2oc1=O)c1cccc(F)c1,-4.929,5132.5
2471,CPD000046035,CCOC(=O)CNC(=O)CSc1nnc(COc2ccc(Cl)cc2)n1CC,-6.097,2990.0
845,CPD002500918,O=C(O)c1cccnn1,-8.371,918.5
4014,CPD002411691,CN(CC(=O)NC1(C)CCS(=O)(=O)C1)Cc1ccc(Cl)cc1Cl,-5.543,3873.5
5178,CPD002371120,CCOc1cc(CN2CCCCCC2c2ccc(Cl)cc2)ccc1OCC(N)=O,-5.055,4857.5
3900,CPD002455618,Cn1c(=O)c2c(nc(N3CCOCC3)n2CC(O)COc2ccc(Cl)cc2)n(C)c1=O,-4.55,5884.0
5202,CPD002414449,FC(F)(F)c1ccc(Cl)c(NN=Cc2ccc(-c3ccccc3)cc2)c1,-4.307,6282.5
4407,CPD002453058,Cc1[nH]c2ccccc2c1C1c2ccccc2C(=O)N1CCC(=O)N1CCN(C)CC1,-6.35,2677.0
2058,CPD002498542,CCOc1cc(Cl)c(/C=C/C(=O)O)cc1OC,-6.722,2317.5
6610,CPD002406884,CCc1cccc(NC(=O)NCC(O)c2ccc(F)c(F)c2)c1,-5.987,3151.5
4542,CPD002437993,CCCc1nc(C#N)c(NCCc2ccc(OC)c(OC)c2)o1,-6.858,2233.5
4976,CPD002487331,O=C(CSc1nc(Cl)nc2nc[nH]c12)Nc1ccccc1F,-6.04,3067.0
6769,CPD002364659,CCc1ccc(C=NNC(=O)c2cccs2)cc1,-4.558,5872.0
282,CPD000150083,O=C(O)c1ccc(C(=O)O)s1,-9.033,316.0
4638,CPD002500134,Cc1ccc(C(=O)NCCC2=CCCCC2)s1,-5.048,4877.0
799,CPD001858781,O=C(CC1(C(=O)O)CCCCCC1)Nc1cccc(CO)c1,-8.423,869.0
3012,CPD002376618,O=C(CSc1nc(O)c2nc[nH]c2n1)NCc1ccc(F)cc1,-5.293,4354.5
1058,CPD002202359,Cc1nc(/C=C/c2ccc(Cl)cc2)sc1C(=O)O,-8.185,1154.0
2885,CPD000559742,COc1ccc(CCNC(=O)c2ccc3c(=O)n(-c4ccccc4)c(=O)[nH]c3c2)cc1OC,-5.505,3938.0
4088,CPD002416658,Cc1c(O)cc(C(=O)/C=C/c2ccccc2)cc1Cl,-5.763,3495.0
3803,CPD002443863,Cc1c(Cl)cccc1NC(=S)NCCc1cccs1,-4.947,5096.5
4636,CPD002400883,Cc1nn(-c2ccccc2)c(C)c1CCC(=O)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,-4.606,5791.0
4153,CPD002408110,CC(C)NC(=O)NC(=O)C(C)Sc1cccc2cccnc12,-5.26,4411.5
389,CPD000647332,O=C(O)[C@@H]1CCCN1C(=O)COc1ccc2c3c(c(=O)oc2c1)CCC3,-8.879,429.0
1051,CPD002452871,Cc1ccc(C)c(-c2cc(C(=O)O)c3ccccc3n2)c1,-8.187,1146.5
6289,CPD002490398,COc1cc(NC(=O)c2c(-n3cnnn3)sc(C)c2C)cc(OC)c1,-4.751,5517.5
3905,CPD002365971,COc1cccc(-c2noc(-c3ccc(Br)cc3)n2)c1,-5.251,4435.0
2077,CPD002428542,O=C(O)CNCc1ccc(F)cc1,-6.696,2344.0
505,CPD002412665,O=C(NN=Cc1ccccc1)c1ccc[n+]([O-])c1,-8.734,559.0
553,CPD002437557,CC1(C)CC(=O)C2=C(C1)Nc1cc3c(cc1C2c1ccc(OCC(=O)O)cc1)OCO3,-8.69,609.0
2391,CPD002371333,Cc1ccccc1CN1CCCN(c2ccc(C(=O)NCCc3nc4ccccc4[nH]3)cc2)C1=O,-6.201,2851.0
6950,CPD002374078,COc1ccccc1N1CCN(C(=O)c2cc(C)no2)CC1,-4.316,6269.5
4432,CPD002373203,CC(C)(C)OC(=O)N1CCC(c2nnc(SCc3ccccc3Cl)o2)CC1,-4.013,6629.0
605,CPD002417929,Cc1ccc(C(=O)O)cc1-n1cccc1,-8.625,663.0
257,CPD002441646,COc1cc(/C=C(\C#N)c2nc3ccccc3[nH]2)ccc1OC(C)C(=O)O,-9.081,289.5
3490,CPD002440238,Cc1ccc(CC(C(=O)NCCC23CC4CC(CC(C4)C2)C3)C(C)C(=O)O)cc1,-3.663,6803.0
1116,CPD002401667,COc1cc(OC)c(OC)cc1CNC(=O)c1cc(Br)ccc1O,-8.144,1218.5
5663,CPD002395748,CC(=O)c1ccc(NC(=O)COC(=O)COc2ccc(C3SCCCS3)cc2)cc1,-4.952,5085.0
705,CPD000243990,COc1ccc(Nc2nc(-c3ccc(OC)cc3)c(CCC(=O)O)s2)cc1,-8.514,773.0
2642,CPD001941058,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,-5.855,3337.5
2541,CPD002393977,COc1ccc2c(C)cc(SCC(=O)N(C)Cc3ccccc3)nc2c1,-6.008,3120.5
4758,CPD002488208,O=C(NCCNC(=O)c1cc2ccccc2[nH]1)C(=O)NC1CCCC1,-6.059,3035.5
6655,CPD001308576,CCN(CC)S(=O)(=O)c1ccc(N2CCOCC2)c(NC(=O)c2[nH]c(C)c(C(C)=O)c2C)c1,-5.439,4078.5
6974,CPD000540154,Fc1ccccc1-c1nc(NC2CCCC2)c2ccccc2n1,-4.328,6250.5
1659,CPD002437494,Cc1cccc(C)c1OCC(=O)Nc1ccccc1C(=O)O,-7.551,1812.0
