,rdkit_smiles
59715,COC(=O)CNC(=O)C12CC3CC(CC(C3)C1)C2
74076,COc1ccc(S(=O)(=O)N2CCC(C(=O)N3CCCCC3)CC2)cc1Cl
77730,COc1ccc(OC)c(S(=O)(=O)N2CCC(C(=O)N3CCCCCC3)CC2)c1
74543,CC1CCCN(S(=O)(=O)c2ccc(S(=O)(=O)N3CCC4(CC3)OCCO4)cc2)C1
61940,CC(NC(=O)C1CCOCC1)C(=O)O
81886,COc1ccc(S(=O)(=O)N2CCOC23CCN(S(=O)(=O)c2cc(F)ccc2F)CC3)cc1
54018,O=C(O)CNS(=O)(=O)c1cc(C(=O)O)ccc1C(=O)O
77269,COc1ccccc1S(=O)(=O)N1CCN(S(=O)(=O)c2ccccc2C#N)CC1
55535,CC(=O)NC1(C#N)CCCCC1
46970,CN1CCN(S(=O)(=O)c2ccc3c(c2)N=C(O)CS3)CC1
64124,C#CCN(CC(=O)C(C)(C)C)C(C)(C)C
74227,Cc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)N3CCOCC3)CC2)cc1C
77751,COc1ccc(N2CCN(S(=O)(=O)c3ccc4oc(=O)ccc4c3)CC2)cc1
15759,COc1ccc(N2C(=O)CCS2(=O)=O)cc1S(=O)(=O)N1CCC2(CC1)OCCO2
27286,COCC(C)NS(=O)(=O)c1c(C)c(C)c(C)c(C)c1C
48942,COCCOc1ccc(-c2ccc(C#N)cc2)cc1
19653,CCOc1cc(C)c(C(C)C)cc1S(=O)(=O)N(CC)CC
63883,CCN(C(=O)C1CC1)C1CCCCC1
15317,Cc1ccc(C2CCCN2S(=O)(=O)c2ccc(C)cc2)cc1
69798,C[N+](C)(CCCCC(=O)O)C[Si](C)(C)C
24825,Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc4cc(C)ccc4nc3C)CC2)c(C)c1
22446,Cc1ccc(S(=O)(=O)N2CCCCC2C(=O)N2CCCCCC2)cc1
52618,O=C(O)C(CO)NS(=O)(=O)c1ccc(Br)cc1
63908,CC(C)COCCCN
49281,CN(C)CCCNCCC#N
15754,COc1ccc(N2C(=O)CCS2(=O)=O)cc1S(=O)(=O)N1CCCCC1
77413,CC(=O)N1CCN(S(=O)(=O)c2ccc(S(=O)(=O)N3CCCC(C)C3)cc2)CC1
82407,COc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc(C)oc3C)CC2)cc1OC
11974,Cc1nc(-c2ccc(C)c(S(=O)(=O)N3CCCC3)c2)cs1
19608,CCCOc1cc(C)c(Cl)cc1S(=O)(=O)N1CCCC1
61520,CCN(CC)C(=S)SCC(=O)NC(=O)NC
65070,CCNS(=O)(=O)O
14575,Cc1ccc(S(=O)(=O)N2CCCC(C(=O)O)C2)cc1F
47134,CC(NCCO)C(=O)C12CC3CC(CC(C3)C1)C2
50865,CCOc1ccc(S(=O)(=O)NCC(=O)O)cc1
82788,CC(=O)N1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)N3CCCCCC3)c2)CC1
32772,CCCOc1cc(S(=O)(=O)N2CCCC2)c(C)cc1C
65650,CCSC(SCC)C(O)C(O)C(O)C(C)O
66321,CC(C)C[C@H]1CCC[C@H](CC(C)C)[N+]1(C)C
59995,CCC(CO)NS(=O)(=O)c1cc(Cl)c(Cl)cc1Cl
47708,Cc1ccc(C)c(S(=O)(=O)NCC(=O)O)c1
65783,CN(C)CCCCC#N
48757,CCCCCCCCCCOC1CCS(=O)(=O)C1
79012,COc1ccc(S(=O)(=O)n2nc(C)c(S(=O)(=O)N3CCOCC3)c2C)cc1
81908,COc1ccc(F)cc1S(=O)(=O)N1CCC2(CC1)OCCN2S(=O)(=O)c1cccs1
72954,O=S(=O)(c1ccc(Oc2ccc(S(=O)(=O)N3CCOCC3)cc2)cc1)N1CCOCC1
79015,Cc1nn(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c(C)c1S(=O)(=O)N1CCOCC1
63784,COCC(C)NC(=O)CC1CCCC1
50919,CC[N+](CC)(CC)CCCOC1CC(C)CCC1C(C)C
47163,COCCNCC(=O)C12CC3CC(CC(C3)C1)C2
75114,CCS(=O)(=O)N1CCN(c2ccc(S(=O)(=O)N3CCOCC3)cc2)CC1
27348,CCCOc1cc(C)c(C)cc1S(=O)(=O)N1CCCCC1
51121,CCOC(=O)c1[nH]c(C=O)c(CC)c1C
28334,COC(=O)c1ccc(NS(=O)(=O)c2c(C)c(C)cc(C)c2C)c(C)c1
76654,COC(=O)C(N)CCCCN
53204,COCCN=C(S)N(CCC#N)CCN(CCC#N)C(S)=NCCOC
51253,CCOCCCNC(=O)C(NC(=O)C1CCC(C)CC1)C(C)CC
63531,CCN(C(=O)C1CCCC1)C1CC1
67662,CC(C)(C)OC(=O)C(C)(C(=O)OC(C)(C)C)c1nc(C(C)(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)nc(C(C)(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)n1
64154,CC(C)(C)NC(=O)C1CC1
1084,Cc1cc(C)n(C(=O)c2ccc(C)c(S(=O)(=O)N3CCCCC3)c2)n1
4218,Cc1cc(C)n(C(=O)c2ccc(C)c(S(=O)(=O)N3CCCCCC3)c2)n1
27275,Cc1ccc(C(=O)C(C)OC(=O)c2cccc(S(=O)(=O)N(C)C)c2)cc1
19656,CCN(CC)S(=O)(=O)c1ccc2cc(OC)ccc2c1
65301,CCCCCCCC[S+]([O-])CCCl
69315,CCCCCCCCCC[S+]([O-])CCCl
63550,COCC(C)NC(=O)CCC1CCCO1
82305,COc1ccc(S(=O)(=O)N2CCC(C(=O)N(C)Cc3ccc(C)o3)CC2)cc1OC
63464,CC(N(C)CC(=O)NC(C)(C#N)C(C)C)C(C)(C)C
25924,Cc1ccc(C(=O)C(C)OC(=O)c2ccc(S(=O)(=O)N(C)C)cc2)cc1
48719,O=C(O)CSCSCC(=O)O
76287,COc1ccc(C(=O)N2CCN(C(C)=O)CC2)cc1S(=O)(=O)N1CCOCC1
49536,O=C(O)CN(CCO)CCO
15755,COc1ccc(N2C(=O)CCS2(=O)=O)cc1S(=O)(=O)N1CCC(C)CC1
60324,CCCOc1cc(S(=O)(=O)NC(CC)CO)ccc1Cl
62906,CCNC(=O)NC(=O)CN(C)C(C)C(C)(C)C
4593,COCC(C)NS(=O)(=O)c1c(C)cc(C)cc1C
54620,CN(C)C(=S)SCCCCC#N
17143,O=S(=O)(c1ccc(Br)cc1Cl)N1CCNCC1
32698,COC(=O)c1ccc(NS(=O)(=O)c2ccc(C)cc2)c(C)c1
68041,CCOC(=O)C(C#N)=C1SC(C(=O)OCC)C(C(=O)OCC)S1
54913,CC(C)CCCC(C)N=C(S)NN
53960,CCCN=C(N)S
80651,Cc1ccc(S(=O)(=O)N2CCN(C(=O)C3CCN(C(=O)c4ccc(F)cc4)CC3)CC2)c(C)c1
62377,CC(C)(C)C(=O)NCCCC(=O)NCC1CC1
63840,CCN(C(=O)C1CCCCC1)C1CC1
47320,CCCS(=O)(=O)CCSS(=O)(=O)[O-]
82359,COc1ccccc1S(=O)(=O)N1CCN(S(=O)(=O)c2cccs2)CC1
15418,COc1ccc(S(=O)(=O)N2CCN(c3cc(N4CCOCC4)nc(C)n3)CC2)c(C)c1C
61161,CCOC(=O)CN(CC(=O)NC(=O)NC)CC(C)C
11975,Cc1nc(-c2ccc(C)c(S(=O)(=O)N3CCCCC3)c2)cs1
11972,Cc1nc(-c2ccc(C)c(S(=O)(=O)N3CCCCCC3)c2)cs1
53807,O=C(O)CNS(=O)(=O)c1ccc(F)c(F)c1F
47302,CCC(NC(=O)OC)C12CC3CC(CC(C3)C1)C2
65935,CCOCCCNC(=O)C(NC(=O)C1CCC(C(C)C)CC1)C(C)C
6696,CCOC(=O)c1cn(C)nc1S(=O)(=O)N1CCCCC1
81905,COc1ccc(S(=O)(=O)N2CCC3(CC2)OCCN3S(=O)(=O)c2cccs2)cc1
65471,CC(CC(C)C)=NNC(=O)CCC(=O)NN=C(C)CC(C)C
78286,CCOC(=O)c1ccc(S(=O)(=O)N2CCC(C(N)=O)(N3CCCCC3)CC2)cc1
7913,CC1CCCCN1S(=O)(=O)c1ccc2nc(N3CCCCCC3)ccc2c1
50820,C/C(=N/O)C(C)N(O)C(C)/C(C)=N/O
47080,CC(=NO)C(C)N(O)C(C)C(C)=NO
63503,CC(C)C(C)NC(=O)CCC1CCCO1
53873,C=CCNS(=O)(=O)c1ccc(C(=O)O)cc1
15556,CCC(C)NS(=O)(=O)c1ccc(N2C(=O)CCS2(=O)=O)cc1
52281,CC(/C=N/O)=N/N=C(C)\C=N\O
48020,CCOC(=O)c1sc(N)c(SC#N)c1C
50918,CC1CCC(C(C)C)C(OCCC[N+](C)(C)C)C1
50119,CC12CC3(C)CC(C(=O)O)(C1)CC(C(=O)O)(C2)C3
69641,COC(=O)C[N+]1(CC=C(C)C)CCCCC1
54261,O=C(O)CNS(=O)(=O)c1cc(C(F)(F)F)ccc1Cl
52806,O=C(O)CNS(=O)(=O)c1cc(C(=O)O)ccc1Cl
4422,COCC(C)NS(=O)(=O)c1c(C)c(C)cc(C)c1C
7841,CCCN(CCC)S(=O)(=O)c1c(C(=O)OCC)c(C)n(C)c1C
62335,CCC(CO)NS(=O)(=O)c1cc(C)c(Cl)cc1Cl
594,CN(CCOc1ccc(Cl)cc1)c1ccc(S(=O)(=O)N2CCCCC2)cn1
65896,CC(C)(CNC(=O)C1CC2CCC1C2)CNC(=O)C1CC2CCC1C2
28289,COCC(C)NS(=O)(=O)c1ccc(C)c(C)c1
48671,CCOC(=O)c1nc(C)[nH]c1C(=O)OCC
69325,CCCCCCCCCCCC[S+]([O-])C(CO)CO
69465,O=C(O)CCCC1OC(CCCC(=O)O)OC(CCCC(=O)O)O1
10863,Cc1cccc(S(=O)(=O)N2CCN(c3ccc(N4CCCCC4)nn3)CC2)c1
15415,COc1cc(C)c(S(=O)(=O)N2CCN(c3cc(N4CCCC4)nc(C)n3)CC2)cc1C
31181,O=C(O)C1CCN(S(=O)(=O)c2cc(Cl)cc(Cl)c2)CC1
15559,Cc1cc(N2C(=O)CCS2(=O)=O)ccc1S(=O)(=O)NC(C)C
74445,CCN(CC)S(=O)(=O)c1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)OCCO4)CC2)nc1
75095,O=S(=O)(c1ccc(S(=O)(=O)N2CCC3(CC2)OCCO3)cc1)N1CCCC1
69769,CCCCCCC(CCCCCCCC(CCCCCC)=NNC(N)=O)=NNC(N)=O
69780,CCCCCC(CCCCCCCC(CCCCC)=NNC(N)=O)=NNC(N)=O
50121,CC12CC3(C)CC(CC(=O)O)(C1)CC(CC(=O)O)(C2)C3
54296,CCN(CC)c1ccc(S(=O)(=O)N(CC)CC)cc1[N+](=O)[O-]
10650,CC(=O)N1CCCc2cc(S(=O)(=O)N3CCC(C(=O)N4CCC5(CC4)OCCO5)CC3)ccc21
52689,CC(=O)OCC1(COC(C)=O)COCC(COC(C)=O)(COC(C)=O)C1=O
15760,CCN(CC)S(=O)(=O)c1cc(N2C(=O)CCS2(=O)=O)ccc1OC
34187,Cc1ccc(C(=O)N2CCCC(C)C2)cc1S(=O)(=O)N1CCCCC1
39747,COc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)cc1
81453,COc1ccc(C(=O)Oc2ccc(-c3nnco3)cc2)cc1S(=O)(=O)N1CCOCC1
47120,CC(C)(C=NO)/[N+]([O-])=C/C=[N+](\[O-])C(C)(C)C=NO
69633,C=CCNC(S)=NNC(=O)C(CC)CC(C)(C)O
54772,Cc1ccc(S(=O)(=O)NC(CO)C(=O)O)cc1
65649,CCSC(SCC)C(O)C(O)C(O)CO
80509,CC(=O)N1CCC(C(=O)N2CCN(S(=O)(=O)c3ccc(Cl)s3)CC2)CC1
57861,CCCN(CC1CC1)C(=O)CNC(N)=O
27360,CCCOc1cc(C)c(Cl)cc1S(=O)(=O)N1CCCCC1
74892,COc1ccc(S(=O)(=O)N(C)C)cc1NS(=O)(=O)c1ccc(F)c(F)c1F
3159,Cc1ccc(C(=O)N2CCCC2)cc1S(=O)(=O)N1CCCCC1
52092,CN=C(S)NNC(=O)C(=O)NNC(S)=NC
53099,CCC(=O)NCCC12CC3CC(CC(C3)C1)C2
52681,Cc1ccc(NS(=O)(=O)c2cc([N+](=O)[O-])ccc2NN)c(C)c1
80361,COc1ccc(S(=O)(=O)N2CCOCC2)cc1N(C)S(=O)(=O)c1ccc(C)cc1
50045,COC(=O)C(N)C12CC3CC(CC(C3)C1)C2
63384,CCCC(C)N(C)CC(=O)NC1(C#N)CCCCCC1
77617,COc1ccc(N2CCN(S(=O)(=O)c3ccc(OC)c(C(=O)N4CCCC4)c3)CC2)cc1
1076,Cc1cc(C)n(C(=O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)n1
32950,CC1CCN(S(=O)(=O)c2ccc3oc(=O)ccc3c2)CC1
65258,CCCCCCCCCC(C)=NNC(=O)C(=O)NN=C(C)CCCCCCCCC
71002,CCCCCCCCCCCC[S+]([O-])CC(Cl)CO
5914,Cc1ccc(N2CCN(S(=O)(=O)c3ccccc3Cl)CC2)cc1Cl
52825,CC(C)NC(=O)NC(=O)CCl
73910,CCOC(=O)C(C(=O)OCC)C1CS(=O)(=O)CC1C(C(=O)OCC)C(=O)OCC
72701,CCOC(=O)C(C(=O)OCC)[C@@H]1CS(=O)(=O)C[C@H]1C(C(=O)OCC)C(=O)OCC
51264,CCOC(=O)C(NC=C(C#N)C#N)C(=O)OCC
62672,COC(=O)[C@H](C)NC(=O)C12CC3CC(CC(C3)C1)C2
3770,Cc1cc(Cl)ccc1Oc1ccc(S(=O)(=O)N2CCCC2)cn1
12294,COc1ccc2cc(S(=O)(=O)N3CCN(C(c4ccccc4)c4ccccc4)CC3)ccc2c1
48076,CC(=O)NCCC12CC3CC(CC(C3)C1)C2
8369,Cc1ccc2oc(=O)c(S(=O)(=O)N3CCCC(C)C3)cc2c1
74481,Cc1ccc(S(=O)(=O)N2CCN(c3ccc(S(=O)(=O)N4CCOCC4)cn3)CC2)cc1
54208,CCN(C(=O)C(C)Cl)C1CCCCC1
11208,COc1cc(-c2ccno2)ccc1S(=O)(=O)N1CCN(c2ccc(C(C)=O)cc2)CC1
31355,Cc1cc(C(=O)O)ccc1NS(=O)(=O)c1ccc(S(=O)(=O)N2CCCCC2)cc1
50431,CCOC(=O)C(C(=O)O)C1CCCCC1
59810,CC(N(C)CC(=O)NC(N)=O)C(C)(C)C
37836,COc1cc(Cl)ccc1S(=O)(=O)N1CCC(C(N)=O)CC1
63471,COCCN(CC1CCCO1)CC1CCCO1
81885,COc1ccc(S(=O)(=O)N2CCOC23CCN(S(=O)(=O)c2cccs2)CC3)cc1
52837,CCCCN=C(S)N(C)N
53805,O=C(O)CNS(=O)(=O)c1ccc(Br)cc1Cl
31260,Cc1cc(S(=O)(=O)N(C)C)cc(NS(=O)(=O)c2cccc(Cl)c2Cl)c1C
50864,CCc1ccc(S(=O)(=O)NCC(=O)O)cc1
75101,CC1CCCC(C)N1S(=O)(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1
27503,COc1ccc(S(=O)(=O)Nc2cc(C(=O)O)ccc2C)cc1OC
53058,CCNC(=O)NCCC12CC3CC(CC(C3)C1)C2
25013,CN1CCN(S(=O)(=O)c2ccc3c(c2)CCN3)CC1
69687,CC(C)CCC(CC(C)O)C(=O)NN
54798,O=C(O)C12CCCC(C(=O)O)(CCC1)C2
75121,COc1ccc(S(=O)(=O)N2CCC(C(=O)N3CCC(C(N)=O)CC3)CC2)cc1Cl
66050,O=C(NC(O)C(Cl)(Cl)Cl)NC(O)C(Cl)(Cl)Cl
65032,C=CCn1c(N)c(C(=O)OC)sc1=S
47791,CC(C)N(/C=C/C(=O)C(F)(F)F)C(C)C
71590,CCOCCCN(CCC#N)S(=O)(=O)c1ccc(S(=O)(=O)N2CCCC2)cc1
64970,C[N+](C)(C)CC1CC1
5913,COc1ccc(S(=O)(=O)N2CCN(c3ccccc3C)CC2)cc1C
79108,CCOC(=O)C1CCN(S(=O)(=O)c2ccc3c(c2)N(C)C(=O)CC(=O)N3C)CC1
71866,Cc1ccc(S(=O)(=O)NC(CC(N)=O)C(=O)O)cc1
24410,CCN(CC)S(=O)(=O)c1ccc(S(=O)(=O)N2CCCC2c2cccn2C)cc1
77619,COc1ccc(N2CCN(S(=O)(=O)c3ccc(OC)c(C(=O)N4CCOCC4)c3)CC2)cc1
62338,CCC(CO)NS(=O)(=O)c1ccc(Cl)c(C)c1Cl
27925,Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc4cc(Cl)ccc4nc3C)CC2)c(C)c1
70725,C=CCNC(S)=NNC(=O)C(C)C
20399,COc1ccc(C2CCCCCN2C(=O)C2CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)cc1
81887,COc1ccc(S(=O)(=O)N2CCOC23CCN(S(=O)(=O)c2ccc(F)cc2)CC3)cc1
53399,Cc1ccc(S(=O)(=O)NCC(=O)O)cc1C
771,Cc1cc(C)n(C(=O)c2ccc(C)c(S(=O)(=O)N3CCOCC3)c2)n1
63320,COC(=O)c1sccc1S(=O)(=O)NC(C)C1CCCO1
66791,CC1(C)O[C@H]2[C@@H](O1)[C@@H](C(=O)O)O[C@@H]1OC(C)(C)O[C@@H]12
55640,C=CCOC(=O)c1[nH]c(C)c(C(=O)OCC)c1C
55592,C=CCOC(=O)c1c(C)[nH]c(C(=O)OCC)c1C
60289,CC(C)NC(C(=O)O)C(C)C
55178,CCCCCCCC=NN=C(N)S
47832,O=C(O)C12CC3(Br)CC(Br)(CC(Br)(C3)C1)C2
65610,CCCCCCCCCCCC[S+]([O-])CC(Cl)CCl
11235,Cc1cc(C)c(S(=O)(=O)N2CCCC2c2cc(C(C)C)no2)cc1C
81820,Cc1ccc(S(=O)(=O)N2CCN(c3ccc(N4CCOCC4)nn3)CC2)cc1[N+](=O)[O-]
80459,CCOC(=O)N1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)N3CCCC3)c2)CC1
50048,O=C(O)C12CC3CCC(CC(C3)C1)C2
78400,COc1ccc(N2CCN(S(=O)(=O)c3cc4c(cc3C)NC(=O)CO4)CC2)cc1
56737,COC(=O)CCC(NC(=O)C12CC3CC(CC(C3)C1)C2)C(=O)OC
70734,CC(NC(=O)CCCC(=O)O)C12CC3CC(CC(C3)C1)C2
68412,CCOC(=O)C(C(C)=O)=C1SCCS1
33397,COCCN(CC(N)=O)S(=O)(=O)c1cccc(Cl)c1
81308,CCOC(=O)N1CCN(c2ccc(S(=O)(=O)N3CCOCC3)cc2[N+](=O)[O-])CC1
61311,CCOC(=O)CN(C)CC(=O)NCCC(C)C
51267,COc1ccc2cc(S(=O)(=O)c3cc(C)cc(C)c3)c(=O)oc2c1
55116,COc1ccc(S(=O)(=O)NCC(=O)O)cc1OC
52393,O=C(CCl)NCNC(=O)CCl
33159,COCCN(CC(N)=O)S(=O)(=O)c1ccc(F)cc1
77734,COc1ccc(S(=O)(=O)N2CCC(C(=O)N3CCN(C)CC3)CC2)cc1Cl
54440,CCCCOc1ccc(S(=O)(=O)c2ccc(OCCCC)cc2)cc1
57247,CNC1C2CC3CC(C2)CC1C3
66452,CC(C)(CO)C(O)C(=O)NCCCS(=O)(=O)[O-]
82429,CN(C)S(=O)(=O)c1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc4c(c3)OCCO4)CC2)cc1
81085,CC(=O)N1CCN(C(=O)c2cc(S(=O)(=O)N3CCCCC3)ccc2Cl)CC1
69838,C[N+](C)(C)CCCCOC(=O)C12CC3CC(CC(C3)C1)C2
69962,CC([NH2+]O)C(C)(C)NO
60344,CNCCC(F)(F)F
25483,COc1ccc2cc(C(=O)N3CCN(S(=O)(=O)c4ccc(C)cc4C)CC3)c(C)nc2c1
70789,CCCCCCCCCCCC(=O)NN=CC1CCCCC1
58918,CC(C)C(=N)N
52121,CCN(CC)S(=O)(=O)c1ccc(N)c(N)c1
11973,Cc1nc(-c2ccc(C)c(S(=O)(=O)N3CCCCC3C)c2)cs1
48633,CC(C)CCNC(=O)C12CC3CC(CC(O)(C3)C1)C2
62315,CCC(CO)NS(=O)(=O)c1cc(C)c(Br)cc1Cl
78371,COc1cccc(N2CCN(S(=O)(=O)c3ccc4c(c3)N(C(C)=O)CCO4)CC2)c1
81285,CCOC(=O)C1CCCN(S(=O)(=O)c2ccc(S(=O)(=O)N3CCCC3)cc2)C1
82940,COc1ccc(OCCOc2ccc(S(=O)(=O)N3CCCC3)cc2C(N)=O)cc1
59232,CC(C)(C)CC(=O)NCC(=O)O
33207,N#Cc1ccc(S(=O)(=O)N2CCCCC2C(=O)N2CCCC2)cc1
8346,COc1ccc2oc(=O)c(S(=O)(=O)N3CCCCC3)cc2c1
8355,COc1ccc2oc(=O)c(S(=O)(=O)N3CCCCCC3)cc2c1
33286,COCCN(CC(N)=O)S(=O)(=O)c1ccc(F)c(F)c1
46963,O=S(=O)(c1ccc2c(c1)N=C(O)CS2)N1CCCC1
53332,CCN(CC)S(=O)(=O)c1ccc(C)c(N=CN(C)C)c1
82082,COc1ccc(S(=O)(=O)N2CCN(C(=O)C3CC3)CC2)cc1Br
32142,CCOC(=O)c1cn[nH]c1S(=O)(=O)N(CC(C)C)CC(C)C
51124,CC(=O)OC1C2COC(O2)C(OC(C)=O)C1OC(C)=O
69584,C=CCNC(S)=NNC(=O)C(C)(C)O
5292,Cc1c(S(=O)(=O)N2CCCC2c2ccc(Cl)cc2)cnn1C(F)F
47812,CN(/C=C/C(=O)C(F)(F)F)CC(=O)O
63811,CCNC(=O)NC(=O)C(C)N(C)CCC(=O)NC
37111,CCOc1ccc(S(=O)(=O)N(C)CC(=O)N2CCOCC2)cc1
27100,COc1ccc(S(=O)(=O)N2CCN(C(=O)C3=Cc4cc(Cl)ccc4OC3)CC2)cc1OC
26549,Cc1cc(S(=O)(=O)N(C)C)c(C)cc1Br
77697,O=C(C1CCN(S(=O)(=O)c2cc(Cl)ccc2Cl)CC1)N1CCOCC1
77666,CCOC(=O)C1CCN(c2ccc([N+](=O)[O-])cc2S(=O)(=O)N2CCOCC2)CC1
66060,CCCCCC(C)NC(=O)C1CC2CCC1C2
38820,COc1ccc(N2CCCCS2(=O)=O)cc1S(=O)(=O)N1CCC2(CC1)OCCO2
68734,C[N+](C)(C)CCCC#CC#CCCC[N+](C)(C)C
26808,COc1ccc(OC)c(S(=O)(=O)N2CCN(C(=O)C3=Cc4cc(Cl)ccc4OC3)CC2)c1
68044,CCCCCC/C(C)=N/NC(N)=S
15320,Cc1cccc(C2CCCN2S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1
82433,CN1CCC(N(C)C(=O)c2ccc(Cl)c(S(=O)(=O)N3CCCCC3)c2)CC1
49399,CCOC(=O)C(O)(NC(=O)NC(C)=O)C(F)(F)F
34025,Cc1ccc(C(=O)N2CCC(C(=O)N3CCCCCC3)CC2)cc1S(=O)(=O)N1CCCCC1
71819,Cc1ccc(S(=O)(=O)N2CCCN(S(=O)(=O)C3CCS(=O)(=O)C3)CC2)cc1
7905,CN1CCN(c2ccc3cc(S(=O)(=O)N4CCCC4)ccc3n2)CC1
67872,O=C(O)C1CCCC(C(=O)O)C1
33160,COCCN(CC(N)=O)S(=O)(=O)c1ccc(F)cc1Cl
3889,Cc1cc(C(=O)N2CCN(S(=O)(=O)c3ccc(C)c(C)c3)CC2)no1
77610,Cc1cc(C)c(S(=O)(=O)N2CCN(C(=O)C(C)Cn3nc(C)nc3C)CC2)c(C)c1
15560,CCC(C)NS(=O)(=O)c1ccc(N2C(=O)CCS2(=O)=O)cc1C
43248,COc1cc2c(cc1OC)C(C)N(S(=O)(=O)c1ccc(Cl)c(Cl)c1)CC2
28501,CCCCN(CCCC)S(=O)(=O)c1[nH]ncc1C(=O)OCC
77965,CCOC(=O)C1CCN(S(=O)(=O)c2ccc3c(c2)CCN3C(=O)C2CCC2)CC1
75064,CCOC(=O)C1CCCN(S(=O)(=O)c2ccc(S(=O)(=O)N(CC)CC)cc2)C1
76059,Cc1noc(C)c1C(=O)N1CCN(S(=O)(=O)c2cccc(Cl)c2Cl)CC1
8379,Cc1ccc(NS(=O)(=O)c2cc(-c3ccno3)oc2C)c(C)c1
62333,CCC(CO)NS(=O)(=O)c1cc(Cl)ccc1Cl
53845,CNC(S)=NCc1ccc(C(=O)OC)cc1
80585,CCCCn1c(N)c(N(CCOC)C(=O)CSCc2c(C)noc2C)c(=O)[nH]c1=O
52406,CCOC(=O)c1cc(Cl)c(C(=O)OCC)cc1Cl
62833,CCN(CC)S(=O)(=O)c1ccc(N(C)C)c(NS(=O)(=O)c2ccccc2C(F)(F)F)c1
56411,CCCCCOc1ccc(C(=O)O)cc1
49422,CN(C)C(=S)SCC#N
52497,COC(=O)C1(C(=O)OC)C2C3C4CC5C6C4C2C6C1C53
63871,CCCN(CC#N)CC(=O)NC(=O)NC(C)(C)C
22587,CN1CCN(S(=O)(=O)c2ccc(N(C)CCOc3ccc(Cl)cc3)nc2)CC1
23226,Cc1ccc(S(=O)(=O)Nc2cccc3cccnc23)c(C)c1
47157,NC(=O)CC[S+]([O-])CCC(N)=O
25233,COc1ccc2cc(C(=O)N3CCN(S(=O)(=O)c4cc(C)ccc4C)CC3)c(C)nc2c1
65456,COCCCn1c(S)nnc1CCn1cc(Cl)cn1
16887,CCc1cccc(C)c1NS(=O)(=O)c1ccccc1C(F)(F)F
66235,C[N+](C)(C)CC1CCC1
76646,NC(=O)NC(CCC(=O)O)C(=O)O
25105,Cc1cc(Cl)c(Cl)cc1S(=O)(=O)Nc1ccccn1
54978,CCC(C)N=C(S)N(C)N
34253,CCOC(=O)c1ccc(S(=O)(=O)N2CCCC2c2cccn2C)cc1
62339,CCC(CO)NS(=O)(=O)c1ccc(Cl)c2ccccc12
83063,COc1ccc(C(=O)N2CCN(c3ncccn3)CC2)cc1S(=O)(=O)N1CCOCC1
11206,COc1cccc(N2CCN(S(=O)(=O)c3ccc(-c4ccno4)cc3OC)CC2)c1
71952,CCOC(=O)N1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)N3CCOCC3)c2)CC1
19650,COc1cc(S(=O)(=O)N2CCCC2)c(OC)cc1Cl
60865,CC1CC1C(=O)NCCC12CC3CC(CC(C3)C1)C2
47755,O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O
77246,CCN(CC)S(=O)(=O)c1ccc(N2CCN(S(=O)(=O)c3ccccc3)CC2)nc1
3220,CC(OC(=O)C1CCN(S(=O)(=O)c2ccc(C(C)(C)C)cc2)CC1)C(=O)N1CCOCC1
48887,COCCNC(=O)NC(=O)CN(CC(C)C)C1CC1
32776,CCCOc1cc(C)c(Cl)cc1S(=O)(=O)N1CCCCC1C
83106,COc1ccc(N2CCN(C(=O)c3ccc(Cl)c(S(=O)(=O)N4CCOCC4)c3)CC2)cc1
54770,CCCCCOc1ccc(S(=O)(=O)c2ccc(OCCCCC)cc2)cc1
30162,CCOC(=O)c1cn[nH]c1S(=O)(=O)N1CCCC1
76299,CCOC(=O)C1=C(N)N(c2cc(S(=O)(=O)N3CCOCC3)ccc2Cl)C(=O)C1
26245,CCOc1cc(S(=O)(=O)N(CCO)CCO)ccc1Cl
67500,CCCCC(=O)NC1C2CC3CC(C2)CC1C3
26898,Cc1cnc2c(S(=O)(=O)N(C)C3CCCCCC3)cccc2c1
71741,CC(=O)c1ccc(N2CCN(S(=O)(=O)c3cccc(S(=O)(=O)N4CCOCC4)c3)CC2)cc1
1605,O=S(=O)(c1ccc(Cl)c2ccccc12)N1CCCC1
8371,Cc1ccc2oc(=O)c(S(=O)(=O)N3CCN(C)CC3)cc2c1
