,rdkit_smiles
60323,O=S(=O)(NCCO)c1ccc(Cl)cc1Cl
60310,CC(O)CNS(=O)(=O)c1ccc(C(C)(C)C)cc1
4475,Cc1cnc2c(S(=O)(=O)N3CCCCC3)cccc2c1
46453,Cc1oc(-c2nc(C#N)c(N3CCCCCC3)o2)cc1S(=O)(=O)N1CCCCC1
46253,Cc1oc(-c2nc(C#N)c(N3CCCCCC3)o2)cc1S(=O)(=O)N1CCCC1
47111,O=C(O)CC(C(=O)O)C1CCCO1
38370,COC(=O)c1ccccc1NS(=O)(=O)c1c(C)cc(C)cc1C
81906,O=[N+]([O-])c1ccc(S(=O)(=O)N2CCC3(CC2)OCCN3S(=O)(=O)c2cccs2)cc1
59027,O=C(O)CCS(=O)(=O)C1CCCC1
30650,COc1cc(F)c(S(=O)(=O)N2CCC(C(N)=O)CC2)cc1OC
49844,CCCCCCOc1ccc(C(=O)CCC(=O)O)cc1
76156,CCOC(=O)N1CCN(C(=O)c2ccc(OC)c(S(=O)(=O)N3CCOCC3)c2)CC1
79014,Cc1nn(S(=O)(=O)c2ccc(C(C)C)cc2)c(C)c1S(=O)(=O)N1CCOCC1
76004,Cc1ccc(S(=O)(=O)N2CCN(C(=O)COC(=O)c3c(C)noc3C)CC2)c(C)c1
25826,Cc1ccc2nc(C)c(C(=O)N3CCN(S(=O)(=O)c4cc(F)ccc4F)CC3)cc2c1
63085,CC(C)=CC(=O)N(CC1CCOC1)C1CC1
53610,CCCCCOc1ccc(C(C)=O)cc1
83324,Cc1ccc(S(=O)(=O)N2CCN(C(=O)COC(=O)c3ccc([N+](=O)[O-])o3)CC2)c(C)c1
76710,COC(=O)CCC(=O)N1CN2CN(C(=O)CCC(=O)OC)CC([N+](=O)[O-])(C2)C1
200,CCCCN(CCCC)S(=O)(=O)c1ccc(OC)c2ncccc12
76198,CN1CCN(C(S)=Nc2cc(S(=O)(=O)N3CCOCC3)ccc2Cl)CC1
78324,COC(=O)c1cc(S(=O)(=O)N2CCN(c3ccc(C(C)=O)cc3)CC2)cn1C
53607,CCN(CC)S(=O)(=O)c1ccc(N(C)C)c(N)c1
48351,CCNC(=O)/C=C/c1ccc(C(=O)OC)cc1
66117,CC(NC(=O)[C@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]2OC(C)(C)O[C@H]21)C(=O)O
20295,CC(C)N(C)S(=O)(=O)c1ccc(Cl)c(C(=O)N2CCCC2C(=O)O)c1
82400,CCOC(=O)C1=C(COC(=O)c2cc(S(=O)(=O)N3CCOCC3)ccc2F)NC(=O)NC1C
52523,CCN(CC)S(=O)(=O)c1ccc(C)c(N)c1
206,Cc1nc(S(=O)(=O)N2CCOCC2)c(C#N)c(C)c1Cl
81019,Cc1ccc(S(=O)(=O)N2CCC(C(=O)N3CCCC(C(F)(F)F)C3)CC2)cc1C
71543,COc1ccc(C(=O)CSc2nnc(-c3ccc(S(=O)(=O)N4CCOCC4)cc3)o2)cc1
1027,O=S(=O)(c1ccc2oc3ccc(S(=O)(=O)N4CCOCC4)cc3c2c1)N1CCOCC1
37390,COc1ccc(S(=O)(=O)N2CCN(C(=O)N(C)C)C2C(C)C)cc1
70659,CC(C)CC(=O)NCC12CC3CC(CC(C3)C1)C2
16849,O=C(C1CCCCN1S(=O)(=O)c1ccccc1)N1CCCC1
49807,CC1(C)CC(OC(=O)CCCCC(=O)OC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1
49273,CC1(C)CC(OC(=O)CCCCCCCCC(=O)OC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1
53724,CC(C)[C@H](NC(=O)C12CC3CC(CC(C3)C1)C2)C(=O)O
60271,CCCNC(=O)NC(=O)CN(CC(C)C)C1CC1
55791,COC(=O)c1ccc(CBr)cc1
9625,Cc1ccc(C)c(NS(=O)(=O)c2cc(-c3cnc(C)o3)ccc2C)c1
202,CCOC(=O)N1CCN(S(=O)(=O)c2cc(OCC)ccc2OCC)CC1
78677,CC(=O)c1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)CC(=O)N4C)CC2)cc1
10590,Cc1ccccc1NS(=O)(=O)c1cnc(N)nc1
52140,CCCCOC(=O)COc1ccc(S(=O)(=O)c2ccc(OCC(=O)OCCCC)cc2)cc1
3738,Cc1cc(S(=O)(=O)Nc2ccccn2)ccc1Cl
74036,COc1cc(C(=O)N2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)cc(OC)c1OC
77915,Cc1nc2scc(C)n2c(=O)c1S(=O)(=O)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1
27841,COc1ccc(C(=O)Cn2c(=O)oc3cc(S(=O)(=O)N4CCOCC4)ccc32)cc1F
80463,CCOC(=O)N1CCN(C(=O)C2CCN(S(=O)(=O)c3ccc(OCC)cc3)CC2)CC1
81055,O=C(c1ccc(Cl)c(S(=O)(=O)N2CCCC2)c1)N1CCCC(C(F)(F)F)C1
52923,CCNC12CC3CC(CC(C3)C1)C2
58259,CCCC(=O)N1CCCCC1C(=O)O
32791,Cc1ccc(C)c(S(=O)(=O)Nc2cccc3cccnc23)c1
63658,COCCOc1ccc(S(=O)(=O)N(C)C(C)(C)C(=O)OC)cc1
81051,Cc1ccc(C(=O)N2CCCC(C(F)(F)F)C2)cc1S(=O)(=O)N1CCCCC1
32150,Cc1c(Cl)cccc1S(=O)(=O)N(Cc1cccnc1)C1CC1
22453,COC(=O)C1CCCCN1S(=O)(=O)c1cc(Cl)ccc1Cl
26184,Cc1ccc2nc(C)c(C(=O)N3CCN(S(=O)(=O)c4ccc(C#N)cc4)CC3)cc2c1
17631,Cc1cc(C)c(NS(=O)(=O)c2cccc(C(F)(F)F)c2)c(C)c1
48591,CNCC12CC3CC(CC(C3)C1)C2
63816,COC(=O)CCNC(=O)CCC1CCCC1
8214,Cc1cc2c(cc1S(=O)(=O)N1CCC(C(=O)N3CCN(C)CC3)CC1)OC(C)C(=O)N2
33875,COc1ccc(CN(C)S(=O)(=O)c2ccc3c(c2)OCCCO3)cc1OC
34177,COc1ccc(CCC2CCN(C(=O)C3CCN(S(=O)(=O)c4ccc(C)cc4C)CC3)CC2)cc1
25350,COc1ccc2cc(C(=O)N3CCN(S(=O)(=O)c4ccc(C)cc4)CC3)c(C)nc2c1
19137,O=S(=O)(c1ccc2c(c1)CCN2)N1CCCCC1
825,CCOC(=O)N1CCN(S(=O)(=O)c2ccc(OCC)c(C)c2)CC1
30428,Cc1cnc2c(S(=O)(=O)N3CCN(C)CC3)cccc2c1
24597,Cc1ccc(C(=O)C(C)OC(=O)c2ccc(S(=O)(=O)N(C)C)cc2)cc1C
4490,Cc1cnc2c(S(=O)(=O)N(CC(C)C)C3CC3)cccc2c1
81901,O=S(=O)(c1cc(F)ccc1F)N1CCC2(CC1)OCCN2S(=O)(=O)c1cccs1
49879,Cc1ccc(S(=O)(=O)NCC(=O)O)cc1
52313,CCN(CC)S(=O)(=O)c1cc(N)ccc1C
1247,O=C(C1CCCCN1S(=O)(=O)c1ccccc1)N1CCCCC1
54203,CCCCCCCOc1ccc(C(C)=O)cc1
62689,CCN(C(=O)CCl)C1CCCCC1
48405,CC(C)(C)C(=O)C[S+]1CCCC1
76994,CC(=O)NS(=O)(=O)c1ccc2c(c1)C(=O)c1cc(S(=O)(=O)NC(C)=O)ccc1-2
72997,O=C(c1cc(S(=O)(=O)N2CCOCC2)c(Cl)cc1Cl)N1CCCCC1
63668,CCN(C(=O)C1CCCO1)C1CC1
82727,COc1ccc(C(=O)N(C)Cc2ccc(OC)c(OC)c2OC)cc1S(=O)(=O)N1CCOCC1
8975,Cc1nc(S(=O)(=O)N2CCC(C(=O)N3CCN(c4ccc(Cl)cc4)CC3)CC2)cn1C
59025,NCCCOCC(F)(F)F
4549,CCCN(CCC)S(=O)(=O)c1ccc(OC)c2ncccc12
75965,CCOC(=O)N1CCN(C(S)=Nc2cc(S(=O)(=O)N3CCOCC3)ccc2Cl)CC1
29440,CC(=O)c1ccc(S(=O)(=O)N2CCN(C(=O)c3cc(C)no3)CC2)cc1
73899,O=C1CCC(C(=O)O)N1
61615,COCCOc1ccc2c(C)cc(=O)oc2c1
11232,Cc1ccc(S(=O)(=O)N2CCCC2c2cc(C(C)C)no2)cc1C
72999,CCOC(=O)C1CCN(C(=O)c2ccc(Cl)c(S(=O)(=O)N3CCOCC3)c2)CC1
80849,CC1CCN(C(=O)COC(=O)c2cc(S(=O)(=O)N3CCOCC3)ccc2Cl)CC1
83354,Cc1ccc(C(=O)N2CCCC(C(F)(F)F)C2)cc1S(=O)(=O)N1CCOCC1
68400,O=C(O)CNS(=O)(=O)c1ccc(I)cc1
54778,CC(=O)NC12CC3(C)CC(C)(CC(C)(C3)C1)C2
50112,CCOC(=O)c1[nH]c(C=O)c(C(C)=O)c1C
64582,OCC(CO)(CO)NCC(O)CNC(CO)(CO)CO
58646,O=C1CCC(C(=O)O)CC1
79009,Cc1nn(S(=O)(=O)c2ccc(F)cc2)c(C)c1S(=O)(=O)N1CCCCC1
17124,CCOC(=O)c1c(C)[nH]c(C(=O)CSc2nnc(C)s2)c1C
66438,CC(C)CCNCCCCCN
50118,CC(=O)C12CC3CC(C1)CC(C(C)=O)(C3)C2
8979,CC(=O)c1ccc(N2CCN(C(=O)C3CCN(S(=O)(=O)c4cn(C)c(C)n4)CC3)CC2)cc1
29139,Cc1cc(C(=O)N2CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)on1
6303,COc1ccc(S(=O)(=O)N(CC(F)(F)F)C2CC2)c2cccnc12
76365,COc1cc(C(=O)N2CCN(S(=O)(=O)c3cccs3)CC2)cc(OC)c1C
33923,O=S(=O)(Nc1cccnc1O)c1ccccc1Cl
11331,Cc1ccc2c(c1)Oc1cc(Cl)c(S(=O)(=O)N(C)C)cc1C(=O)N2
8330,CCCCC(=O)n1ccn(S(=O)(=O)c2ccc(C)cc2)c1=O
77384,CCS(=O)(=O)N1CCN(S(=O)(=O)c2ccc(S(=O)(=O)NC3CC3)cc2)CC1
76148,Cc1ccc(S(=O)(=O)N2CCN(C(=O)CSc3nnnn3C)CC2)c(C)c1
78789,CN(Cc1ccco1)C(=O)Cn1cc(S(=O)(=O)N2CCCC2)c(S(=O)(=O)N2CCCC2)c1
81793,CN(C(=O)c1ccc(S(=O)(=O)N2CCCCC2)cc1)C1CCS(=O)(=O)C1
73849,O=C(O)c1c2c(nc3ccc(S(=O)(=O)N4CCC(C(=O)N5CCCCC5)CC4)cc13)CCCC2
79008,Cc1nn(S(=O)(=O)c2ccc(F)cc2)c(C)c1S(=O)(=O)N1CCOCC1
10165,Cn1ccc2cc(S(=O)(=O)N3CCC(C(=O)N4CCOCC4)CC3)ccc21
8354,CC1CCCN(S(=O)(=O)c2cc3cc(Br)ccc3oc2=O)C1
82520,COc1ccc(N2CCN(C(=O)c3cccc(S(=O)(=O)N4CCOCC4)c3)CC2)cc1
31769,CN(Cc1ccc2c(c1)OCCO2)S(=O)(=O)c1cnn(C)c1
51572,Cc1ccccc1NS(=O)(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12
33988,Cc1ccc(S(=O)(=O)N2CCC(C(=O)OC(C)C(=O)N3CCCCCC3)CC2)cc1C
5382,COCC(=O)N1CCC2(CC1)OCCN2S(=O)(=O)c1c(C)cc(C)cc1C
78395,CC(=O)c1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)NC(=O)CO4)CC2)cc1
63213,COC(=O)c1ccc(CN(C)C(=O)C(C)(C)C)cc1
73481,CCOC(=O)N1CCN(S(=O)(=O)c2cc(OCC(N)=O)c(C)cc2Cl)CC1
81796,CC(C)CN(C(=O)c1ccc(S(=O)(=O)N2CCCCC2)cc1)C1CCS(=O)(=O)C1
73462,CCOC(=O)N1CCN(C(=O)CN(C)S(=O)(=O)c2ccc(OC)c(OC)c2)CC1
76308,CN(C)S(=O)(=O)c1ccc(C(=O)N2CCN(S(=O)(=O)c3cccs3)CC2)cc1
8342,O=c1oc2ccc(Cl)cc2cc1S(=O)(=O)N1CCCC1
68031,CC(=O)NN=C(N)S
63143,CCOCCCNC(=O)CC1CCCC1
33388,Cc1cc(Cl)ccc1NS(=O)(=O)c1ccccc1C#N
81499,CCc1noc(C)c1C(=O)N1CCN(S(=O)(=O)c2ccc(C(C)=O)cc2)CC1
53991,O=C(O)CCC(NS(=O)(=O)c1cccc(Cl)c1)C(=O)O
46243,Cc1oc(-c2nc(C#N)c(N3CCOCC3)o2)cc1S(=O)(=O)N1CCCC1
19059,CCCCN(C1CCS(=O)(=O)C1)S(=O)(=O)c1ccc(OC)c(OC)c1
62737,CCN(C(=O)CSC1CCCC1)C1CCCCC1
48869,CNC(=O)NC(=O)CN(CCC(C)C)C1CC1
25421,Cc1ccc(S(=O)(=O)N2CCN(C(=O)C3CC(=O)Nc4cc(F)ccc43)CC2)c(C)c1
64603,CNC1[C@@H]2C[C@@H]3C[C@H]1CC(O)(C3)C2
81794,CCN(C(=O)c1ccc(S(=O)(=O)N2CCCCC2)cc1)C1CCS(=O)(=O)C1
17304,COc1ccc(C(=O)O)cc1S(=O)(=O)Nc1cc(Cl)ccc1Cl
75337,CCOC(=O)N1CCN(C(=O)C2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)CC1
28099,CCOc1ccc(C2CCCN2S(=O)(=O)CCN(C)S(=O)(=O)c2ccc(F)cc2)cc1
59282,CCCCCNC(=O)N(C)Cc1ccc(C(=O)OC)cc1
24443,O=C(C1=Cc2cc(Cl)ccc2OC1)N1CCN(S(=O)(=O)c2cc(F)ccc2F)CC1
36647,CCOC(=O)c1c(S(=O)(=O)N2CCCCC2)nn(C)c1C
22706,O=S(=O)(c1cccc2c1N=S=N2)N(Cc1ccncc1)C1CC1
50182,COc1ccc(Oc2ccc(Oc3ccc(OC)cc3)cc2)cc1
70979,CC1(C)CC(OC(=O)CCC(=O)OC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1
14511,COc1ccc(-n2nnnc2C2CCN(S(=O)(=O)c3cc(Cl)ccc3OC)CC2)cc1
33994,Cc1cc(C(=O)N2CCCCCC2)cc(S(=O)(=O)N2CCC(C)CC2)c1C
63585,CCN(CC1CCOC1)C(=O)C=C(C)C
74514,Cc1ccc(S(=O)(=O)N2CCC(C(=O)N(C)C3CCS(=O)(=O)C3)CC2)cc1
23963,COc1cc(NS(=O)(=O)c2ccccc2Cl)c(C(=O)O)cc1OC
51249,CCOCCCNC(=O)C(NC(=O)C1CCC(CC)CC1)C(C)C
35858,O=C(C1CCCN1S(=O)(=O)c1ccccc1)N1CCCCC1
19138,CCN(CC)S(=O)(=O)c1ccc2c(c1)CCN2
30614,CCOc1ccc(CN(C)S(=O)(=O)c2cnn(C)c2)cc1OC
3697,Cc1cnc2c(S(=O)(=O)N3CCCC3C(=O)N(C)C)cccc2c1
76433,COc1ccc(CC(=O)N(C)C2CCCCC2)cc1S(=O)(=O)N1CCOCC1
61578,CCC(NC(=O)C1CCOC1)C12CC3CC(CC(C3)C1)C2
9331,CCOC(=O)c1cc(-c2ccc(S(=O)(=O)Nc3cccc(Cl)c3C)s2)on1
70443,CCCCCOc1ccc(/C=C/C(=O)O)cc1
78420,COc1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)NC(=O)CS4)CC2)cc1
30528,COc1cc(C)c(C(C)C)cc1S(=O)(=O)N1CCC(C)CC1
77031,CCOC(=O)N1CCN(C(=O)CCc2ccc(S(=O)(=O)NC(C)C)cc2)CC1
63552,CCCN(CCOC)Cc1ccc(C#N)cc1
54601,COC(=O)c1cc(/C=C/C(=O)O)oc1C
9626,Cc1ccc(NS(=O)(=O)c2cc(-c3cnc(C)o3)ccc2C)c(C)c1
14510,COc1ccc(-n2nnnc2C2CCN(S(=O)(=O)c3cc(F)ccc3C)CC2)cc1
72104,Cn1cc(S(=O)(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)c(=O)n(C)c1=O
41729,CCn1cc(S(=O)(=O)N2CCN(c3ccc(C(C)=O)cc3)CC2)cn1
74747,CCN(CC)S(=O)(=O)c1ccc(C(=O)OCn2c(SC)nnc(C)c2=O)cc1
11799,Cc1sc(-c2nc(-c3cccc(Cl)c3)no2)cc1S(=O)(=O)N1CCC2(CC1)OCCO2
24866,Cc1ccc(S(=O)(=O)N2CCC(C(=O)OC(C)C(=O)N3CCCC3)CC2)cc1
63736,CCOC(=O)CN(CC(=O)NC1(C#N)CCCC1)C1CC1
87,CCOCCn1c(SCC)nc2c1c(=O)[nH]c(=O)n2C
54338,NC(=O)CNS(=O)(=O)c1ccc(C(=O)O)cc1
53244,Cc1c(C)c(C)c(C(=O)O)c(C)c1C
80993,CCOc1ccc(S(=O)(=O)N2CCN(C(=O)CCC(=O)N3CCOCC3)CC2)cc1
61846,CCOCCCNC(=O)C1CCCCC1
1048,COc1ccc(S(=O)(=O)N(CC(C)C)CC(C)C)c2cccnc12
22049,Cc1cccc(C)c1NS(=O)(=O)c1ccc(S(=O)(=O)N2CCCC2)cc1
62894,CC(NC(=O)CCC1CCCO1)C1CCCO1
77763,CCOc1ccc(S(=O)(=O)N2CCC(C(=O)N3CCOCC3)CC2)cc1Cl
55638,N=C(N)CCl
40491,CC1=CC(C)(C)N(S(=O)(=O)c2ccc(Cl)cc2)c2cc(C)ccc21
26683,Cc1ccc(S(=O)(=O)N2CCCc3ccccc32)c(C)c1
61422,COCCNC(=O)CC(C)C1CCCCC1
49654,O=C(O)CNS(=O)(=O)c1ccccc1Br
19058,COc1ccc(S(=O)(=O)N(CC(C)C)C2CCS(=O)(=O)C2)cc1C
81797,CN(C(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1)C1CCS(=O)(=O)C1
74746,CSc1nnc(C)c(=O)n1COC(=O)c1ccc(S(=O)(=O)N2CCCC2)cc1
35172,Cc1cc(C)c(S(=O)(=O)N(CC(=O)O)Cc2ccc(Cl)cc2)c(C)c1
76,COCc1nnc(NS(=O)(=O)c2ccccc2)s1
80670,Cc1ccc(S(=O)(=O)N2CCN(C(=O)CN3C(=O)NC4(CCCC4)C3=O)CC2)c(C)c1
78602,CCOC(=O)C1CCN(S(=O)(=O)c2ccc3c4c2CC(=O)N4CC(C)S3)CC1
57676,CC(c1ccccc1)N(C)S(=O)(=O)c1cccc2c1N=S=N2
9049,Cc1cc(-c2ccc(S(=O)(=O)N3CCN(c4cc(Cl)ccc4C)CC3)s2)on1
66778,Cc1ccc(S(=O)(=O)NCCO)cc1C(=O)O
78094,COc1ccccc1-c1nnc(C2CCN(S(=O)(=O)c3ccccc3[N+](=O)[O-])CC2)o1
82885,COc1ccc(C(=O)OCC(=O)N2CCCCCC2)cc1S(=O)(=O)N1CCOCC1
3616,CN(C)C(=O)CNS(=O)(=O)c1ccc(Cl)cc1F
24493,COc1ccc2cc(CN(C)C(=O)C3CCN(S(=O)(=O)c4cc(F)ccc4F)CC3)ccc2c1
55147,CCOC(=O)c1c(C)[nH]c(C(=O)OC(C)C(N)=O)c1C
37344,Cc1ccc(S(=O)(=O)N2CCN(C(=O)N(C)C)C2C(C)C)cc1
81451,COc1ccc(CN(C)C(=O)Cc2ccc(OC)c(S(=O)(=O)N3CCOCC3)c2)cc1
66238,NC(=O)CSS(=O)(=O)[O-]
60288,Cc1ncncc1C(=O)O
73317,O=S(=O)(c1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)OCCO4)CC2)nc1)N1CCCC1
41995,CCn1cc(S(=O)(=O)N2CCN(c3cccc(OC)c3)CC2)cn1
24533,COc1ccc(CN(C(=O)c2cc(O)nc3ccc(S(=O)(=O)N4CCOCC4)cc23)C2CC2)cc1
5883,CCSc1nnc(-c2nn(C)c3c2CN(S(=O)(=O)c2ccc(OC)cc2)CC3)n1C
48275,C=CCNC(=O)NC(=O)C12CC3CC(CC(C3)C1)C2
52014,CCCCCCOc1ccc(C=O)cc1
24510,CC(=O)c1ccc(S(=O)(=O)N2CCCC2c2cccn2C)cc1
74215,CCOC(=O)N1CCN(C(=O)C2CCN(S(=O)(=O)c3ccccc3)CC2)CC1
61665,C=CCNC(=O)C(NC(C)=O)C1CCCC1
66754,CN(C)CCCNCCCN
36766,Cc1ccc(S(=O)(=O)N(CC(N)=O)Cc2c(F)cccc2Cl)cc1
20207,Cn1cccc1C1CCCCCN1S(=O)(=O)c1ccc(S(=O)(=O)N2CCCC2)cc1
3878,O=S(=O)(c1ccc2c(c1)CCN2)N1CCOCC1
32647,COc1ccc(S(=O)(=O)N2CCC(C)CC2)c2cccnc12
42086,Cc1nc(S(=O)(=O)N2CCCCC2)c(C#N)c(C)c1Cl
83075,COc1ccc(C(=O)OCC(=O)N2CCC(C)CC2)cc1S(=O)(=O)N1CCOCC1
40602,CCCSc1nc2c(c(=O)[nH]c(=O)n2C)n1CCOCC
61251,CCN(CC(=O)NC(=O)NC)C1CC1
79011,Cc1nn(S(=O)(=O)c2ccc(Br)cc2)c(C)c1S(=O)(=O)N1CCOCC1
60866,C#CCNS(=O)(=O)c1ccc(CCC(=O)O)cc1
15561,Cc1cc(C)c(NS(=O)(=O)c2ccc(N3C(=O)CCS3(=O)=O)cc2C)c(Cl)c1
75103,COc1ccccc1NS(=O)(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1
33712,COc1cc(F)ccc1NS(=O)(=O)c1cc(C(=O)O)ccc1OC
28793,O=S(=O)(c1cccc(Br)c1)N1CCOCC1
15919,CCn1nc(-c2ccc(C)c(S(=O)(=O)N3CCCC3)c2)c2c(c1=O)CCCC2
65039,CCCCCCCCOc1ccc(/C=C/C(=O)O)cc1
321,CCOCCn1c(SC)nc2c1c(=O)[nH]c(=O)n2C
9282,CC(=O)c1ccc(N2CCN(S(=O)(=O)c3ccc(-c4cc(C)n[nH]4)s3)CC2)cc1
82809,CC1CCCCN1C(=O)COc1ccc(S(=O)(=O)N2CCCC2)cc1[N+](=O)[O-]
3451,CN(C)S(=O)(=O)c1ccc(Cl)c2ccccc12
81619,Cc1c(S(=O)(=O)N2CCN(c3cccc(Cl)c3)CC2)c(=O)n(C)c(=O)n1C
52846,CCN(CC)S(=O)(=O)c1ccc(/C=C/C(=O)OCC(=O)C(C)(C)C)cc1
51252,CC(C)CC(NC(=O)C1CCC(C)CC1)C(=O)O
8347,O=c1oc2ccc(Cl)cc2cc1S(=O)(=O)N1CCCCC1
82847,CC(=O)c1ccc(N2CCN(C(=O)C3CCN(S(=O)(=O)c4ccc(F)cc4)CC3)CC2)cc1
82650,N#Cc1ccccc1S(=O)(=O)N1CCN(C(=O)c2cccc(S(=O)(=O)N3CCCC3)c2)CC1
59270,COC(=O)C(C)(C)NC(=O)CCNC(=O)C1CCCC1
78280,CN(C(=O)Cn1c(=O)oc2cc(S(=O)(=O)N3CCCC3)ccc21)C1CCCCC1
18208,CCN(CC)S(=O)(=O)c1ccc(OC)c(NS(=O)(=O)c2ccc3ccccc3c2)c1
54048,CCOC(=O)c1[nH]c(C)c(C(=O)OC(C)C(C)=O)c1C
68149,CC(O)CNS(=O)(=O)c1cc(Cl)c(Cl)cc1Cl
74745,CSc1nnc(C)c(=O)n1COC(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1
83319,CCN(CC)C(=O)COC(=O)C1CCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1
62341,Cc1cc(C)c(S(=O)(=O)NCCO)cc1C
68152,Cc1cc(S(=O)(=O)NCC(C)O)c(C)cc1Cl
42314,O=c1ccc2cc(S(=O)(=O)N3CCCCC3)ccc2o1
50863,O=C(O)CNS(=O)(=O)c1ccc(Cl)cc1
699,COCc1nnc(NS(=O)(=O)c2ccc(Br)cc2)s1
80847,CC1CCN(C(=O)COC(=O)c2ccc(F)c(S(=O)(=O)N3CCOCC3)c2)CC1
19430,COc1cc(OC)c(C2SCCN2S(=O)(=O)c2ccc(C)cc2)cc1OC
73498,CC1CCN(S(=O)(=O)c2cccc(C(=O)N(C)C3CCS(=O)(=O)C3)c2)CC1
8353,CC1CCCN(S(=O)(=O)c2cc3ccccc3oc2=O)C1
9632,Cc1ncc(-c2ccc(C)c(S(=O)(=O)N3CCN(c4ccc(F)cc4)CC3)c2)o1
46499,Cc1oc(-c2nc(C#N)c(N3CCCCCC3)o2)cc1S(=O)(=O)N1CCOCC1
9051,Cc1cccc(N(C)S(=O)(=O)c2cc(-c3cc(C)no3)ccc2C(C)C)c1
643,CCN(CC)S(=O)(=O)c1ccc(Oc2cccc(C(C)=O)c2)nc1
25830,Cc1ccc2nc(C)c(C(=O)N3CCN(S(=O)(=O)c4ccc(F)cc4)CC3)cc2c1
2850,CCOc1ccc(N(C)S(=O)(=O)c2cc(-c3cc(C)no3)ccc2OC)cc1
61453,CN(C)S(=O)(=O)c1ccc(CN)s1
13349,Cc1ccc(C)c(N2CCN(S(=O)(=O)c3c(C)nc4scc(C)n4c3=O)CC2)c1
23219,Cc1cc(C)c(S(=O)(=O)Nc2cccc3cccnc23)c(C)c1
80846,CC1CCCC(C)N1C(=O)COC(=O)c1ccc(F)c(S(=O)(=O)N2CCOCC2)c1
82332,Cc1ccc(NS(=O)(=O)c2ccc3c(c2)OCCCO3)cc1S(=O)(=O)N1CCOCC1
26892,Cc1cnc2c(S(=O)(=O)N(C)CC3CCCCC3)cccc2c1
25031,CCOCCn1c(SCC(=O)O)nc2c1c(=O)[nH]c(=O)n2C
23278,COc1cc(NS(=O)(=O)c2ccccc2Br)c(C(=O)O)cc1OC
16794,CN(CCC#N)S(=O)(=O)c1cc(Br)ccc1Br
9623,Cc1ncc(-c2ccc(C)c(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)c2)o1
15432,CCOc1ccc(N(Cc2nc3nc(C)cc(C)n3n2)S(=O)(=O)c2ccc(C)cc2)cc1
83059,COc1ccc(S(=O)(=O)N2CCN(C(=O)c3ccc(O)nn3)CC2)cc1OC
18956,Cc1ccc(S(=O)(=O)N2CCN(C(C)c3nc4ccccc4c(=O)[nH]3)CC2)c(C)c1
73199,CC(=O)NS(=O)(=O)c1ccccc1
82684,COc1ccc(S(=O)(=O)N2CCC(C(=O)NN3CCCCC3)CC2)cc1OC
32507,CC(=O)N1CCN(S(=O)(=O)c2cccc3cc(C)cnc23)CC1
82528,CC1CC(C)CN(C(=O)c2ccc(Br)c(S(=O)(=O)N3CCOCC3)c2)C1
19060,CCCCN(C1CCS(=O)(=O)C1)S(=O)(=O)c1ccc(OC)c(C)c1
697,COCc1nnc(NS(=O)(=O)c2ccc(C)cc2)s1
73343,N#Cc1ccccc1S(=O)(=O)N1CCN(c2ccc(S(=O)(=O)N3CCOCC3)cn2)CC1
71740,O=S(=O)(c1cccc(S(=O)(=O)N2CCN(c3ncccn3)CC2)c1)N1CCOCC1
8348,COc1cccc2cc(S(=O)(=O)N3CCCCC3)c(=O)oc12
8357,COc1cccc2cc(S(=O)(=O)N3CCCCCC3)c(=O)oc12
11333,CCN(C)S(=O)(=O)c1cc2c(cc1Cl)Oc1cc(C)ccc1NC2=O
35216,COc1ccc(-c2noc(-c3ccc(S(=O)(=O)N(C)C)o3)n2)cc1
76188,O=S(=O)(c1ccc(N2CCN(S(=O)(=O)c3ccccc3)CC2)nc1)N1CCCC1
81807,O=C(O)c1ccc(S(=O)(=O)N2CCC3(CC2)CC(=O)c2ccccc2O3)cc1
64056,CC(=O)/C=C(\N)C(Cl)(Cl)Cl
47066,COC(=O)c1cncc(C(=O)OC)c1
74473,CN1CCN(S(=O)(=O)c2ccc(N3CCN(S(=O)(=O)c4cccs4)CC3)nc2)CC1
79059,CCOC(=O)CN1C(=O)CSc2ccc(S(=O)(=O)N3CCOCC3)cc21
74546,CC(C)CNS(=O)(=O)c1ccc(S(=O)(=O)N2CCC3(CC2)OCCO3)cc1
