ID smiles score
CPD002393211 Cn1nc(C(=O)OCC(=O)NC(C)(C)C)c2ccccc2c1=O -2.970
CPD002374750 Cc1cc(C)c2C(=O)C=C(Oc2c1)C(=O)N(Cc3cccs3)C4CCS(=O)(=O)C4 -5.905
CPD002398426 CCOc1ccc(cc1)C2CCCN2C(=O)c3csc(n3)c4ccsc4 -6.199
CPD002403865 O=C(N1CCCN(Cc2ccccc2)CC1)C3=Cc4ccccc4OC3=O -6.681
CPD002240896 CC(=O)Nc1ccc2oc(nc2c1)c3cncc(Br)c3 -4.754
CPD002393212 Clc1ccc(NC(=O)COC(=O)c2cc(=O)c3ccccc3o2)cc1 -6.454
CPD002398427 Cc1ccc(NC(=O)CSc2ncccc2C#N)cc1C -4.758
CPD002396010 CC(NC(=O)CSc1nnc(COc2ccccc2Cl)n1C)c3ccc4ccccc4c3 -8.185
CPD002240938 CCOC(=O)c1c(C)n(C2CCCC2)c3ccc(O)cc13 -4.017
CPD002371682 CCOC(CNC(=O)c1ccc2n(cnc2c1)c3ccc(OCc4ccccc4)cc3)OCC -4.083
CPD002401100 CCCCCN1CCN(CC1)c2nc3n(C)c(=O)[nH]c(=O)c3n2Cc4ccccc4F -3.665
CPD002374751 CCCOc1ccc(CN(C2CCS(=O)(=O)C2)C(=O)C3=CC(=O)c4c(C)cc(C)cc4O3)cc1 -6.556
CPD002403866 OC(=O)C1=NN(CC(=O)N2CCCCCCC2)C(=O)c3ccccc13 -4.554
CPD002398429 CSCCC(NC(=O)c1ccccc1Cl)C(=O)Nc2cc(C)cc(C)c2 -3.955
CPD002393213 Fc1ccc(NC(=O)COC(=O)c2ccccc2OCc3ccccc3)cc1 -5.311
CPD002241018 COC(=O)c1ccn(Cc2ccc(Cl)c(Cl)c2)n1 -3.571
CPD002398430 Cc1ccc(C)c(NC(=O)CSCc2onc(C)c2)c1 -2.778
CPD002393214 CC(C)(C)C(=O)COC(=O)c1ccccc1Cl -3.977
CPD002396011 CCC1(NC(=O)N(NC(=O)c2nn(c3ccccc3)c(=O)c4ccccc24)C1=O)c5ccccc5 -7.009
CPD002374752 Cc1cc(C)c2C(=O)C=C(Oc2c1)C(=O)N(Cc3occc3)C4CCS(=O)(=O)C4 -6.110
CPD002401101 CN1C(=O)NC(=O)c2c1nc(N3CCN(C\C=C\c4ccccc4)CC3)n2Cc5ccc(C)cc5 -6.148
CPD002403867 CC(Sc1nc(O)c2c(C)cc(C)nc2n1)C(=O)Nc3ccc(cc3)C(=O)C -6.651
CPD002371683 CCOc1ccc(cc1)n2c(C)nc3cc(ccc23)C(=O)NCc4ccc(F)cc4 -5.029
CPD002241032 COC(=O)c1[nH]c2ccc(C)cc2c1NC(=O)CCN3CCCC(C)C3 -3.027
CPD002398431 Cc1cc(CSCC(=O)Nc2c(C)cccc2C)on1 -2.784
CPD002401102 COCCn1c(NCCO)nc2n(C)c(=O)[nH]c(=O)c12 -4.399
CPD002403868 CC(OC(=O)C1=CC(=O)c2cc(Cl)ccc2O1)C(=O)NC3CC3 -5.404
CPD002393215 NC(=O)C1CCN(CC1)C(=O)c2cc(nc3ccccc23)c4ccc(cc4)c5ccccc5 -5.769
CPD002396012 C=CCNc1nc(cs1)c2ccc(cc2)S(=O)(=O)N3CCCCCC3 -7.189
CPD002374753 Cc1cc(C)c2C(=O)C=C(Oc2c1)C(=O)N(Cc3ccc(F)cc3)C4CCS(=O)(=O)C4 -6.879
CPD002371684 CN(c1ccccc1)c2ncnc3sc(C(=O)Nc4cccc(Cl)c4)c(C)c23 -6.245
CPD002401103 CC(=C)Cn1c(SCC(=O)N)nc2n(C)c(=O)[nH]c(=O)c12 -3.813
CPD002398433 CC(C)CNC(=O)CN1C(=O)N(C)c2ncn(C)c2C1=O -6.468
CPD002241043 CCOC(=O)C(C)Sc1nc2n(C)c(=O)[nH]c(=O)c2n1Cc3cccc(Br)c3 -5.213
CPD002403869 CC(C)CN1C(=O)NC(=O)c2c1nc(cc2C(=O)O)C3CC3 -4.721
CPD002396013 CCC(C)NC(=O)c1cc2cc(OC)ccc2oc1=O -4.701
CPD002393216 O=C(N1CCN(CC1)c2ncccn2)c3cc(nc4ccccc34)c5ccc(cc5)c6ccccc6 -6.019
CPD002374754 Cc1cc(C)c2C(=O)C=C(Oc2c1)C(=O)N(Cc3occc3)Cc4ccccc4 -7.068
CPD002403870 OC(=O)c1ccc(F)c(c1)S(=O)(=O)N2CCC2 -5.160
CPD002371685 COc1ccc(NC(=O)c2sc3ncnc(N(C)c4ccccc4)c3c2C)cc1Cl -5.465
CPD002241071 CCOC(=O)CSc1nc2n(C)c(=O)[nH]c(=O)c2n1C -6.035
CPD002401104 CC(=C)CSc1nc2n(C)c(=O)[nH]c(=O)c2n1CCCc3ccccc3 -5.331
CPD002398434 O=C(Nc1cccc(c1)S(=O)(=O)N2CCCCC2)c3ccc(OCc4cn5ccccc5n4)cc3 -5.530
CPD002396014 CCCOc1cc(C)c(Cl)cc1S(=O)(=O)N2CCCC2 -5.200
CPD002393217 NC(=O)c1ccccc1NC(=O)c2cc(=O)c3ccccc3o2 -5.588
CPD002374755 CC(C)Cc1nnc(NC(=O)c2cc(=O)c3cc(C)cc(C)c3o2)s1 -5.417
CPD002403871 COc1ccc(OC)c(c1)N2CC(CC2=O)C(=O)O -3.157
CPD002241073 Cc1cccc(Cn2c(SCC(=O)N)nc3n(C)c(=O)[nH]c(=O)c23)c1 -4.394
CPD002371687 COc1cccc(NC(=O)c2sc3ncnc(N(C)c4ccccc4)c3c2C)c1 -4.872
CPD002398435 CN(CC(=O)Nc1ccccc1C(=O)NC2CC2)Cc3ccc(F)cc3 -4.253
CPD002396015 CCC(C)NC(=O)COC(=O)c1c[nH]c2ccccc12 -3.517
CPD002393218 CCCc1cc(=O)oc2c(C)c(OCC(=O)c3ccc(OC)cc3)ccc12 -4.645
CPD002401106 Cn1c(=O)[nH]c(=O)c2n(CC=C)c(nc12)N3CCN(CC3)c4cccc(Cl)c4 -5.116
CPD002374756 Cc1nnc(NC(=O)c2cc(=O)c3ccc(C)c(C)c3o2)s1 -4.970
CPD002403872 CN(CC1CCCCC1)S(=O)(=O)c2cccc3cc(C)cnc23 -5.815
CPD002241078 CCC(C(=O)Nc1ccc(cc1)N(C)C)n2nnc3ccccc3c2=O -4.506
CPD002396016 Fc1ccc(cc1)c2nnn(CC(=O)c3ccccc3)n2 -5.092
CPD002393219 Cc1cc(C)n(n1)c2ncnc3scc(c4ccccc4Cl)c23 -6.078
CPD002371688 COc1cc(NC(=O)c2sc3ncnc(N(C)c4ccccc4)c3c2C)cc(OC)c1OC -4.462
CPD002374757 CCCc1nnc(NC(=O)c2cc(=O)c3ccc(C)c(C)c3o2)s1 -5.573
CPD002398436 O=C(COC(=O)c1csc(NCc2ccccc2)n1)N3CCNC3=O -4.142
CPD002403873 CCCN(CC(=O)Nc1ccccc1C)S(=O)(=O)c2cccc3cc(C)cnc23 -6.336
CPD002401107 CN(Cc1ccccc1)c2nc3n(C)c(=O)n(C)c(=O)c3n2CCSc4nc5ccccc5o4 -3.831
CPD002241164 CN(CCO)C(=O)c1onc(n1)c2cccc3[nH]ccc23 -6.075
CPD002396017 CCCOc1cc2cc(cnc2cc1OCCC)C(=O)c3ccccc3O -4.913
CPD002398437 COc1cc(OC)cc(\C=C\c2ccc3cccc(O)c3n2)c1 -6.007
CPD002393220 CC1=C(C(NC(=O)N1)c2ccc(Br)cc2)C(=O)Nc3ccc(C)cc3C -6.468
CPD002401108 CCOCCn1c(SCC(=O)OC)nc2n(C)c(=O)[nH]c(=O)c12 -3.544
CPD002396018 CNc1snc(C)c1C(=O)OC(C)C(=O)NC2CCCC2 -2.153
CPD002241182 CC(C)(C)OC(=O)N1CCN(CC1)C(C(=O)O)c2c[nH]c3ccccc23 -2.690
CPD002374759 Cc1ccc2C(=O)C=C(Oc2c1C)C(=O)N(Cc3ccc(Cl)cc3)C4CCS(=O)(=O)C4 -6.853
CPD002403874 Cc1ccnc(NC(=O)Cc2ccc(Cl)cc2Cl)c1 -3.093
CPD002371689 CSCCC(NS(=O)(=O)c1ccc2n(C)c(=O)oc2c1)C(=O)Nc3ccc(C)cc3Cl -5.629
CPD002393221 Nc1nnc(SCC(=O)NCc2ccccc2Cl)[nH]1 -4.239
CPD002398438 CCOc1ccc(\C=C\C(=O)Nc2cccc3cccnc23)cc1OC -6.219
CPD002396019 CNc1snc(C)c1C(=O)OC(C)C(=O)NC2CCCCC2 -2.553
CPD002401109 CC(C)CCn1c(SCCc2ccccc2)nc3n(C)c(=O)n(C)c(=O)c13 -4.309
CPD002398439 Cc1onc(C)c1CCC(=O)Nc2nc(cs2)c3ccc4OCCc4c3 -7.423
CPD002393222 O=C(Nc1cccc2cccnc12)NC3(CC4CC5CC(C4)C3)C5 -5.367
CPD002241197 COc1cc2cc(C(=O)N[C@@H](C)C(=O)Nc3ncc(C)s3)n(C)c2c(OC)c1OC -5.083
CPD002374760 Cc1ccc2C(=O)C=C(Oc2c1C)C(=O)N(Cc3cccc(Cl)c3)C4CCS(=O)(=O)C4 -7.593
CPD002403875 CN(Cc1nc2ccccc2n1C(F)F)S(=O)(=O)c3ccccc3Br -4.498
CPD002396020 COc1cn(nc1C(=O)OCC(=O)NC2CC2)c3ccccc3 -3.066
CPD002371690 CCc1ccc(NC(=O)Cn2c(C)c(cc2c3ccc(F)cc3)C(=O)C)cc1 -4.802
CPD002393225 CC(C)c1ccc(\C=C(\C#N)/C(=O)Nc2cccc3ncccc23)cc1 -7.193
CPD002401110 Cc1cccc(Cn2c(NCCc3ccccc3)nc4n(C)c(=O)[nH]c(=O)c24)c1 -4.714
CPD002241203 OCCNC(=O)c1onc(n1)c2ccc3[nH]ccc3c2 -4.793
CPD002398440 Oc1ccc(cc1)C(=O)OCC(=O)c2ccc(NC(=O)c3occc3)cc2 -5.946
CPD002396021 COc1ccc(CC(=O)NCc2cccc(c2)C(F)(F)F)cc1 -4.873
CPD002393226 Cc1ccc2[nH]c(SCC(=O)Nc3ccc4OCOc4c3)nc2c1 -5.152
CPD002241212 CN(C)CCNC(=O)c1onc(n1)c2cccc3[nH]ccc23 -5.905
CPD002403876 CC(C)CN(C(=O)c1cc2CCCCCc2s1)c3c(N)n(CC(C)C)c(=O)[nH]c3=O -4.898
CPD002374761 Cc1ccc2C(=O)C=C(Oc2c1C)C(=O)N(Cc3ccccc3Cl)C4CCS(=O)(=O)C4 -5.774
CPD002371691 CC1CCN(CC1)C(=O)C2CCN(CC2)S(=O)(=O)c3c(C)noc3\C=C\c4ccc(C)cc4 -5.153
CPD002401111 Cc1ccnc(SCCn2c(nc3n(C)c(=O)n(C)c(=O)c23)N4CCN(CCO)CC4)n1 -3.906
CPD002398441 Oc1ccccc1C(=O)OCC(=O)Nc2ccccc2N3CCCC3=O -2.436
CPD002396022 Cc1ccc(cc1)S(=O)(=O)NCCc2cccc(Cl)c2 -5.747
CPD002393227 Clc1cc(Cl)cc(c1)C(=O)NCCN2CCN(CC2)C(=O)c3cc(Cl)cc(Cl)c3.Cl -3.877
CPD002241228 Cc1nc(sc1C(=O)NC2CS(=O)(=O)C=C2)c3ccccc3Cl -2.630
CPD002403877 CC(C)c1nc(C)cc(n1)N2CCN(CC2)S(=O)(=O)c3ccc(Cl)c(c3)C(F)(F)F -4.402
CPD002374762 CC(C)c1ccc(CN(C2CCS(=O)(=O)C2)C(=O)C3=CC(=O)c4ccc(C)c(C)c4O3)cc1 -6.968
CPD002371692 Cc1ccc(cc1)S(=O)(=O)NCC2CCC(CC2)C(=O)NCCc3ccccc3 -7.683
CPD002393228 CCc1ccc2nc(N\C(=N\S(=O)(=O)c3ccc(C)cc3)\N)nc(C)c2c1 -5.129
CPD002403878 CN(C1CCCCCC1)S(=O)(=O)c2cccc3cc(C)cnc23 -6.389
CPD002401112 Cc1cccc(Cn2c(SCCN3CCOCC3)nc4n(C)c(=O)[nH]c(=O)c24)c1 -4.717
CPD002241235 COC(=O)CNC(=O)C1CCCN(C1)C(=O)c2cc3ccccc3[nH]2 -3.199
CPD002396023 Cc1cccc([N+](=O)[O-])c1NC(=O)COc2ncnc3ccccc23 -7.037
CPD002398442 Clc1cccc2cccc(SCC(=O)NCc3ccco3)c12 -5.915
CPD002393229 Fc1ccc(cc1)c2cc(C(=O)NCc3ccncc3)c4ccccc4n2 -4.364
CPD002371693 COc1cccc(c1)n2nc(C(=O)Nc3cccc(c3)C(F)(F)F)c4ccccc4c2=O -4.009
CPD002403879 Cc1cccc(NC(=O)C2(CC2)c3cccc(Br)c3)n1 -2.741
CPD002374764 CCOc1ccc(CN(C2CCS(=O)(=O)C2)C(=O)C3=CC(=O)c4ccc(C)c(C)c4O3)cc1 -6.730
CPD002396024 CCCCn1nc(C(=O)Nc2cccc(OC)c2)c3ccccc3c1=O -3.695
CPD002401113 CC(C)CCn1c(NCCCO)nc2n(C)c(=O)[nH]c(=O)c12 -4.631
CPD002241263 CCN(CC)C(=O)COc1nc(c2CCCc2c1C#N)c3occc3 -4.888
CPD002398443 O=C(Cc1nc(cs1)c2c[nH]c(c2)C(=O)N3CCCC3)NCc4ccccc4 -1.465
CPD002393230 CCN(C(=O)CSc1nc2ccccc2o1)c3ccccc3 -3.908
CPD002403880 Cc1ccccc1NC(=O)c2cnn3cccnc23 -3.420
CPD002371694 COc1cccc(NC(=O)c2nn(c3cccc(OC)c3)c(=O)c4ccccc24)c1 -5.882
CPD002393232 O=C(N1CCc2ccccc2C1)c3cc4ccccc4oc3=O -6.329
CPD002396025 COc1ccc(NC(=O)c2ccc(cc2)n3cccn3)c(OC)c1 -6.138
CPD002374765 Cc1ccc2c(=O)cc(oc2c1C)C(=O)N(Cc3ccccc3)c4ccccn4 -6.751
CPD002401114 Cn1c(=O)n(C)c2nc(SCCCc3ccccc3)n(Cc4ccccc4)c2c1=O -5.150
CPD002398444 CCOc1ccc(cc1OCC)C(=O)Nc2ncc(C)s2 -5.218
CPD002241287 COc1ccc2C=NN(CC(=O)Nc3ccc(Br)cc3)C(=O)c2c1OC -5.586
CPD002398445 CNc1nc(cs1)c2ccc(cc2)N(C)S(=O)(=O)C -3.944
CPD002401115 COCCn1c(nc2n(C)c(=O)[nH]c(=O)c12)N3CCN(CCO)CC3 -3.461
CPD002403882 CCN(CC1=Nc2cc(Cl)ccc2C(=O)N1)C(=O)c3cc(Cl)c(OCC(=O)N)c(OC)c3 -4.474
CPD002393233 CCOC(=O)c1c(C)c(Cc2ccc3OCOc3c2)sc1NC(=O)COc4ccccc4 -7.260
CPD002396026 CS(=O)(=O)N1CCc2cc(ccc12)C(=O)CSc3nnc(C4CC4)n3C5CC5 -5.135
CPD002374766 Cc1ccc2C(=O)C=C(Oc2c1C)C(=O)N(Cc3occc3)Cc4ccccc4 -6.031
CPD002398446 C(Sc1oc(nn1)C2COc3ccccc3O2)c4oc(nn4)c5ccccc5 -6.958
CPD002371695 COc1cccc(c1)n2nc(C(=O)Nc3cc(OC)c(OC)c(OC)c3)c4ccccc4c2=O -3.829
CPD002241308 COc1ccc(OC)c(c1)N2C=Nc3cc(ccc3C2=O)C(=O)NCCC(C)C -5.184
CPD002403883 Clc1cccc(c1)c2oc(SCC(=O)c3ccc4OCC(=O)Nc4c3)nn2 -7.249
CPD002401116 CCCCCCn1c(SCCCCC)nc2n(C)c(=O)[nH]c(=O)c12 -3.295
CPD002393234 O=c1c2c3CCCc3sc2nc4c5ccccc5c(nn14)N6CCCCC6 -4.457
CPD002374770 Cc1cc2OC(=CC(=O)c2cc1C)C(=O)Nc3nnc(C)s3 -5.222
CPD002398447 Fc1ccc(cc1)c2nnn(CC(=O)N3CCOCC3)n2 -4.741
CPD002403884 CS(=O)(=O)c1ccc(cc1)C(=O)Nc2c(Cl)cc(NC(=O)c3ccccn3)cc2Cl -5.678
CPD002371696 CCOc1ccc(NC(=O)c2nn(c3ccccc3OC)c(=O)c4ccccc24)cc1 -5.451
CPD002401117 Cn1c(=O)[nH]c(=O)c2n(Cc3ccccc3Cl)c(NCc4ccccc4Cl)nc12 -4.737
CPD002393235 CCOC(=O)c1sc(NC(=O)Nc2cccc(Cl)c2)nc1C -2.896
CPD002374771 Cc1cc2OC(=CC(=O)c2cc1C)C(=O)N(Cc3ccc(F)cc3)C4CCS(=O)(=O)C4 -5.164
CPD002241324 CC(C)C(=O)Nc1ccc2[nH]cc(C(N3CCN(CC(=O)N(C)C)CC3)C(=O)O)c2c1 -6.189
CPD002396027 Fc1cccc(NC(=O)CN2CCN(CC2)C(=O)CCNS(=O)(=O)c3ccc4ccccc4c3)c1 -3.745
CPD002398448 CC(C)CN1CCOC(CNC(=O)N2CCN(CC2)S(=O)(=O)c3ccc4CCCCc4c3)C1 -5.749
CPD002393236 COc1ccc(Nc2nc(c(C)s2)c3ccc(OC)cc3)cc1 -4.395
CPD002374772 OC(=O)CC(NC(=O)Cc1ccc(Cl)cc1)c2ccc(F)cc2 -2.933
CPD002371698 CCOc1ccc(cc1)n2nc(C(=O)Nc3cccc(c3)C(F)(F)F)c4ccccc4c2=O -4.442
CPD002403885 Cn1nnnc1c2cccc(NS(=O)(=O)c3ccccc3)c2 -4.391
CPD002401118 CCCCCCn1c(SCC(=O)Nc2ccccc2)nc3n(C)c(=O)[nH]c(=O)c13 -4.002
CPD002396028 CC(Sc1nc(nc2ccccc12)c3cccs3)C(=O)NCc4ccco4 -6.002
CPD002241341 CCOC(=O)c1ccc(NC(=O)C2=C(c3ccccc3)S(=O)(=O)CCO2)cc1 -4.858
CPD002398449 CSCCC(NC(=O)c1ccc(Cl)cc1Cl)C(=O)Nc2ccc(C)cc2 -3.979
CPD002374773 CC(C)(C)c1ccc(OCC(=O)Nc2onc3CCCCc23)cc1 -2.374
CPD002393238 CN(C(=O)COC(=O)Cn1cnc2n(C)c(=O)n(C)c(=O)c12)c3ccccc3 -3.093
CPD002396029 O=C(CN1CCOCC1)N2N=C(CC2c3ccco3)c4cc5ccccc5o4 -4.052
CPD002403886 FC(F)(F)c1cccc(Cc2cnc(NC(=O)CN3N=Cc4ccccc4C3=O)s2)c1 -4.407
CPD002401119 Cc1cccc(Cn2c(SCC(=O)c3ccccc3)nc4n(C)c(=O)[nH]c(=O)c24)c1 -4.994
CPD002374774 COc1ccc(OCC(=O)Nc2onc(c2)c3ccccc3)cc1 -5.709
CPD002241399 CC(C)c1nnc2ccc(NCc3ccc(Cl)cc3)nn12 -4.377
CPD002371700 CCOc1ccc(cc1)n2nc(C(=O)Nc3ccc(cc3)C(F)(F)F)c4ccccc4c2=O -4.301
CPD002398451 CCNc1nc(SC(C)C(=O)NC2CC2)nc3ccccc13 -3.417
CPD002393239 Cc1c(C)c2ccc(OCC(=O)Nc3ccccc3)c(C)c2oc1=O -4.632
CPD002403888 Brc1ccc(cc1)S(=O)(=O)N2CCC(CC2)NS(=O)(=O)c3cccs3 -6.415
CPD002241407 COc1cccc(NC(=O)COc2nc(C(C)C)c3CCCc3c2C#N)c1 -5.323
CPD002396030 CC(Oc1cccc(Cl)c1)C(=O)OCc2nc(N)nc(Nc3ccccc3)n2 -2.887
CPD002398452 COc1ccc(CNCCc2c[nH]c3ccccc23)cc1 -2.615
CPD002393240 O=C(CSc1nnc(o1)c2c[nH]c3ccccc23)N4CCCC4 -3.030
CPD002374775 CC(Oc1cccc(C)c1C)C(=O)Nc2onc(c2)c3ccccc3 -2.856
CPD002371701 CCOc1ccc(cc1)n2nc(C(=O)Nc3ccc4OCCOc4c3)c5ccccc5c2=O -4.313
CPD002401120 Cn1c(=O)n(C)c2nc(SCC(=O)OCc3ccccc3)n(Cc4ccccc4Cl)c2c1=O -5.230
CPD002403889 CCOC(=O)c1oc2ccccc2c1COC(=O)CNC(=O)c3cccc(OC)c3 -1.946
CPD002398453 O=C(CSc1nc(n[nH]1)c2ccccc2)c3ccccc3 -2.484
CPD002241446 COC(=O)c1[nH]c2cc(OC)ccc2c1NC(=O)CN3CCCCC3C -3.479
CPD002396033 COc1ccc(cc1)C2=NN(C(C2)c3ccco3)C(=O)CN4CCc5cc(OC)c(OC)cc5C4 -6.591
CPD002403890 Fc1ccccc1OCCOC(=O)c2ccc3nccnc3c2 -6.011
CPD002393242 Clc1cc2c(cc(=O)oc2cc1OCC(=O)NC3CC3)c4ccccc4 -5.475
CPD002374776 COc1ccccc1OCC(=O)Nc2cc(no2)c3ccc(C)cc3 -3.220
CPD002371703 COc1cc(OC)cc(c1)n2nc(C(=O)Nc3cc(OC)c(OC)c(OC)c3)c4ccccc4c2=O -3.413
CPD002401121 CCCCCCn1c(SCC(=O)N)nc2n(C)c(=O)[nH]c(=O)c12 -4.433
CPD002241455 COc1ccccc1NC(=O)c2cc3c(OC)c(OC)c(OC)cc3[nH]2 -4.301
CPD002396034 CCc1cccc2c(c[nH]c12)C(=O)CN3C(=O)NC4(CCOc5ccccc54)C3=O -7.669
CPD002403891 CC(C)CNC(=O)CSc1nnc(COc2ccccc2Cl)o1 -2.785
CPD002398454 CCCCCN1N=C(C(=O)N2CCC(CC2)N3C(=O)Nc4ccccc34)c5ccccc5C1=O -3.382
CPD002374777 CC(Oc1cccc(C)c1C)C(=O)Nc2onc(c2)c3ccc(C)cc3 -3.818
CPD002393243 O=C(COC(=O)c1cc(=O)c2ccccc2o1)N3CCC(Cc4ccccc4)CC3 -6.696
CPD002241456 CCc1ccccc1NC(=O)CSc2nnc(o2)[C@@H](N)CC(C)C.Cl -2.851
CPD002401122 Cn1c(=O)n(C)c2nc(SCC(=O)O)n(Cc3ccccc3)c2c1=O -5.705
CPD002371704 COc1cc(OC)cc(c1)n2nc(C(=O)Nc3ccc4OCCOc4c3)c5ccccc5c2=O -4.264
CPD002396035 CC(NC(=O)CSc1nnc(COc2ccc(Cl)cc2)n1C)c3ccc4ccccc4c3 -6.518
CPD002398455 Clc1ccc(NC2=NN=C(CS2)c3c[nH]c(c3)C(=O)N4CCCC4)cc1 -3.928
CPD002374778 CC(Oc1ccccc1Cl)C(=O)Nc2cc(no2)c3ccc(C)cc3 -4.020
CPD002241500 CNc1nc2n(C)c(=O)[nH]c(=O)c2n1CCOc3ccccc3 -3.580
CPD002401123 CCCCCCCSc1nc2n(C)c(=O)[nH]c(=O)c2n1C/C=C/C -4.515
CPD002403893 O=C(Nc1cccc(c1)S(=O)(=O)N2CCCC2)C3CCN(CC3)c4ccc(cn4)C#N -3.259
CPD002393244 Cc1cc(=O)oc2cc(OCC(=O)Nc3ccc4ccccc4c3)ccc12 -3.531
CPD002241508 CNc1nc2n(C)c(=O)[nH]c(=O)c2n1Cc3cccc(Br)c3 -3.966
CPD002371705 CCOc1ccc(NC(=O)c2nn(c3cc(OC)cc(OC)c3)c(=O)c4ccccc24)cc1 -5.708
CPD002396036 COc1ccc(NC(=O)C(Sc2nnc(c3ccco3)n2N)c4ccccc4)cc1Cl -5.748
CPD002403894 CC1CCN(CC1)C(=O)CSc2nnc(o2)c3cc(C)cc(C)c3 -3.435
CPD002398456 CCn1nnc2cc(ccc12)C(=O)Nc3nc(cs3)c4ccc5NC(=O)Cc5c4 -5.793
CPD002374779 COc1ccccc1OCC(=O)Nc2onc(c2)c3ccc(Cl)cc3 -3.420
CPD002401124 Cc1ccc(CNc2nc3n(C)c(=O)[nH]c(=O)c3n2Cc4cccc(C)c4)cc1 -4.620
CPD002374780 CC1CCc2noc(NC(=O)COc3ccccc3)c2C1 -6.118
CPD002393246 COC(=O)c1c(NC(=O)CN2CCN(CC2)c3ccccc3)scc1c4ccc(F)cc4 -2.862
CPD002398457 COc1cc(\C=C\C(=O)Nc2cccc3cccnc23)ccc1OC(C)C -7.075
CPD002401125 C/C=C/Cn1c(NCCO)nc2n(C)c(=O)[nH]c(=O)c12 -4.451
CPD002396037 Cc1ccccc1c2nnc(SCC(=O)Nc3ccc4OC5(CCCCC5)Oc4c3)o2 -5.844
CPD002403895 COc1ccc(C)cc1NC(=O)CSc2nc3ccccc3nc2C -5.913
CPD002241521 CC(C)OCC(O)Cn1c(NCCc2ccccc2)nc3n(C)c(=O)[nH]c(=O)c13 -4.481
CPD002371708 CCc1ccccc1N(C)C(=O)c2nn(c3cccc(OC)c3)c(=O)c4ccccc24 -5.603
CPD002374781 CC1CCc2noc(NC(=O)COc3cccc(C)c3)c2C1 -6.305
CPD002401126 CCOCCn1c(nc2n(C)c(=O)[nH]c(=O)c12)N3CCN(C)CC3 -3.648
CPD002398458 CCCOc1ccc(\C=C\C(=O)Nc2cccc3cccnc23)cc1OC -6.854
CPD002396038 Clc1cccc(c1)c2nnc(SCC(=O)Nc3ccc4OC5(CCCCC5)Oc4c3)o2 -6.421
CPD002403896 CCCCCCc1ccc(cc1)C(=O)Cn2cnc3N(C)C(=O)N(C)C(=O)c23 -2.956
CPD002374782 CC1CCc2noc(NC(=O)COc3ccc(cc3)C(C)(C)C)c2C1 -6.926
CPD002241545 Cn1c(=O)n(C)c2nc(N(CCO)CCO)n(Cc3ccccc3)c2c1=O -5.040
CPD002393248 Cc1ccc(NC(=O)CN2c3cccc4cccc(c34)S2(=O)=O)c(c1)S(=O)(=O)N5CCCCC5 -7.079
CPD002401127 Cn1c(=O)[nH]c(=O)c2n(Cc3ccccc3Cl)c(Sc4nc5ccccc5[nH]4)nc12 -5.470
CPD002398459 CC(=O)Nc1ccc(c(F)c1)c2csc(NC3CC3)n2 -4.351
CPD002396039 Cn1c(=O)n(C)c2ncn(CC(=O)N3CC(Oc4ccccc34)C(=O)N5CCCCC5)c2c1=O -6.594
CPD002371709 CCOc1ccc(cc1)n2nc(C(=O)NCCCN(CC)Cc3ccccc3)c4ccccc4c2=O -2.705
CPD002401128 CC(=C)Cn1c(NCCO)nc2n(C)c(=O)[nH]c(=O)c12 -3.942
CPD002403898 CCN(CC)C(=O)c1cccc2C(=O)C(=C(Oc12)c3ccccc3)C -6.459
CPD002393249 O=C(COC(=O)C1(CC2CC3CC(C2)C1)C3)Nc4ccc5OCOc5c4 -3.875
CPD002241551 CC(C)CCNc1nc2n(C)c(=O)n(C)c(=O)c2n1Cc3cccc(Cl)c3 -3.950
CPD002374783 CCc1ccc(OCC(=O)Nc2onc3CCC(C)Cc23)cc1 -2.984
CPD002398460 CC(OC(=O)c1nc2nc(C)cc(C)n2n1)C(=O)c3c(C)[nH]c4ccccc34 -3.581
CPD002403900 CC(N(C)S(=O)(=O)c1cccc(Cl)c1)c2ccc(cc2)S(=O)(=O)C -4.219
CPD002393250 CCCCOCCCNC(=O)c1cc(=O)c2ccccc2o1 -6.252
CPD002241557 COc1cccc(c1)c2nc(C)c(s2)C(=O)NCc3ccc(cc3)C(=O)O -3.819
CPD002371710 CCOc1ccc(cc1)n2nc(C(=O)NCCCN3CCN(CC)CC3)c4ccccc4c2=O -3.035
CPD002374784 CC(C)c1ccc(OCC(=O)Nc2onc3CCC(C)Cc23)cc1 -2.541
CPD002396040 CN(CC(=O)Nc1cc2NC(=O)Nc2cc1Br)Cc3ccccc3N4CCOCC4 -6.705
CPD002401129 Cn1c(=O)n(C)c2nc(SCC(=O)Nc3ccccc3)n(Cc4ccccc4Cl)c2c1=O -5.504
CPD002398461 O=C(Nc1cccc(c1)N2CCCC2=O)[C@H](Cc3ccccc3)NC(=O)c4cccs4 -4.153
CPD002403901 CC(N(C)S(=O)(=O)c1ccc(C)c(C)c1)c2oc3ccccc3c2 -4.425
CPD002374785 COc1ccc(OCC(=O)Nc2nonc2C)cc1 -4.686
CPD002393251 O=C(Nc1cc(ccc1N2CCCCC2)S(=O)(=O)N3CCCCC3)c4cc(=O)c5ccccc5o4 -6.297
CPD002241579 CCNC(=O)CCn1nc(c2ccccc2)c3ccccc3c1=O -5.440
CPD002374786 CCCOc1ccc(cc1)C(=O)Nc2nonc2C -4.289
