ID smiles score
CPD002400117 CCCCn1c(SCC(=O)NC(C)(C)C)nc2cc(ccc2c1=O)C(=O)OC -4.383
CPD002409185 CS(=O)(=O)NC1CCN(CC1)C(=O)c2cc(Br)ccc2F -3.966
CPD002436348 CCC(C)N1C(=O)S/C(=C\c2cn(C)c3ccccc23)/C1=O -3.273
CPD002400118 Fc1ccccc1c2oc(CCC(=O)NCc3ccc4OCOc4c3)nc2 -6.496
CPD002405563 CCCC1=CC(=O)Oc2cc(OCc3cc(ccc3OC)C(=O)C)ccc12 -4.299
CPD002453960 COc1ccc(cc1OC)c2coc3cc(OC(=O)C(C)(C)C)ccc3c2=O -5.158
CPD002409186 Cc1oc(nc1CC(=O)NCc2occc2)c3ccccc3 -3.014
CPD002411634 Cc1cccc2nc(CSc3nnc(N4CCCC4)n3c5cccc(Cl)c5)cn12 -5.661
CPD002487549 CCN(CC)CCCNc1oc(nc1S(=O)(=O)c2ccc3OCCOc3c2)c4occc4 -4.925
CPD002400119 Fc1ccccc1c2oc(CCC(=O)NCc3ccccc3)nc2 -2.147
CPD002484566 CCOc1ccc2OC(=O)C=C(CN3CCN(CC(=O)Nc4ccc(C)c(F)c4)CC3)c2c1 -5.538
CPD002405564 CN(CC(=O)Nc1ccc(Br)cc1C)Cc2oc3ccccc3n2 -3.691
CPD002436349 CCn1c(CC(=O)Nc2ccc(C)cc2)nnc1SCC(=O)Nc3ccc(F)cc3 -2.219
CPD002409187 COCCNC(=O)N1CCN(CC1)c2oc(nc2C#N)c3occc3 -4.475
CPD002487550 COc1ccc(cc1)c2ccnc3nc(nc(O)c23)N4CCCCC4 -5.749
CPD002411635 CC(C)NC(=O)NC(=O)CN1CCCc2ccccc12 -6.111
CPD002484569 CCc1noc(C)c1C(=O)Nc2ccc(C)c(C)c2 -3.587
CPD002453961 COc1ccccc1c2cnc(N)nc2c3ccc(OCc4ccc(F)cc4)cc3O -4.839
CPD002400120 CCN(CC)Cc1ccccc1CNC(=O)C2=Cc3ccccc3OC2=O -6.423
CPD002409188 CCN(Cc1ccc2OCOc2c1)C(=O)NCc3nc(C)cs3 -6.072
CPD002436350 CCn1c(CC(=O)Nc2ccccc2F)nnc1SCC(=O)Nc3ccccc3F -4.307
CPD002405565 CC(C)N1CCC(CC1)NC(=O)c2cccc3C(=O)C(=C(Oc23)c4ccccc4)C -6.878
CPD002487551 O=C(COc1ccc2N=C3CCCCCN3C(=O)c2c1)NC4CC4 -5.113
CPD002411636 CN(Cc1ccccc1)C(=O)c2cc(=O)c3ccccc3o2 -5.515
CPD002484570 CC(NC(=O)Nc1ccccc1Br)c2cc(C)ccc2C -3.430
CPD002400121 CC(OC(=O)c1c[nH]c2ccccc12)C(=O)Nc3ccc(cc3)C(=O)N -2.663
CPD002409189 CCn1cc(C(=O)NC2CCN(CC2)S(=O)(=O)C)c3ccccc13 -6.887
CPD002453962 Cc1cc(C)c2oc(cc(=O)c2c1)C(=O)Nc3ccc(cc3)S(=O)(=O)Nc4cc(C)nc(C)n4 -4.158
CPD002436351 CCOC(=O)Cn1cc(/C=C/2\SC(=O)N(CC=C)C2=O)c3ccccc13 -5.069
CPD002405566 Fc1ccc(cc1)c2occ(CSc3nnc(C4CCS(=O)(=O)C4)n3CC=C)n2 -5.084
CPD002484571 CCC(Oc1ccc(F)cc1)C(=O)Nc2cc(on2)C(C)(C)C -2.458
CPD002487552 COc1ccc(OC)c2[nH]c(cc12)C(=O)NCC(=O)N3CCN(Cc4ccccc4)CC3 -5.679
CPD002411637 COc1ccccc1NC(=O)C(C)N(C)Cc2ccccc2N3CCCCC3 -3.498
CPD002409190 CC(=O)NCCNC(=O)c1cc(C)nc2ccc(C)cc12 -6.252
CPD002400122 Clc1ccc(c(Cl)c1)c2oc(CCC(=O)NCc3ccccc3)nc2 -5.911
CPD002453965 CCOC(=O)N1CCN(Cc2cc(=O)oc3c(C)c(C)cc(C)c23)CC1 -5.934
CPD002436352 CCN1C(=O)S/C(=C/c2cn(CC(=O)OC)c3ccccc23)/C1=O -3.034
CPD002405567 CC(C)c1ccc(\C=C(\CC(=O)O)/c2oc3ccccc3n2)cc1 -5.278
CPD002484572 Cc1cc(no1)C(=O)Nc2nc(c(C)s2)c3ccc(C)cc3 -3.043
CPD002487553 COc1ccc(cc1)C2=COc3cc(OCC(=O)N4CCC(=O)CC4)ccc3C2=O -5.449
CPD002409191 Cc1nc2ccc(cc2nc1C)C(=O)NCc3ccncc3 -3.374
CPD002405568 CC(=O)c1c(C)nc(nc1SCC(=O)NC2CC2)C3CC3 -3.369
CPD002411638 CC(N(C)Cc1ccccc1N2CCCCC2)C(=O)Nc3ccccc3C#N -3.596
CPD002400123 CS(=O)(=O)N1N=C(CC1c2occc2)c3cccc(O)c3 -3.516
CPD002436353 Cn1cc(/C=C\2/SC(=O)N(CC=C)C2=O)c3ccccc13 -5.597
CPD002453967 COc1cc(cc(OC)c1OC)C2N(CCO)C(=O)c3n[nH]c(c4ccccc4O)c23 -6.172
CPD002484574 Cc1cc(C)c2C(=CC(=O)Oc2c1)CN3CCN(CC3)c4ccccn4 -3.473
CPD002409192 Cc1nc2ccccc2n1CC(O)COc3ccccc3F -3.185
CPD002405569 O=C(N1CCN(Cc2ccccc2)CC1)C3=CC(=O)c4ccccc4O3 -6.524
CPD002487554 COc1cc(OC)c2C(=C(CC(=O)NC3CC(C)(C)NC(C)(C)C3)C(=O)Oc2c1)C -5.127
CPD002453968 CCCOC(=O)c1ccc(Oc2coc3cc(OCC)ccc3c2=O)cc1 -4.241
CPD002400124 CC(=O)N1N=C(CC1c2cccs2)c3c(c4ccccc4)c5cc(Cl)ccc5n(C)c3=O -5.257
CPD002411639 CN(Cc1oc(cc1)c2ccc(Cl)cc2)C(=O)CNC(=O)c3ccc(Cl)cc3Cl -2.548
CPD002409193 Clc1snnc1CN2CCN(Cc3ccc(cc3)C#N)CC2 -4.638
CPD002453971 COCCOC(=O)c1c(C)n(C)c2ccc(O)cc12 -3.082
CPD002436354 Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N2CCc3ccccc3C2)Cc4ccc(Cl)cc4 -6.836
CPD002405570 Cc1ccccc1OCCC(=O)Nc2ccc(cc2)N3CCOCC3 -3.229
CPD002487555 COc1ccc(cc1S(=O)(=O)Nc2ccc(Cl)cc2)N3C(=O)C(C)CS3(=O)=O -3.772
CPD002484575 CCOc1ccc2OC(=O)C=C(CN3CCN(CC(=O)Nc4ccc(F)cc4C)CC3)c2c1 -6.145
CPD002400125 CCCCN1C(=O)N(Cc2cc(=O)oc3cc(C)ccc23)C(=O)C1=O -6.181
CPD002409194 Cc1noc(CSc2ccc(cc2)C(=O)N3CCc4ccccc34)n1 -3.650
CPD002405571 CCCCNc1nc(cs1)c2ccc(NS(=O)(=O)C)cc2 -3.600
CPD002453972 FC(F)(F)c1oc2cc(OCC#N)ccc2c(=O)c1c3ccc(Br)cc3 -4.827
CPD002411640 CC(N(C)Cc1ccccc1F)C(=O)N(C)CC(=O)Nc2ccc(C)cc2 -3.920
CPD002487556 CCOc1ccc(cc1S(=O)(=O)NCc2occc2)N3C(=O)CCS3(=O)=O -3.437
CPD002484576 CC1CCCN(C1)C(=O)CN2C(=O)N(c3ccccc3)c4nc(C)cc(C)c4C2=O -5.721
CPD002436355 Fc1ccc(NC(=O)CN(C2CCCCC2)S(=O)(=O)c3ccc(Br)cc3)c(F)c1 -7.403
CPD002409195 Cc1oc(nc1CC(=O)N2CCC(CC2)C(=O)N)c3ccccc3 -4.070
CPD002405573 CC(C)(C)OC(=O)N1CCCC1C(=O)NCc2cccc(Cl)c2 -2.875
CPD002487557 CC(C)C(=O)N1N=C(CC1c2ccc3nccnc3c2)c4ccc(Br)cc4 -6.202
CPD002453975 CC(C)OC(=O)COc1ccc2c(=O)c(c(C)oc2c1)c3ccc(Cl)cc3 -5.705
CPD002400127 CC(=O)c1ccc(NC(=O)CN2C(=O)N(Cc3ccccc3)c4ncn(C5CCCC5)c4C2=O)cc1 -6.540
CPD002411641 CC(N(C)C(=O)c1cccc(c1)S(=O)(=O)Nc2ccccc2F)c3nc4ccccc4s3 -2.898
CPD002484577 Clc1ccc(cc1Cl)C(=O)NCCN2CCN(CC2)C(=O)c3ccc(Cl)c(Cl)c3 -6.831
CPD002436356 CN1CCN(CC1)C(=O)CN(Cc2ccc(Cl)cc2)S(=O)(=O)c3ccc(C)cc3 -5.814
CPD002409196 Cc1onc(NC(=O)NCC(N2CCCCC2)c3occc3)c1 -2.813
CPD002484578 Cc1ccc(NC(=O)c2cc(Cl)cc(Cl)c2)nc1 -4.685
CPD002405574 COc1ccc(CNC(=O)NC(c2ccccc2)c3ccncc3)cc1 -4.997
CPD002487558 CCOC(=O)N1CCN(CC1)C(=O)CNC(=O)c2cc3c(OC)cc(OC)cc3n2C -4.786
CPD002436357 CS(=O)(=O)N(CC(=O)Nc1ccc(F)c(Cl)c1)Cc2ccccc2 -2.906
CPD002400128 CC(C)C1=CC(=O)Oc2cc(OCC(=O)N3CCCCC3)ccc12 -4.733
CPD002453976 COc1ccccc1Oc2coc3cc(OCc4ccccc4Cl)ccc3c2=O -4.655
CPD002411642 CC(C)NS(=O)(=O)c1cccc(c1)C(=O)N2CCCC2c3ccc4OCCOc4c3 -6.906
CPD002409197 CC(Cn1cccn1)NC(=O)c2cc(Cl)c3OCCOc3c2 -6.096
CPD002484579 COc1ccccc1NC(=O)Nc2nc3cc(C)c(C)cc3s2 -3.922
CPD002405575 CCCNc1nc(cs1)c2ccc(O)c(c2)C(=O)N -3.969
CPD002487559 CN(C(=O)c1nnn(c1C)c2ccc(Cl)cc2)c3ccccc3 -4.060
CPD002409198 CC1=C(CCC(=O)Nc2nc(cs2)C3CC3)C(=O)NC(=O)N1 -5.572
CPD002436358 CN1CCN(CC1)C(=O)CN(Cc2ccc(Cl)c(Cl)c2)S(=O)(=O)c3ccccc3 -4.080
CPD002400129 Cc1ccc(cc1)C2=NN(CC(=O)NC3CC3)C(=O)c4ccccc24 -5.018
CPD002453978 COc1cccc(Oc2coc3cc(OCc4ccccc4F)ccc3c2=O)c1 -4.316
CPD002484580 Fc1cc(Cl)ccc1NC(=O)NCCc2ccccc2 -2.768
CPD002409199 CC(=O)N1CCN(Cc2coc(n2)c3ccc(Cl)cc3)CC1 -3.725
CPD002453979 COc1ccc2c(=O)c(Oc3ccccc3Br)c(C)oc2c1 -4.518
CPD002436359 CNC(=O)CN(Cc1ccccc1F)S(=O)(=O)c2ccc(C)cc2 -3.954
CPD002411643 CN(Cc1c(C)nn(c1C)c2ccccc2)C(=O)CNC(=O)c3ccc(cc3)C(C)(C)C -5.585
CPD002484586 Clc1ccc(CN2CCc3ccccc3C2)cc1.OC(=O)C(=O)O -5.899
CPD002487560 OC(=O)COc1ccc2C=C(C(=O)Oc2c1)c3ccc(OC(F)(F)F)cc3 -5.371
CPD002405576 CCC(C)NC(=O)CSc1nc(nc(C)c1C(=O)C)C2CC2 -5.258
CPD002400130 COc1ccc(NS(=O)(=O)c2cc(NC(=O)c3cccc(c3)n4cccc4)ccc2OC)cc1 -5.252
CPD002453980 CN(c1ccccc1)S(=O)(=O)c2ccc(NC(=O)c3cc(=O)c4ccccc4o3)cc2 -7.138
CPD002411644 CN(CC(=O)Nc1c(C)cc(C)cc1C)Cc2oc(cn2)c3ccc(F)cc3 -2.003
CPD002484587 O=C(Nc1ccc(CN2CCCC2)cc1)Nc3ccc4OCCOc4c3 -6.013
CPD002487561 COc1ccc(OC)c2c1cc(C(=O)NCCC(=O)Nc3ccc4OCCOc4c3)n2C -7.007
CPD002405577 CC(NC(=O)CSc1nc(nc(C)c1C(=O)C)C2CC2)C34CC5CC(CC(C5)C3)C4 -3.976
CPD002409200 Cc1oc(nc1CC(=O)N2CCC(CC(=O)N)CC2)c3ccccc3 -4.392
CPD002436360 Cc1ccc(cc1)S(=O)(=O)N(CC(=O)NCCc2ccccc2)Cc3c(F)cccc3Cl -6.272
CPD002453981 COc1ccccc1Oc2c(C)oc3cc(OC(=O)C(C)(C)C)ccc3c2=O -5.905
CPD002405578 CC(C)C(C)NC(=O)CSc1nc(nc(C)c1C(=O)C)C2CC2 -3.716
CPD002487562 COc1ccc(OC2=C(C)Oc3cc(OCC(=O)N4CCNC(=O)C4)ccc3C2=O)cc1 -6.549
CPD002409201 CC1COCCN1C(=O)C2CCN(CC2)c3oc4ccccc4n3 -5.904
CPD002400131 CC(C)CN(C1CCS(=O)(=O)C1)C(=O)CSc2nc(CN3CCOCC3)nc4ccccc24 -5.949
CPD002411645 CCc1ccc2C(=CC(=O)Oc2c1)CN(C)CCOc3cccc(C)c3 -2.848
CPD002484588 COc1cc(OC)c(cc1OC)C(=O)Nc2nc(C)c(C)s2 -5.009
CPD002453982 CCc1ccc2oc(cc(=O)c2c1)C(=O)Nc3ccc(NC(=O)C)cc3 -4.503
CPD002405579 CCc1ccccc1NC(=O)c2cc(nc3ccccc23)C4CC4 -6.303
CPD002436361 CS(=O)(=O)N(CC(=O)Nc1cc(ccc1Cl)C(F)(F)F)Cc2ccccc2 -5.246
CPD002487563 CC(C)c1ccc(cc1)c2nonc2NC(=O)c3cccs3 -6.436
CPD002400132 CCn1cnc2N(Cc3ccccc3)C(=O)N(CC(=O)N(C)CC(=O)N4CCOCC4)C(=O)c12 -2.449
CPD002411646 CCc1ccc2C(=CC(=O)Oc2c1)CN(C)CCOc3ccccc3F -2.214
CPD002409202 CCCCN1C(=O)N(CC(=O)NC(C)C(C)C)C(=O)c2c1ncn2Cc3occc3 -3.443
CPD002484589 Cc1onc(NC(=O)C(C)(C)Oc2cccc(Cl)c2)c1 -2.878
CPD002405580 CC(NC(=O)CCc1c[nH]c2ccccc12)c3cccc(Cl)c3 -2.688
CPD002453983 CCCOC(=O)c1ccc(Oc2coc3cc(OC(=O)N(C)C)ccc3c2=O)cc1 -3.423
CPD002436362 Cc1ccc(cc1)S(=O)(=O)N(CC(=O)NCCO)Cc2c(F)cccc2Cl -5.897
CPD002411647 CN(CC(=O)Nc1cc(Cl)ccc1F)Cc2ccccc2N3CCCCC3 -4.314
CPD002487564 COc1ccc(cc1S(=O)(=O)Nc2ccc(cc2)N3CCCC3)N4C(=O)C(C)CS4(=O)=O -2.892
CPD002409203 O=C(CC1=NNC(=O)c2ccccc12)NC(C3CC3)c4ccccc4 -6.206
CPD002484590 Fc1cc(Cl)ccc1NC(=O)NCCc2ccc(Cl)cc2 -3.232
CPD002400133 CC(=O)c1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)COc3cccc(c3)n4cnnn4 -7.519
CPD002411648 O=C(CCc1c[nH]c2ccccc12)NCCc3cccnc3 -2.234
CPD002487565 COc1ccc(cc1)c2cc(NC(=O)c3occc3)n(n2)C4CCS(=O)(=O)C4 -5.337
CPD002405581 CCCN1C(=O)N(CC(=O)Nc2ccc(F)cc2)C(=O)c3c1nc(C)n3CCOC -3.626
CPD002453984 COC(=O)COc1ccc2c(=O)c(Oc3ccccc3Br)c(C)oc2c1 -5.020
CPD002436363 CS(=O)(=O)N(CC(=O)Nc1cc(Cl)cc(Cl)c1)Cc2ccccc2 -2.515
CPD002484591 CC(NC(=O)Nc1ccc(Cl)cc1F)c2ccc(C)c(C)c2 -4.270
CPD002400135 CCC(CC)NC(=O)CSc1oc(cn1)c2ccc(F)cc2 -4.476
CPD002409204 COc1ccccc1OCC(=O)N2CCN(CC2)S(=O)(=O)c3ccc4OCCOc4c3 -5.407
CPD002487566 CC(=O)N1N=C(CC1c2ccc3nccnc3c2)c4occc4 -5.742
CPD002453985 CCOc1ccccc1Oc2c(C)oc3cc(O)ccc3c2=O -5.206
CPD002411649 Fc1ccc(CN2CCCN(CC2)C(=O)CCc3oc(cn3)c4ccccc4)cc1 -3.368
CPD002405582 CCCCn1cnc2N(CC(C)C)C(=O)N(CC(O)c3ccccc3)C(=O)c12 -3.593
CPD002436364 CN(CC(=O)Nc1ccc(NC(=O)C)cc1)S(=O)(=O)c2ccccc2 -2.828
CPD002409205 CC(c1c(F)cccc1F)n2cnc3N(C)C(=O)N(C)C(=O)c23 -4.144
CPD002400136 Clc1ccc(cc1)c2oc(CCC(=O)Nc3ccccc3)nc2 -7.069
CPD002484592 Cc1cc(C)c2C(=O)N(CC(=O)Nc3ccccc3)C(=O)N(c4ccccc4)c2n1 -5.204
CPD002487567 COc1ccc(OC)c2c1cc(C(=O)NCC(=O)\N=C\3/NC(=CS3)C)n2C -5.616
CPD002453987 CSc1ccc(cc1)C2N(CCO)C(=O)c3n[nH]c(c4ccccc4O)c23 -6.316
CPD002405583 COCC(C)NC(=O)c1ccc(OC)c(c1)S(=O)(=O)NC(C)C -3.342
CPD002436365 Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N)Cc2c(F)cccc2Cl -4.638
CPD002487568 Brc1cccc(c1)N2C(=O)CC(C2=O)c3c[nH]c4ccccc34 -3.638
CPD002400137 O=C(NCCc1occc1)C2CCN(CC2)S(=O)(=O)c3ccccc3 -4.078
CPD002484595 NC(=O)c1nc(Nc2ccccc2)sc1NC(=O)CC3CCCC3 -3.214
CPD002409207 COc1ccc(cc1OC)c2noc(CCC(=O)Nc3ccc(C)cn3)n2 -4.442
CPD002405584 Cc1ccc2nc(C)c(cc2c1)C(=O)NCC(F)(F)F -5.476
CPD002411650 CN(CC(=O)Nc1ccccc1C(F)(F)F)CC(=O)Nc2nc(cs2)c3cc(C)ccc3C -4.638
CPD002487569 Oc1nc2nc3ccccc3n2c4NC(=O)CC(c5ccccc5F)c14 -5.620
CPD002453988 Nc1ncc(c2ccccc2)c(n1)c3ccc(OCc4ccc(F)cc4)cc3O -4.853
CPD002400138 CC(=O)c1cc(Br)ccc1OCC(=O)N2CCN(CC2)C(=O)c3cccs3 -2.931
CPD002436366 CC(C)CNC(=O)CN(Cc1c(F)cccc1Cl)S(=O)(=O)c2ccc(C)cc2 -2.637
CPD002484596 COC(=O)c1cc(NS(=O)(=O)c2ccc3ccccc3c2)cc(c1)C(=O)OC -6.241
CPD002409208 Cc1ccc(cc1C)c2oc(CCC(=O)NCc3occc3)nc2 -6.360
CPD002405585 CCCN1C(=O)N(CC(=O)Nc2ccccc2)C(=O)c3c1nc(C)n3CCOC -3.234
CPD002411651 CCOc1ccc(NS(=O)(=O)c2ccc(Cl)c(c2)C(=O)Nc3ccc4oc(C)nc4c3)cc1 -4.969
CPD002400139 NC(=O)c1ccc(NC(=O)CCc2oc(cn2)c3ccccc3F)cc1 -5.602
CPD002487570 COc1ccc(cc1OC)c2nc(CC(=O)NC3CCN(Cc4ccccc4)CC3)cs2 -6.184
CPD002453990 CC(C)(C)OC(=O)COc1ccc2c(=O)c(c3ccccc3)c(oc2c1)C(F)(F)F -5.735
CPD002436367 CCN(CC)C(=O)CN(C1CCCCC1)S(=O)(=O)c2ccc(Br)cc2 -2.738
CPD002409209 Fc1ccc(cc1)c2oc(CCC(=O)NCCc3ccccc3)nc2 -5.857
CPD002484597 CCC(C)c1ccc(NC(=O)N2CCN(Cc3ccc(Cl)s3)CC2)cc1 -5.681
CPD002411652 CC(C)n1nccc1NC(=O)C(C)Sc2ccccc2Cl -4.301
CPD002405586 CCCN1C(=O)N(CC(=O)Nc2ccc(Cl)cc2)C(=O)c3c1nc(C)n3CCOC -3.462
CPD002400140 CSc1cccc(NC(=O)CCc2oc(cn2)c3ccccc3F)c1 -3.207
CPD002487571 CC(C)c1ccc(cc1)c2nonc2NC(=O)C3=CC(=O)c4cc(C)ccc4O3 -6.073
CPD002409210 Cc1oc(nc1CC(=O)Nc2ncccc2O)c3ccccc3 -4.790
CPD002436368 Cc1ccccc1OCc2nnc(SCC(=O)NC3CCCCC3)n2C -2.207
CPD002453991 Cc1ccccc1NC(=O)c2cc3c(=O)n4cccc(C)c4nc3n2Cc5ccccc5 -5.867
CPD002484598 Cc1ccc(OCC(=O)N2CCN(CC2)c3ncccn3)cc1 -5.654
CPD002400141 CCNC(=O)NC(=O)C(C)N1CCN(CC1)c2ccccc2Cl -3.756
CPD002487572 COc1ccc(cc1S(=O)(=O)NCc2occc2)N3C(=O)C(C)(C)CS3(=O)=O -3.478
CPD002409211 Cc1oc(nc1CC(=O)NCCc2cccc(F)c2)c3ccccc3 -2.597
CPD002436369 CN(Cc1ccccc1)C(=O)c2cc([nH]n2)c3cccc(Cl)c3 -2.299
CPD002405588 CCCN1C(=O)N(CC(=O)Nc2cccc(OC)c2)C(=O)c3c1nc(C)n3CCOC -3.150
CPD002411653 COc1ccc(CCC2CCN(CC2)C(=O)C3CCN(CC3)S(=O)(=O)c4ccccc4C#N)cc1 -7.355
CPD002453992 Cc1cc(C)c2oc(cc(=O)c2c1)C(=O)N(Cc3cccc(Cl)c3)C4CCS(=O)(=O)C4 -5.284
CPD002484599 CCCN1CCC(CC1)NC(=O)COc2ccc(F)cc2 -5.317
CPD002405589 CC(=O)N1CCN(CC1)C(=O)c2cc(nc3ccccc23)C4CC4 -6.617
CPD002400142 CCNC(=O)NC(=O)C(C)N1CCN(CC1)c2ccc(F)cc2 -4.302
CPD002409212 CN1CCN(CC1)c2ccc(CNC(=O)c3oc(C)cc3)cn2 -5.555
CPD002436370 Fc1ccc(cc1)c2oc(CNCC3CCNCC3)cc2 -6.162
CPD002487573 O=C(Nc1cc(nn1C2CCS(=O)(=O)C2)c3ccccc3)c4cccs4 -3.722
CPD002453993 Clc1ccc2oc(cc(=O)c2c1)C(=O)N(Cc3ccccc3)c4ccccn4 -5.176
CPD002484600 CC(NC(=O)Nc1ccc(Cl)cc1F)c2ccc(C)cc2C -4.360
CPD002400143 CCCCCCN1N=C(C(=O)Nc2nc(cs2)c3ccc(NC(=O)C)cc3)c4ccccc4C1=O -3.244
CPD002436371 OC(=O)C(Cc1c[nH]c2ccccc12)NCc3ccccc3F.Cl -3.058
CPD002409213 CC(C)OCCCNS(=O)(=O)c1cccc2cc(C)cnc12 -5.272
CPD002487574 CCc1ccc2nc(Nc3nc(C)c(CC=C)c(O)n3)nc(C)c2c1 -5.294
CPD002411654 CCCCN1C(=O)N(CC(O)COc2ccc3ccccc3c2)C(=O)c4c1ncn4C5CCCC5 -7.176
CPD002400144 Cc1cnc(cn1)C(=O)NCCc2c[nH]c3ccccc23 -2.894
CPD002405590 COc1cccc(c1)C(CNC(=O)C2CCN(CC2)S(=O)(=O)c3ccc4ccccc4c3)N(C)C -4.295
CPD002484603 CCc1ccc2OC(=O)C=C(CN3CCN(CC(=O)NC4CCCCC4)CC3)c2c1 -6.305
CPD002436372 CCOc1cc(C)ccc1OCc2nnc(SCC(=O)NC3CCCCC3)n2C -2.079
CPD002409214 Cn1ccc(NC(=O)CCc2oc(cn2)c3ccc(Cl)cc3)n1 -3.947
CPD002487576 CN1CCN(CCCNC(=O)C(=O)Nc2ccc3[nH]ccc3c2)CC1 -7.297
CPD002453994 COc1cc(ccc1OCCC(C)C)C2N(CCO)C(=O)c3n[nH]c(c4ccccc4O)c23 -6.230
CPD002400145 CC(=O)NCc1ccc(cc1)C(=O)CSc2ccc(NC(=O)C)cc2 -3.566
CPD002487578 Oc1nc2nc3ccccc3n2c4NC(=O)CC(c5cccc(F)c5F)c14 -5.631
CPD002484604 CCC(CC)C(=O)Nc1sc(Nc2ccc(C)cc2)nc1C(=O)N -2.558
CPD002436373 NC(=O)CSc1nnc(CNC(=O)c2ccc(Cl)cc2)n1c3ccccc3 -2.193
CPD002411655 CCCN(Cc1nnc(o1)c2ccccc2Cl)C(=O)c3cccc(c3)S(=O)(=O)N(CC)CC -2.383
CPD002409215 Cc1oc(nc1CC(=O)NCCc2ccc(F)cc2)c3ccccc3 -2.616
CPD002405591 CCN(CC)CCCNC(=O)c1nn(Cc2ccccc2)c(=O)c3ccccc13 -5.766
CPD002400146 CN(CC(=O)Nc1ccc(Cl)cc1)C(=O)COc2cccc(F)c2 -2.253
CPD002487581 CC(C)c1ccc(cc1)c2nonc2NC(=O)C3=CC(=O)c4cc(Cl)ccc4O3 -7.447
CPD002405592 Fc1cccc(NC(=O)C2=NNC(=O)c3ccccc23)c1 -6.507
CPD002484606 O=C(Nc1ccc(CN2CCOCC2)cc1)Nc3ccc4OCCOc4c3 -7.551
CPD002436375 COc1ccc(OCC(=O)Nc2ccc(cc2)c3nc4cc(Cl)ccc4o3)cc1 -5.835
CPD002453995 COc1ccc(cc1OC)c2cnc(N)nc2c3ccc(OCc4ccccc4F)cc3O -6.760
CPD002409216 CC(Cn1cccn1)NC(=O)c2cc(Cl)c3OCOc3c2 -7.348
CPD002405593 CC(NC(=O)CCCc1c[nH]c2ccccc12)c3cccc(F)c3 -1.962
CPD002411656 CCCN(CC1COc2ccccc2O1)C(=O)CSc3nnnn3C4CCCC4 -6.073
CPD002400147 COc1cc(ccc1NC(=O)C)S(=O)(=O)NC(c2ccc(F)cc2)c3cccs3 -6.060
CPD002484607 CCc1ccc(s1)C(=O)N2CCN(CC2)c3cc(Cl)ccc3C -3.134
CPD002436376 CC(C)c1ccc2oc(nc2c1)c3ccc(Cl)c(NC(=O)C)c3 -3.547
CPD002453997 CCOC(=O)COc1ccc2c(=O)c(c3ccc(Br)cc3)c(oc2c1)C(F)(F)F -4.045
CPD002409217 Fc1cccc(CCNC(=O)CCc2oc(cn2)c3ccccc3)c1 -3.348
CPD002487582 COc1ccc(cc1S(=O)(=O)NCCc2ccccc2F)N3C(=O)C(C)(C)CS3(=O)=O -2.771
CPD002400148 NC(=O)C(Oc1cc(Cl)ccc1Cl)c2ccccc2 -4.131
CPD002411657 Cc1ccc2nc(C)c(cc2c1)C(=O)N3CCCc4ccc(F)cc34 -6.080
CPD002484608 COc1cccc(c1)C(=O)Nc2cc(on2)C(C)(C)C -4.036
CPD002409218 O=C(NC1CC1)N2CCN(CC2)c3oc(nc3C#N)c4occc4 -4.541
CPD002405594 Fc1ccc(cc1)S(=O)(=O)N2N=C(CC2c3ccc4nccnc4c3)c5ccccc5 -7.176
CPD002436377 CC(C)CC(=O)Nc1ccc(cc1)c2nc3cc(Cl)ccc3o2 -6.543
CPD002453999 COc1ccccc1Oc2coc3cc(OCc4cccc(Cl)c4)ccc3c2=O -5.282
CPD002487583 COc1ccc(cc1)c2cc(NC(=O)c3cccs3)n(n2)C4CCS(=O)(=O)C4 -5.893
CPD002400149 COc1ccc(cc1)c2oc(SCc3cc(on3)c4cccs4)nn2 -6.247
CPD002484609 COc1cc(OC)c(cc1OC)C(=O)Nc2nc(C)c(s2)C(=O)N(C)C -4.409
CPD002411658 CCCN(CC(=O)Nc1cccc(c1)C(=O)NC2CC2)Cc3oc(nn3)c4cccs4 -2.532
CPD002405595 Cc1ccc(cc1)c2occ(CN3CCN(CC(=O)Nc4cccc(C)c4C)CC3)n2 -3.952
CPD002409219 CN1N=C(C(=O)NCC2CCN(C2)C3CC3)c4ccccc4C1=O -3.507
CPD002436379 CCOc1cc(cc(OCC)c1OCC)C(=O)Nc2ccc(N3CCCC3)c(Cl)c2 -6.685
CPD002484610 Cc1ccc(cc1C)C(=O)N2CCN(Cc3ccc(F)cc3)CC2 -4.399
CPD002454000 CN(Cc1ccccc1)S(=O)(=O)c2ccc(NC(=O)c3cc(=O)c4cc(C)ccc4o3)cc2 -6.609
CPD002487584 Cc1cc(C)c2nc(Nc3nc(C)c(CC=C)c(O)n3)nc(C)c2c1 -5.842
CPD002400151 CC(=O)Nc1ccc(NC(=O)COC(=O)c2ccccc2Sc3ccccc3C#N)cc1 -5.972
CPD002411659 CC(N(C)C(=O)Cc1c[nH]c2ccccc12)c3ccccc3 -3.221
CPD002405596 CCCN1C(=O)N(CC(=O)Nc2ccc(C)c(F)c2)C(=O)c3c1nc(C)n3CCOC -3.623
