,compound_id,smiles,score,rdkit_smiles,VALUE_NUM_mean,VALUE_NUM_std,Perc_Var,Remove_BadDuplicate,rank
994,2557870,OC(=O)C1CCN(CC1)C(=O)c1cc(nc2ccccc12)-c1ccccc1,-4.324,O=C(O)C1CCN(C(=O)c2cc(-c3ccccc3)nc3ccccc23)CC1,-4.324,,-0.0,0,948.0
995,2501764,OC(=O)c1cc(nc2ccccc12)-c1ccccc1,-4.322,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,-4.3285,0.009192388155425047,-0.15016749451310962,0,947.0
997,2567097,CCCCCCN=C(S)NNC(=O)c1cc(nc2ccccc12)-c1ccccc1,-6.122,CCCCCCN=C(S)NNC(=O)c1cc(-c2ccccc2)nc2ccccc12,-6.122,,-0.0,0,1244.0
998,2517096,COc1ccc(cc1)-c1cc(C(O)=O)c2cc(ccc2n1)C(C)C,-4.388,COc1ccc(-c2cc(C(=O)O)c3cc(C(C)C)ccc3n2)cc1,-4.388,,-0.0,0,970.0
999,2569728,CC(C)c1ccc(cc1)-c1cc([nH]n1)C(O)=O,-6.639,CC(C)c1ccc(-c2cc(C(=O)O)[nH]n2)cc1,-6.639,,-0.0,0,1260.0
1000,2560505,[O-]C(=O)c1cc([nH+][nH]1)-c1ccccc1,-3.308,O=C([O-])c1cc(-c2ccccc2)[nH+][nH]1,-3.308,,-0.0,0,454.0
1001,2538893,Cc1cc(C(=O)N2CCNCC2)c2ccccc2n1,-4.306,Cc1cc(C(=O)N2CCNCC2)c2ccccc2n1,-4.306,,-0.0,0,935.0
1002,2504753,COc1cc(nc2ccccc12)C(O)=O,-3.728,COc1cc(C(=O)O)nc2ccccc12,-3.728,,-0.0,0,698.0
1003,2542285,CC1(C)CC(CC(C)(C)N1)Nc1cc(C(=O)N2CCOCC2)c2ccccc2n1,-4.718,CC1(C)CC(Nc2cc(C(=O)N3CCOCC3)c3ccccc3n2)CC(C)(C)N1,-4.718,,-0.0,0,1065.0
1004,2572236,CC1(C)CC(CC(C)(C)N1)Nc1ncnc2ccccc12,-3.51,CC1(C)CC(Nc2ncnc3ccccc23)CC(C)(C)N1,-3.51,,-0.0,0,578.0
1005,2525102,CC1(C)CC(CC(C)(C)N1)Nc1nc(nc2ccccc12)-c1ccncc1,-4.172,CC1(C)CC(Nc2nc(-c3ccncc3)nc3ccccc23)CC(C)(C)N1,-4.172,,-0.0,0,896.0
1006,2570989,CC(C)c1ccc(cc1)-c1csc(N=C(N)N)n1,-6.773,CC(C)c1ccc(-c2csc(N=C(N)N)n2)cc1,-6.773,,-0.0,0,1265.0
1007,2553442,OC(=O)c1cc(nc2ccc(F)cc12)-c1ccc2ccccc2c1,-3.96,O=C(O)c1cc(-c2ccc3ccccc3c2)nc2ccc(F)cc12,-3.96,,-0.0,0,815.0
1008,2511347,OC(=O)c1cc2c(c[nH]1)nc1ccccc21,-5.416,O=C(O)c1cc2c3ccccc3nc-2c[nH]1,-5.416,,-0.0,0,1189.0
1009,2579137,OC(=O)c1cc(nc2ccc3ccccc3c12)-c1ccc2ccccc2n1,-4.455,O=C(O)c1cc(-c2ccc3ccccc3n2)nc2ccc3ccccc3c12,-4.455,,-0.0,0,996.0
1010,2562688,[O-][N+](=O)c1ccc(cc1)-c1cc(nc2ccc3ccccc3c12)-c1cccnc1,-4.753,O=[N+]([O-])c1ccc(-c2cc(-c3cccnc3)nc3ccc4ccccc4c23)cc1,-4.753,,-0.0,0,1074.0
1011,2562017,CC(=O)c1cc2ccccc2o1,-3.72,CC(=O)c1cc2ccccc2o1,-3.72,,-0.0,0,695.0
1012,2560627,O=C(NC1CCSC1=O)c1cc2ccccc2o1,-4.116,O=C(NC1CCSC1=O)c1cc2ccccc2o1,-4.116,,-0.0,0,877.0
1013,2568912,CCCNC(C)c1cc2ccccc2o1,-2.62,CCCNC(C)c1cc2ccccc2o1,-2.62,,-0.0,0,188.0
1014,2561178,CC(NC(=O)CCCC(O)=O)C12CC3CC(CC(C3)C1)C2,-2.853,CC(NC(=O)CCCC(=O)O)C12CC3CC(CC(C3)C1)C2,-2.853,,-0.0,0,270.0
