,Unnamed: 0,ID,SMILES,score,rdkit_smiles,VALUE_NUM_mean,VALUE_NUM_std,Perc_Var,Remove_BadDuplicate
81194,81195,CPD000267758,CC(=O)c1ccc(OC(=O)c2cc3ccccc3oc2=O)cc1,-3.263,CC(=O)c1ccc(OC(=O)c2cc3ccccc3oc2=O)cc1,-3.263,,-0.0,0
48258,48259,CPD000067712,CCOc1cc(N2CCOCC2)c(OCC)cc1NC(=O)c3nc4nccc(C)n4n3,-4.852,CCOc1cc(N2CCOCC2)c(OCC)cc1NC(=O)c1nc2nccc(C)n2n1,-4.852,,-0.0,0
74845,74846,CPD002433634,CC(C)CCC(=O)N1CCN(C\C=C\c2ccccc2)CC1,-3.964,CC(C)CCC(=O)N1CCN(C/C=C/c2ccccc2)CC1,-3.964,,-0.0,0
52253,52254,CPD002393717,Fc1ccc(NC(=O)c2nn(Cc3ccccc3)c(=O)c4ccccc24)c(F)c1,-4.748,O=C(Nc1ccc(F)cc1F)c1nn(Cc2ccccc2)c(=O)c2ccccc12,-4.748,,-0.0,0
66649,66650,CPD000626776,CCOC(=O)c1ccc(NC(=O)c2cc(cn2C)S(=O)(=O)N3CCOCC3)cc1,-4.328,CCOC(=O)c1ccc(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)cn2C)cc1,-4.328,,-0.0,0
52332,52333,CPD001390291,O=S(=O)(NC(c1ccccc1)c2ccccn2)c3cccs3,-4.746,O=S(=O)(NC(c1ccccc1)c1ccccn1)c1cccs1,-4.746,,-0.0,0
26813,26814,CPD002417033,COC(=O)C(=O)CC(=O)c1ccc(C)s1,-5.436,COC(=O)C(=O)CC(=O)c1ccc(C)s1,-5.436,,-0.0,0
52943,52944,CPD002364345,CCCC1(CC2CC3CC(N)(C2)C1)C3.Cl,-4.73,CCCC12CC3CC(CC(N)(C3)C1)C2,-4.73,,-0.0,0
576,576,CPD002437206,Cc1ccc(cc1)c2ccc(CCC(=O)O)n2NC(=O)c3ccc(F)cc3,-9.022,Cc1ccc(-c2ccc(CCC(=O)O)n2NC(=O)c2ccc(F)cc2)cc1,-9.022,,-0.0,0
2879,2879,CPD002439863,OC(=O)c1ccccc1SCc2ccc(Cl)cc2,-7.861,O=C(O)c1ccccc1SCc1ccc(Cl)cc1,-7.861,,-0.0,0
9430,9431,CPD002396640,O=C(CSc1ccccc1C(=O)Nc2ccc3NC(=O)Nc3c2)NCc4occc4,-6.278,O=C(CSc1ccccc1C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1)NCc1ccco1,-6.278,,-0.0,0
61901,61902,CPD002453319,CCN(CC)S(=O)(=O)c1ccc(NC(=O)CN(c2ccccc2)S(=O)(=O)C)cc1,-4.479,CCN(CC)S(=O)(=O)c1ccc(NC(=O)CN(c2ccccc2)S(C)(=O)=O)cc1,-4.479,,-0.0,0
27266,27267,CPD002426960,Fc1ccc(NCc2ccc(cc2)C#N)c(F)c1F,-5.422,N#Cc1ccc(CNc2ccc(F)c(F)c2F)cc1,-5.422,,-0.0,0
4588,4589,CPD002406111,COc1ccc(cc1)C2=NN=C(NC2=O)SCC(=O)Nc3ccc(C)cc3C,-7.116,COc1ccc(-c2nnc(SCC(=O)Nc3ccc(C)cc3C)[nH]c2=O)cc1,-7.116,,-0.0,0
37469,37470,CPD002405605,Fc1cccc(Cl)c1CC(=O)N2CCC(=CC2)c3c[nH]c4ncccc34,-5.13,O=C(Cc1c(F)cccc1Cl)N1CC=C(c2c[nH]c3ncccc23)CC1,-5.13,,-0.0,0
27241,27242,CPD002395581,O=C(COC(=O)C1=COCCO1)Nc2cccc(c2)S(=O)(=O)N3CCCC3,-5.423,O=C(COC(=O)C1=COCCO1)Nc1cccc(S(=O)(=O)N2CCCC2)c1,-5.423,,-0.0,0
56260,56261,CPD002365765,CC1CCC2(CC1)N=C(S)C(=N2)c3ccc(Cl)cc3Cl,-4.64,CC1CCC2(CC1)N=C(S)C(c1ccc(Cl)cc1Cl)=N2,-4.64,,-0.0,0
52385,52386,CPD002429358,O=C(NCc1ccccc1)c2cc(NCc3cccnc3)ccn2,-4.745,O=C(NCc1ccccc1)c1cc(NCc2cccnc2)ccn1,-4.745,,-0.0,0
41567,41568,CPD000563973,COc1ccc(OC)c(NC(=O)CCn2ccnc2)c1,-5.022,COc1ccc(OC)c(NC(=O)CCn2ccnc2)c1,-5.022,,-0.0,0
69434,69435,CPD000063757,CCCn1c(=O)[nH]c(=O)c2n(CCN3CCOCC3)c(nc12)c4ccc5OCCOc5c4,-4.223,CCCn1c(=O)[nH]c(=O)c2c1nc(-c1ccc3c(c1)OCCO3)n2CCN1CCOCC1,-4.223,,-0.0,0
7392,7393,CPD002408751,CN(Cc1ccc(F)cc1)C(=O)c2cc(nc3ccccc23)c4ccncc4,-6.513,CN(Cc1ccc(F)cc1)C(=O)c1cc(-c2ccncc2)nc2ccccc12,-6.513,,-0.0,0
9404,9405,CPD002416500,CC(Sc1ccc(NC(=O)C)cc1)C(=O)c2ccc3CCCc3c2,-6.28,CC(=O)Nc1ccc(SC(C)C(=O)c2ccc3c(c2)CCC3)cc1,-6.28,,-0.0,0
73649,73650,CPD002395857,CC(C)Nc1nc(cs1)c2ccc(cc2)S(=O)(=O)N3CCCCCC3,-4.031,CC(C)Nc1nc(-c2ccc(S(=O)(=O)N3CCCCCC3)cc2)cs1,-4.031,,-0.0,0
78873,78874,CPD000119805,CC(C)(C)n1nnnc1C(N(Cc2ccco2)Cc3cccnc3)c4cccs4,-3.637,CC(C)(C)n1nnnc1C(c1cccs1)N(Cc1cccnc1)Cc1ccco1,-3.637,,-0.0,0
36678,36679,CPD002409115,COCCNC(=O)CN(C)c1nc(nc2ccccc12)c3ccncc3,-5.149,COCCNC(=O)CN(C)c1nc(-c2ccncc2)nc2ccccc12,-5.149,,-0.0,0
38741,38742,CPD000633716,Fc1ccccc1N2CCN(CC2)C(=O)c3ccc(cc3)N4CCCCS4(=O)=O,-5.097,O=C(c1ccc(N2CCCCS2(=O)=O)cc1)N1CCN(c2ccccc2F)CC1,-5.097,,-0.0,0
72524,72525,CPD002370535,COc1cc(cc(OC)c1OC)C(=O)NCC(c2occc2)S(=O)(=O)c3ccccc3,-4.088,COc1cc(C(=O)NCC(c2ccco2)S(=O)(=O)c2ccccc2)cc(OC)c1OC,-4.088,,-0.0,0
61688,61689,CPD002410722,CN(C1CCCC1)C(=O)c2cc(O)nc3ccccc23,-4.485,CN(C(=O)c1cc(O)nc2ccccc12)C1CCCC1,-4.485,,-0.0,0
59880,59881,CPD001606986,Cc1ccc2n(C)c(cc2c1)C(=O)Nc3ccccc3,-4.537,Cc1ccc2c(c1)cc(C(=O)Nc1ccccc1)n2C,-4.537,,-0.0,0
77590,77591,CPD002455663,Cn1c(=O)n(C)c2nc(N3CCCCCC3)n(Cc4cccc(Br)c4)c2c1=O,-3.763,Cn1c(=O)c2c(nc(N3CCCCCC3)n2Cc2cccc(Br)c2)n(C)c1=O,-3.763,,-0.0,0
11373,11374,CPD002396884,C=CCNc1nc(cs1)C(=O)OCC(=O)Nc2ccccc2,-6.12,C=CCNc1nc(C(=O)OCC(=O)Nc2ccccc2)cs1,-6.12,,-0.0,0
38935,38936,CPD002373308,CCCCN(C)c1ncnc2c1sc3nc(c4ccco4)c5COC(C)(C)Cc5c32,-5.092,CCCCN(C)c1ncnc2c1sc1nc(-c3ccco3)c3c(c12)CC(C)(C)OC3,-5.092,,-0.0,0
49058,49059,CPD002411922,CC(C)CC(NC(=O)CCOc1ccc(C)c(C)c1)C(=O)N(C)C,-4.831,Cc1ccc(OCCC(=O)NC(CC(C)C)C(=O)N(C)C)cc1C,-4.831,,-0.0,0
45231,45232,CPD000564936,COc1ccccc1NC(=O)CN2CCN(CC(=O)Nc3ccc(cc3)S(=O)(=O)N)CC2,-4.927,COc1ccccc1NC(=O)CN1CCN(CC(=O)Nc2ccc(S(N)(=O)=O)cc2)CC1,-4.927,,-0.0,0
78276,78277,CPD002397503,Cc1cc(C2=NN=C(NC(C)(C)C)SC2)c(C)n1C3CC3,-3.697,Cc1cc(C2=NN=C(NC(C)(C)C)SC2)c(C)n1C1CC1,-3.697,,-0.0,0
62374,62375,CPD000308293,CCn1cc(C(=O)N2CCN(CC2)c3ccccc3OC)c4cc(OC)c(OC)cc4c1=O,-4.464,CCn1cc(C(=O)N2CCN(c3ccccc3OC)CC2)c2cc(OC)c(OC)cc2c1=O,-4.464,,-0.0,0
75861,75862,CPD002405839,COc1ccc(cc1)C(=O)N2CCN(Cc3nc(N)c4ccccc4n3)CC2,-3.898,COc1ccc(C(=O)N2CCN(Cc3nc(N)c4ccccc4n3)CC2)cc1,-3.898,,-0.0,0
45551,45552,CPD002456104,CCOC(=O)c1ccc(cc1)N2C(c3ccccc3)c4c(C)[nH]nc4C2=O,-4.919,CCOC(=O)c1ccc(N2C(=O)c3n[nH]c(C)c3C2c2ccccc2)cc1,-4.919,,-0.0,0
82475,82476,CPD002454426,CC1CCN(CC1)S(=O)(=O)c2ccc(NC(=O)C3CN(CCc4ccc(F)cc4)C(=O)C3)cc2,-2.722,CC1CCN(S(=O)(=O)c2ccc(NC(=O)C3CC(=O)N(CCc4ccc(F)cc4)C3)cc2)CC1,-2.722,,-0.0,0
71880,71881,CPD000016756,CCN1CCN(Cc2nc3n(C)c(=O)[nH]c(=O)c3n2Cc4ccccc4Cl)CC1,-4.118,CCN1CCN(Cc2nc3c(c(=O)[nH]c(=O)n3C)n2Cc2ccccc2Cl)CC1,-4.118,,-0.0,0
37162,37163,CPD000344024,CN(C)C(=O)c1sc(Nc2ccccc2C(F)(F)F)nc1C,-5.137,Cc1nc(Nc2ccccc2C(F)(F)F)sc1C(=O)N(C)C,-5.137,,-0.0,0
36899,36900,CPD002437928,OC1=C(C(N(CCc2ccccc2)C1=O)c3ccco3)C(=O)c4ccco4,-5.144,O=C(C1=C(O)C(=O)N(CCc2ccccc2)C1c1ccco1)c1ccco1,-5.144,,-0.0,0
20475,20476,CPD002428564,CCOC(=O)CSC(C(=O)N)c1ccccc1,-5.661,CCOC(=O)CSC(C(N)=O)c1ccccc1,-5.661,,-0.0,0
23189,23190,CPD002401786,COc1ccc(CCn2c(SCC(C)C)nc3N(C)C(=O)N(C)C(=O)c23)cc1,-5.56,COc1ccc(CCn2c(SCC(C)C)nc3c2c(=O)n(C)c(=O)n3C)cc1,-5.56,,-0.0,0
12994,12995,CPD002498759,CNc1sc2CCCCc2c1C#N,-6.013,CNc1sc2c(c1C#N)CCCC2,-6.013,,-0.0,0
72092,72093,CPD000811595,Cc1ccc(cc1[N+](=O)[O-])S(=O)(=O)N2CCN(CC2)c3ccc(nn3)N4CCOCC4,-4.108,Cc1ccc(S(=O)(=O)N2CCN(c3ccc(N4CCOCC4)nn3)CC2)cc1[N+](=O)[O-],-4.108,,-0.0,0
71145,71146,CPD000526281,c1c([nH]c2ccccc12)c3ccccc3,-4.152,c1ccc(-c2cc3ccccc3[nH]2)cc1,-4.152,,-0.0,0
40156,40157,CPD002369090,CCOc1ccc(cc1)c2oc(C)c(CNC(=O)Nc3cccc(OC)c3)n2,-5.058,CCOc1ccc(-c2nc(CNC(=O)Nc3cccc(OC)c3)c(C)o2)cc1,-5.058,,-0.0,0
3623,3624,CPD001930583,Cc1cc(OCc2nc(C#N)c(NCc3ccncc3)o2)ccc1Cl,-7.517,Cc1cc(OCc2nc(C#N)c(NCc3ccncc3)o2)ccc1Cl,-7.517,,-0.0,0
74413,74414,CPD002500194,CC1CCCCC1NC(=O)c2csc(C)c2,-3.99,Cc1cc(C(=O)NC2CCCCC2C)cs1,-3.99,,-0.0,0
9107,9108,CPD000286414,Cc1ccccc1N2C(=O)CC(C2=O)c3c[nH]c4ccccc34,-6.309,Cc1ccccc1N1C(=O)CC(c2c[nH]c3ccccc23)C1=O,-6.309,,-0.0,0
75766,75767,CPD002402919,CC(C)C(NC(=O)N1CCC(CC1)NS(=O)(=O)c2cccs2)c3ccc(F)cc3,-3.904,CC(C)C(NC(=O)N1CCC(NS(=O)(=O)c2cccs2)CC1)c1ccc(F)cc1,-3.904,,-0.0,0
44713,44714,CPD002369045,COc1ccc(cc1NC(=O)c2ccc(cc2)C(C)(C)C)C(=O)OCC3=CC(=O)N4OC(=CC4=N3)C,-4.94,COc1ccc(C(=O)OCc2cc(=O)n3oc(C)cc3n2)cc1NC(=O)c1ccc(C(C)(C)C)cc1,-4.94,,-0.0,0
18033,18034,CPD002488546,CC(=O)c1cn(CC(=O)NCc2ccccc2)c3ccccc13,-5.76,CC(=O)c1cn(CC(=O)NCc2ccccc2)c2ccccc12,-5.76,,-0.0,0
54699,54700,CPD002365507,Cc1ccc(C=Nc2ccc(Nc3ccccc3)cc2)s1,-4.683,Cc1ccc(C=Nc2ccc(Nc3ccccc3)cc2)s1,-4.683,,-0.0,0
26493,26494,CPD002403365,CCOc1ccccc1NC(=O)Cc2nc(oc2C)c3cccs3,-5.447,CCOc1ccccc1NC(=O)Cc1nc(-c2cccs2)oc1C,-5.447,,-0.0,0
8478,8479,CPD002188731,CN(CC(=O)Nc1ccc(F)c(F)c1)S(=O)(=O)Cc2ccc(cc2)C#N,-6.376,CN(CC(=O)Nc1ccc(F)c(F)c1)S(=O)(=O)Cc1ccc(C#N)cc1,-6.376,,-0.0,0
17931,17932,CPD002438560,Cc1ccc(cc1)S(=O)(=O)C(CC(=O)c2ccc(F)cc2)c3cccs3,-5.765,Cc1ccc(S(=O)(=O)C(CC(=O)c2ccc(F)cc2)c2cccs2)cc1,-5.765,,-0.0,0
36922,36923,CPD002411121,CC(C)N1N=C(C(=O)N2CCCc3ccccc23)c4ccccc4C1=O,-5.143,CC(C)n1nc(C(=O)N2CCCc3ccccc32)c2ccccc2c1=O,-5.143,,-0.0,0
3647,3648,CPD002452749,Cc1ccc2nc(sc2c1)N3C(C(=C(O)C3=O)C(=O)c4ccco4)c5ccc(O)cc5,-7.508,Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccco4)C3c3ccc(O)cc3)sc2c1,-7.508,,-0.0,0
81793,81794,CPD002409517,CCOC(=O)c1cn[nH]c1S(=O)(=O)N(CC(C)C)CC(C)C,-3.074,CCOC(=O)c1cn[nH]c1S(=O)(=O)N(CC(C)C)CC(C)C,-3.074,,-0.0,0
6774,6775,CPD002412078,CN(Cc1ccc2OCOc2c1)C(=O)NCCc3csc(C)n3,-6.604,Cc1nc(CCNC(=O)N(C)Cc2ccc3c(c2)OCO3)cs1,-6.604,,-0.0,0
21941,21942,CPD002371907,CN(C)C(=O)c1ccc2oc(CN3CCN(CC3)C(=O)Nc4cccc(Cl)c4)nc2c1,-5.606,CN(C)C(=O)c1ccc2oc(CN3CCN(C(=O)Nc4cccc(Cl)c4)CC3)nc2c1,-5.606,,-0.0,0
31580,31581,CPD002405956,Cc1noc(CN2C(=O)N(C=C(C#N)C2=O)C3CC3)n1,-5.29,Cc1noc(Cn2c(=O)c(C#N)cn(C3CC3)c2=O)n1,-5.29,,-0.0,0
32242,32243,CPD000679633,Fc1ccc(NC(=O)c2cccc(n2)C(=O)Nc3ccc(F)cc3F)c(F)c1,-5.271,O=C(Nc1ccc(F)cc1F)c1cccc(C(=O)Nc2ccc(F)cc2F)n1,-5.271,,-0.0,0
78630,78631,CPD002443367,COc1ccc(CC(=O)OCC(=O)c2ccc(OC(=O)c3ccco3)cc2)cc1,-3.664,COc1ccc(CC(=O)OCC(=O)c2ccc(OC(=O)c3ccco3)cc2)cc1,-3.664,,-0.0,0
11579,11580,CPD002405513,COc1ccc(cc1)c2cc(NC(=O)c3c(C)noc3C(C)C)ccc2OC(F)F,-6.105,COc1ccc(-c2cc(NC(=O)c3c(C)noc3C(C)C)ccc2OC(F)F)cc1,-6.105,,-0.0,0
12701,12702,CPD002411611,COc1cc(CNC(=O)N2CCN(Cc3ccc(Br)s3)CC2)cc(OC)c1OC,-6.031,COc1cc(CNC(=O)N2CCN(Cc3ccc(Br)s3)CC2)cc(OC)c1OC,-6.031,,-0.0,0
38916,38917,CPD002488516,COc1ccccc1CNC(=O)Cn2ccc3cccc(OC)c23,-5.093,COc1ccccc1CNC(=O)Cn1ccc2cccc(OC)c21,-5.093,,-0.0,0
63874,63875,CPD002400658,CC1=C(CCC(=O)Nc2ccccc2Cl)C(=O)Oc3cc(C)ccc13,-4.418,Cc1ccc2c(C)c(CCC(=O)Nc3ccccc3Cl)c(=O)oc2c1,-4.418,,-0.0,0
38889,38890,CPD002429532,CCOc1cc(/C=C/C(=O)c2ccc(F)cc2)cc(Br)c1OC,-5.093,CCOc1cc(/C=C/C(=O)c2ccc(F)cc2)cc(Br)c1OC,-5.093,,-0.0,0
53874,53875,CPD000013047,CCCCCn1c(SCCN2CCOCC2)nc3n(C)c(=O)[nH]c(=O)c13,-4.706,CCCCCn1c(SCCN2CCOCC2)nc2c1c(=O)[nH]c(=O)n2C,-4.706,,-0.0,0
32469,32470,CPD002453552,Cn1c(CNC(=O)c2ccc3OCOc3c2)nnc1SCC(=O)c4ccccc4,-5.265,Cn1c(CNC(=O)c2ccc3c(c2)OCO3)nnc1SCC(=O)c1ccccc1,-5.265,,-0.0,0
41767,41768,CPD000017550,Cc1ccnc(SCCn2c(nc3n(C)c(=O)[nH]c(=O)c23)N4CCOCC4)n1,-5.017,Cc1ccnc(SCCn2c(N3CCOCC3)nc3c2c(=O)[nH]c(=O)n3C)n1,-5.017,,-0.0,0
21003,21004,CPD002402466,CCCN1C(=O)NC(=O)c2c1nc(c3cccc(OC)c3)n2CCOC,-5.639,CCCn1c(=O)[nH]c(=O)c2c1nc(-c1cccc(OC)c1)n2CCOC,-5.639,,-0.0,0
27832,27833,CPD002374107,CCOc1ccc2n(CC(=O)Nc3cccc(Cl)c3)cc(c(=O)c2c1)S(=O)(=O)c4ccccc4,-5.404,CCOc1ccc2c(c1)c(=O)c(S(=O)(=O)c1ccccc1)cn2CC(=O)Nc1cccc(Cl)c1,-5.404,,-0.0,0
32512,32513,CPD002486409,COc1ccc2c(C)c(CCC(=O)NCc3ccc(cc3)S(=O)(=O)N)c(=O)oc2c1C,-5.264,COc1ccc2c(C)c(CCC(=O)NCc3ccc(S(N)(=O)=O)cc3)c(=O)oc2c1C,-5.264,,-0.0,0
71829,71830,CPD002368910,Fc1ccc(cc1)N2CCN(CC2)C(=O)Cn3cnc(c3)S(=O)(=O)N4CCOCC4,-4.121,O=C(Cn1cnc(S(=O)(=O)N2CCOCC2)c1)N1CCN(c2ccc(F)cc2)CC1,-4.121,,-0.0,0
72802,72803,CPD002372959,CC(C)c1ccc(cc1)C2C(=C(N)Oc3c2ccc4ccccc34)C#N,-4.075,CC(C)c1ccc(C2C(C#N)=C(N)Oc3c2ccc2ccccc32)cc1,-4.075,,-0.0,0
29352,29353,CPD000094666,COc1cccc(c1)c2nc(CS(=O)(=O)CC(=O)N3CCN(C)CC3)c(C)o2,-5.359,COc1cccc(-c2nc(CS(=O)(=O)CC(=O)N3CCN(C)CC3)c(C)o2)c1,-5.359,,-0.0,0
15141,15142,CPD002432287,CN(CCOc1ccc(Br)cc1)C(=O)CSc2nnc(C)n2C,-5.894,Cc1nnc(SCC(=O)N(C)CCOc2ccc(Br)cc2)n1C,-5.894,,-0.0,0
64523,64524,CPD002442452,Nc1c(cnn1c2ccccc2)C(=O)NC3CCCC3,-4.398,Nc1c(C(=O)NC2CCCC2)cnn1-c1ccccc1,-4.398,,-0.0,0
68734,68735,CPD002443578,Cc1ccc(cc1)c2noc(n2)c3occc3Br,-4.249,Cc1ccc(-c2noc(-c3occc3Br)n2)cc1,-4.249,,-0.0,0
61351,61352,CPD002401104,CC(=C)CSc1nc2n(C)c(=O)[nH]c(=O)c2n1CCCc3ccccc3,-4.494,C=C(C)CSc1nc2c(c(=O)[nH]c(=O)n2C)n1CCCc1ccccc1,-4.494,,-0.0,0
63635,63636,CPD002418554,COc1ccc(NC(=O)c2ccc3NC(=O)COc3c2)cc1,-4.426,COc1ccc(NC(=O)c2ccc3c(c2)OCC(=O)N3)cc1,-4.426,,-0.0,0
38864,38865,CPD002486738,CCCc1nc(N2CCN(CC(=O)N3CCCC3)CC2)c(C#N)c4CCCc41,-5.094,CCCc1nc(N2CCN(CC(=O)N3CCCC3)CC2)c(C#N)c2c1CCC2,-5.094,,-0.0,0
10132,10133,CPD002416722,CC(Sc1oc2ccccc2n1)C(=O)C34CC5CC(CC(C5)C3)C4,-6.218,CC(Sc1nc2ccccc2o1)C(=O)C12CC3CC(CC(C3)C1)C2,-6.218,,-0.0,0
6083,6084,CPD002430019,O=C(OCc1coc(n1)c2cccs2)c3ccc4OCCCOc4c3,-6.73,O=C(OCc1coc(-c2cccs2)n1)c1ccc2c(c1)OCCCO2,-6.73,,-0.0,0
76839,76840,CPD000082146,CSc1ncc(Cl)c(n1)C(=O)Nc2ccc(cc2)S(=O)(=O)N3CCOCC3,-3.828,CSc1ncc(Cl)c(C(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)n1,-3.828,,-0.0,0
38731,38732,CPD002456170,CCOC(=O)C1=CN(C=C(C1c2ccc(F)cc2)C(=O)OCC)c3ccccc3,-5.097,CCOC(=O)C1=CN(c2ccccc2)C=C(C(=O)OCC)C1c1ccc(F)cc1,-5.097,,-0.0,0
51041,51042,CPD002484309,Cc1sc2N=C(SCc3ccc(F)cc3)N(CCCN4CCOCC4)C(=O)c2c1C,-4.78,Cc1sc2nc(SCc3ccc(F)cc3)n(CCCN3CCOCC3)c(=O)c2c1C,-4.78,,-0.0,0
15187,15188,CPD002454090,Cc1c(nnn1c2ccccc2F)C(=O)NC3CCS(=O)(=O)C3,-5.892,Cc1c(C(=O)NC2CCS(=O)(=O)C2)nnn1-c1ccccc1F,-5.892,,-0.0,0
12363,12364,CPD002369032,Cc1cccc(c1)C(=O)Nc2ccc(cc2)C(=O)OCC3=CC(=O)N4C=CSC4=N3,-6.052,Cc1cccc(C(=O)Nc2ccc(C(=O)OCc3cc(=O)n4ccsc4n3)cc2)c1,-6.052,,-0.0,0
50022,50023,CPD002427625,Cc1cccc(n1)C(=O)NCc2sccc2C,-4.807,Cc1cccc(C(=O)NCc2sccc2C)n1,-4.807,,-0.0,0
13122,13123,CPD002431406,O=C(NCc1cc2ccccc2[nH]1)c3c[nH]nn3,-6.005,O=C(NCc1cc2ccccc2[nH]1)c1c[nH]nn1,-6.005,,-0.0,0
74635,74636,CPD002435620,COc1cccc(Nc2nc3ccccc3nc2NS(=O)(=O)c4cc(C)ccc4C)c1,-3.977,COc1cccc(Nc2nc3ccccc3nc2NS(=O)(=O)c2cc(C)ccc2C)c1,-3.977,,-0.0,0
59760,59761,CPD002408939,CC(NCc1cccc(c1)C#N)c2cccc(Br)c2.Cl,-4.541,CC(NCc1cccc(C#N)c1)c1cccc(Br)c1,-4.541,,-0.0,0
21097,21098,CPD000630907,Cc1c(C(=O)N2CCOCC2)c(c(C)n1C)S(=O)(=O)Nc3cccc(C#N)c3,-5.636,Cc1c(C(=O)N2CCOCC2)c(S(=O)(=O)Nc2cccc(C#N)c2)c(C)n1C,-5.636,,-0.0,0
64010,64011,CPD002402273,CCOC(=O)c1cc(NC(=O)C2CCC2)cc(c1)C(=O)OCC,-4.415,CCOC(=O)c1cc(NC(=O)C2CCC2)cc(C(=O)OCC)c1,-4.415,,-0.0,0
69789,69790,CPD002437531,COc1ccc(/C=C/c2nnc(Cc3ccccc3)o2)cc1,-4.209,COc1ccc(/C=C/c2nnc(Cc3ccccc3)o2)cc1,-4.209,,-0.0,0
70198,70199,CPD001825138,OCCCCCCCCCCC(=O)O,-4.192,O=C(O)CCCCCCCCCCO,-4.192,,-0.0,0
4922,4923,CPD002368443,Clc1ccccc1c2noc(CSC3=NNC(=O)c4cc(nn34)c5occc5)n2,-7.008,O=c1[nH]nc(SCc2nc(-c3ccccc3Cl)no2)n2nc(-c3ccco3)cc12,-7.008,,-0.0,0
13284,13285,CPD001496779,CCC(=O)N1CCc2cc(Br)c(cc12)S(=O)(=O)CCC(=O)NCCc3ccccc3,-5.996,CCC(=O)N1CCc2cc(Br)c(S(=O)(=O)CCC(=O)NCCc3ccccc3)cc21,-5.996,,-0.0,0
47312,47313,CPD002427147,CC(NC(=O)C1CCCC(C1)C(F)(F)F)c2cccc(c2)C(F)(F)F,-4.876,CC(NC(=O)C1CCCC(C(F)(F)F)C1)c1cccc(C(F)(F)F)c1,-4.876,,-0.0,0
28721,28722,CPD002405470,COc1cccc(NC(=O)COc2ccc3C(=O)C(=COc3c2)Oc4ccc(F)cc4)c1,-5.377,COc1cccc(NC(=O)COc2ccc3c(=O)c(Oc4ccc(F)cc4)coc3c2)c1,-5.377,,-0.0,0
64449,64450,CPD002414661,CC(C)(C)C(=O)NCC(=O)O,-4.4,CC(C)(C)C(=O)NCC(=O)O,-4.4,,-0.0,0
31373,31374,CPD002395223,Cc1ccccc1NC(=O)COc2ncnc3ccc(Br)cc23,-5.296,Cc1ccccc1NC(=O)COc1ncnc2ccc(Br)cc12,-5.296,,-0.0,0
66223,66224,CPD000713182,COc1ccc(COn2nnc3ccc(cc23)S(=O)(=O)N4CCOCC4)cc1F,-4.343,COc1ccc(COn2nnc3ccc(S(=O)(=O)N4CCOCC4)cc32)cc1F,-4.343,,-0.0,0
55703,55704,CPD002439513,O=C(NN(c1ccccc1)c2ccccc2)c3cccs3,-4.655,O=C(NN(c1ccccc1)c1ccccc1)c1cccs1,-4.655,,-0.0,0
41151,41152,CPD000127963,CCc1cc2c(cc3c(=O)n(CC(=O)NCCCN4CC(C)CC(C)C4)ncn23)s1,-5.033,CCc1cc2c(cc3c(=O)n(CC(=O)NCCCN4CC(C)CC(C)C4)ncn32)s1,-5.033,,-0.0,0
83193,83194,CPD002430903,CN(CC(=O)NCC=C)CC(=O)NC1CC1,-0.814,C=CCNC(=O)CN(C)CC(=O)NC1CC1,-0.814,,-0.0,0
45041,45042,CPD002418240,Fc1ccc2nc(NC(=O)c3ccc(CN4CCCCC4)cc3)sc2c1,-4.932,O=C(Nc1nc2ccc(F)cc2s1)c1ccc(CN2CCCCC2)cc1,-4.932,,-0.0,0
16733,16734,CPD002416398,Fc1ccc(cc1)c2nnc(COc3cccc(Cl)c3)o2,-5.82,Fc1ccc(-c2nnc(COc3cccc(Cl)c3)o2)cc1,-5.82,,-0.0,0
45756,45757,CPD002415432,Cc1ccc(C)c(/C=C/C(=O)c2cccc(O)c2)c1,-4.914,Cc1ccc(C)c(/C=C/C(=O)c2cccc(O)c2)c1,-4.914,,-0.0,0
57296,57297,CPD000647574,COc1ccc(C=NNC(=O)c2nnn(c2CN(C)C3CCCCC3)c4nonc4N)cc1,-4.611,COc1ccc(C=NNC(=O)c2nnn(-c3nonc3N)c2CN(C)C2CCCCC2)cc1,-4.611,,-0.0,0
42465,42466,CPD002456213,Cc1nn2c(cc(nc2c1Br)c3ccccc3)C(F)F,-4.999,Cc1nn2c(C(F)F)cc(-c3ccccc3)nc2c1Br,-4.999,,-0.0,0
17779,17780,CPD002397580,CC(Sc1nnc(c2cccs2)n1C3CC3)C(=O)N4CCc5ccccc5C4,-5.772,CC(Sc1nnc(-c2cccs2)n1C1CC1)C(=O)N1CCc2ccccc2C1,-5.772,,-0.0,0
78110,78111,CPD002417261,CN(CC(=O)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F)C2CCCCC2,-3.713,CN(CC(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCCCC1,-3.713,,-0.0,0
11709,11710,CPD002440214,CCCCCCCCCCCCS(=O)CC(O)CCl,-6.096,CCCCCCCCCCCC[S+]([O-])CC(O)CCl,-6.096,,-0.0,0
