,ID,SMILES,score,rdkit_smiles,VALUE_NUM_mean,VALUE_NUM_std,Perc_Var,Remove_BadDuplicate
973,CPD002395759,CCCCCn1nc(C(=O)Nc2cccc(OC)c2)c3ccccc3c1=O,-6.043,CCCCCn1nc(C(=O)Nc2cccc(OC)c2)c2ccccc2c1=O,-6.043,,-0.0,0
974,CPD002489336,OC1=NC2(CCC(=O)N2c3ccccc13)C(=O)Nc4ccc(F)c(Cl)c4,-4.602,O=C1CCC2(C(=O)Nc3ccc(F)c(Cl)c3)N=C(O)c3ccccc3N12,-4.602,,-0.0,0
975,CPD002374760,Cc1ccc2C(=O)C=C(Oc2c1C)C(=O)N(Cc3cccc(Cl)c3)C4CCS(=O)(=O)C4,-3.865,Cc1ccc2c(=O)cc(C(=O)N(Cc3cccc(Cl)c3)C3CCS(=O)(=O)C3)oc2c1C,-3.865,,-0.0,0
976,CPD000653324,COc1ccc2c(C)c(CC(=O)N3CCN(CC3)C(=O)C4COc5ccccc5O4)c(=O)oc2c1C,-4.437,COc1ccc2c(C)c(CC(=O)N3CCN(C(=O)C4COc5ccccc5O4)CC3)c(=O)oc2c1C,-4.437,,-0.0,0
977,CPD002397622,COc1ccc(cc1OC)c2nc(NC(=O)c3ccc(C)c(F)c3)n[nH]2,-6.559,COc1ccc(-c2nc(NC(=O)c3ccc(C)c(F)c3)n[nH]2)cc1OC,-6.559,,-0.0,0
978,CPD002400181,CC(NC(=O)CSc1nc(CN2CCOCC2)nc3ccccc13)c4ccc(C)c(C)c4,-5.94,Cc1ccc(C(C)NC(=O)CSc2nc(CN3CCOCC3)nc3ccccc23)cc1C,-5.94,,-0.0,0
979,CPD002396336,CCCC1=CC(=O)NC(=N1)SCc2onc(n2)c3cccc(OC)c3,-7.47,CCCc1cc(=O)[nH]c(SCc2nc(-c3cccc(OC)c3)no2)n1,-7.47,0.0,-0.0,0
980,CPD000243290,COc1ccc(NS(=O)(=O)c2cc(Cl)ccc2Cl)cc1S(=O)(=O)N3CCCCC3,-3.663,COc1ccc(NS(=O)(=O)c2cc(Cl)ccc2Cl)cc1S(=O)(=O)N1CCCCC1,-3.663,,-0.0,0
981,CPD000807127,Fc1ccc(cc1)C(=O)NCc2nnc(SCC(=O)Nc3ccc4OCOc4c3)o2,-5.089,O=C(CSc1nnc(CNC(=O)c2ccc(F)cc2)o1)Nc1ccc2c(c1)OCO2,-5.089,,-0.0,0
982,CPD000653140,CCc1cc(=O)oc2c(C)c(OC(C)C(=O)NCCCN3CCOCC3)ccc12,-4.356,CCc1cc(=O)oc2c(C)c(OC(C)C(=O)NCCCN3CCOCC3)ccc12,-4.356,,-0.0,0
983,CPD000646449,CC(=O)c1ccc(NC(=O)N2C[C@H]3C[C@@H](C2)c4cccc(=O)n4C3)cc1,-5.72,CC(=O)c1ccc(NC(=O)N2C[C@H]3C[C@@H](C2)c2cccc(=O)n2C3)cc1,-5.72,,-0.0,0
984,CPD000054894,CCOC(=O)c1[nH]c(C)c(C(=NO)C)c1C,-3.574,CCOC(=O)c1[nH]c(C)c(C(C)=NO)c1C,-3.574,,-0.0,0
985,CPD000836317,Clc1ccc(s1)C(=O)CSc2nnnn2c3ccccc3,-5.929,O=C(CSc1nnnn1-c1ccccc1)c1ccc(Cl)s1,-5.929,,-0.0,0
986,CPD002396904,CN1C(=O)N(CC(=O)Nc2ccc3OC4(CCCC4)Oc3c2)C(=O)c5c1ncn5C,-3.875,Cn1cnc2c1c(=O)n(CC(=O)Nc1ccc3c(c1)OC1(CCCC1)O3)c(=O)n2C,-3.875,,-0.0,0
987,CPD002241032,COC(=O)c1[nH]c2ccc(C)cc2c1NC(=O)CCN3CCCC(C)C3,-3.819,COC(=O)c1[nH]c2ccc(C)cc2c1NC(=O)CCN1CCCC(C)C1,-3.819,,-0.0,0
988,CPD002405232,COc1cc(CN(C)C(=O)C2=Cc3ccccc3OC2=O)ccc1OC(F)F,-4.428,COc1cc(CN(C)C(=O)c2cc3ccccc3oc2=O)ccc1OC(F)F,-4.428,,-0.0,0
989,CPD002429737,Brc1ccccc1c2nc3cc4OCCOc4cc3[nH]2,-4.754,Brc1ccccc1-c1nc2cc3c(cc2[nH]1)OCCO3,-4.754,,-0.0,0
990,CPD002376553,Cc1ccc2C(=O)C=C(Oc2c1)C(=O)NCCc3onc(n3)c4ccccc4,-4.257,Cc1ccc2c(=O)cc(C(=O)NCCc3nc(-c4ccccc4)no3)oc2c1,-4.257,,-0.0,0
991,CPD002455753,FC(F)(F)c1cccc(NC(=O)Cn2nc(c3ccccc3)c4ccccc4c2=O)c1,-4.891,O=C(Cn1nc(-c2ccccc2)c2ccccc2c1=O)Nc1cccc(C(F)(F)F)c1,-4.891,,-0.0,0
992,CPD002394872,Cc1ccc(OCC(=O)Nc2ccc3CCCc3c2)c(c1)C(=O)c4cc(C#N)c(=O)n(c4)C5CC5,-5.361,Cc1ccc(OCC(=O)Nc2ccc3c(c2)CCC3)c(C(=O)c2cc(C#N)c(=O)n(C3CC3)c2)c1,-5.361,,-0.0,0
993,CPD000631090,CC(=O)c1ccc(NC(=O)Cn2cnc(c2)S(=O)(=O)N3CCc4ccccc34)cc1,-3.228,CC(=O)c1ccc(NC(=O)Cn2cnc(S(=O)(=O)N3CCc4ccccc43)c2)cc1,-3.228,,-0.0,0
994,CPD002440120,Brc1ccc(cc1)c2[nH]c3ccccc3c2C=O,-5.026,O=Cc1c(-c2ccc(Br)cc2)[nH]c2ccccc12,-5.026,,-0.0,0
995,CPD002406240,COc1ccc2nc(SCC(=O)N3N=C(CC3c4cccs4)c5occc5)[nH]c2c1,-4.786,COc1ccc2nc(SCC(=O)N3N=C(c4ccco4)CC3c3cccs3)[nH]c2c1,-4.786,,-0.0,0
996,CPD002368515,Cc1cccc(N2CCN(CC2)C(=O)C3CCN(CC3)S(=O)(=O)c4cn(C)c(C)n4)c1C,-2.197,Cc1cccc(N2CCN(C(=O)C3CCN(S(=O)(=O)c4cn(C)c(C)n4)CC3)CC2)c1C,-2.197,,-0.0,0
997,CPD000543475,Cc1c(CCC(=O)N[C@@H](CCCNC(=O)N)C(=O)O)c(=O)oc2cc3oc4CCCCc4c3cc12,-9.399,Cc1c(CCC(=O)N[C@@H](CCCNC(N)=O)C(=O)O)c(=O)oc2cc3oc4c(c3cc12)CCCC4,-9.399,0.0,-0.0,0
998,CPD000016430,Cn1c(=O)n(C)c2nc(CN3CCN(CC3)C(=O)c4ccco4)n(Cc5ccc(F)cc5)c2c1=O,-3.94,Cn1c(=O)c2c(nc(CN3CCN(C(=O)c4ccco4)CC3)n2Cc2ccc(F)cc2)n(C)c1=O,-3.94,,-0.0,0
999,CPD002484382,OC(=O)CCC(=O)N1CCN(CC1)c2ccc(Cl)c(Cl)c2,-8.459,O=C(O)CCC(=O)N1CCN(c2ccc(Cl)c(Cl)c2)CC1,-8.459,0.0,-0.0,0
1000,CPD000253360,CN(C1CCS(=O)(=O)C1)C(=O)COC(=O)CNC(=O)C2(CC3CC4CC(C3)C2)C4,-4.992,CN(C(=O)COC(=O)CNC(=O)C12CC3CC(CC(C3)C1)C2)C1CCS(=O)(=O)C1,-4.992,,-0.0,0
1001,CPD002400704,Cc1ccc(NC(=O)c2cc(Cl)ccc2F)cc1,-4.61,Cc1ccc(NC(=O)c2cc(Cl)ccc2F)cc1,-4.61,,-0.0,0
1002,CPD002375824,CCOC(=O)CSc1ncn(n1)c2nc(NC)nc(n2)N3CCCCC3,-6.336,CCOC(=O)CSc1ncn(-c2nc(NC)nc(N3CCCCC3)n2)n1,-6.336,,-0.0,0
1003,CPD002415402,C\C(=N\NC(=O)c1ccccc1)\c2ccc(C)cc2,-5.858,C/C(=N/NC(=O)c1ccccc1)c1ccc(C)cc1,-5.858,,-0.0,0
1004,CPD002373701,CCNC1=C(NC(=O)Nc2ccc(OCC)cc2)C(=O)Oc3ccccc13,-4.797,CCNc1c(NC(=O)Nc2ccc(OCC)cc2)c(=O)oc2ccccc12,-4.797,,-0.0,0
1005,CPD000031181,CCOC(=O)N1CCN(CC1)C(=O)c2ccc3nc4cc(Cl)ccc4c(=O)n3c2,-4.7,CCOC(=O)N1CCN(C(=O)c2ccc3nc4cc(Cl)ccc4c(=O)n3c2)CC1,-4.7,,-0.0,0
1006,CPD002401163,CC(C)c1ccc(OCC(=O)NC2CCc3ccccc23)cc1C,-4.645,Cc1cc(OCC(=O)NC2CCc3ccccc32)ccc1C(C)C,-4.645,,-0.0,0
1007,CPD002288566,CC(OC(=O)c1cc(nc2ccccc12)c3ccc(C)cc3C)C(=O)N,-4.98,Cc1ccc(-c2cc(C(=O)OC(C)C(N)=O)c3ccccc3n2)c(C)c1,-4.98,,-0.0,0
1008,CPD002500333,CCC(CC)NC(=O)Nc1cc(Cl)ccc1C,-4.109,CCC(CC)NC(=O)Nc1cc(Cl)ccc1C,-4.109,,-0.0,0
1009,CPD002436889,CCNS(=O)(=O)c1ccc(NC(=O)c2cccc(NC(=O)C(CC)CC)c2)cc1,-5.83,CCNS(=O)(=O)c1ccc(NC(=O)c2cccc(NC(=O)C(CC)CC)c2)cc1,-5.83,,-0.0,0
1010,CPD002375168,O=C(Cn1nnc2sc(cc2c1=O)c3ccccc3)Nc4ccccc4,-5.275,O=C(Cn1nnc2sc(-c3ccccc3)cc2c1=O)Nc1ccccc1,-5.275,,-0.0,0
1011,CPD000627319,Cc1ccc(NC(=O)C2CCN(CC2)S(=O)(=O)c3ccc4OCC(=O)Nc4c3)cc1,-3.866,Cc1ccc(NC(=O)C2CCN(S(=O)(=O)c3ccc4c(c3)NC(=O)CO4)CC2)cc1,-3.866,,-0.0,0
1012,CPD002404867,CC1=NN(CC(=O)N2CCCC2c3ccc(C)cc3)C(=O)c4ccccc14,-4.628,Cc1ccc(C2CCCN2C(=O)Cn2nc(C)c3ccccc3c2=O)cc1,-4.628,,-0.0,0
1013,CPD002375829,CCN1C(=O)C(CC2=Nc3ccccc3C(=O)N2CCCO)c4cc(C)ccc14,-5.315,CCN1C(=O)C(Cc2nc3ccccc3c(=O)n2CCCO)c2cc(C)ccc21,-5.315,,-0.0,0
1014,CPD000518739,COc1cc(OC)cc(c1)C(=O)Nc2ccc(cc2)S(=O)(=O)N3CCOCC3,-3.823,COc1cc(OC)cc(C(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)c1,-3.823,,-0.0,0
1015,CPD002418773,FC(F)(F)C1CCCCC1NC(=O)c2ccc(cc2)C#N,-4.5,N#Cc1ccc(C(=O)NC2CCCCC2C(F)(F)F)cc1,-4.5,,-0.0,0
1016,CPD002486511,Cc1cc(C)c2c(=O)cc(oc2c1)C(=O)N3CCN(CC3)c4cccc(Cl)c4,-5.82,Cc1cc(C)c2c(=O)cc(C(=O)N3CCN(c4cccc(Cl)c4)CC3)oc2c1,-5.82,,-0.0,0
1017,CPD002399396,CCn1cnc2N(Cc3ccccc3)C(=O)N(CC(=O)NC(C)c4occc4)C(=O)c12,-4.627,CCn1cnc2c1c(=O)n(CC(=O)NC(C)c1ccco1)c(=O)n2Cc1ccccc1,-4.627,,-0.0,0
1018,CPD002404140,COc1ccc(CN(C)C(=O)c2cc(O)nc3ccccc23)c(OC)c1,-6.154,COc1ccc(CN(C)C(=O)c2cc(O)nc3ccccc23)c(OC)c1,-6.154,,-0.0,0
1019,CPD002428408,NC(=O)C(N(Cc1cccs1)C2CC2)c3ccccc3,-5.123,NC(=O)C(c1ccccc1)N(Cc1cccs1)C1CC1,-5.123,,-0.0,0
1020,CPD000149384,COc1ccc(cc1)N2CCN(Cc3nc4n(C)c(=O)n(C)c(=O)c4n3C(C)C(=O)C)CC2,-5.221,COc1ccc(N2CCN(Cc3nc4c(c(=O)n(C)c(=O)n4C)n3C(C)C(C)=O)CC2)cc1,-5.221,,-0.0,0
1021,CPD002409753,CC(=O)Nc1ccccc1OCc2cc(C)cc(C)c2,-5.431,CC(=O)Nc1ccccc1OCc1cc(C)cc(C)c1,-5.431,,-0.0,0
1022,CPD002453919,COc1cccc(c1)c2c(NC(=O)c3cccc(c3)[N+](=O)[O-])oc4ccccc4c2=O,-4.84,COc1cccc(-c2c(NC(=O)c3cccc([N+](=O)[O-])c3)oc3ccccc3c2=O)c1,-4.84,,-0.0,0
1023,CPD000631069,CC(=O)c1ccc(cc1)N2CCN(CC2)C(=O)Cn3cnc(c3)S(=O)(=O)N4CCCCC4,-4.486,CC(=O)c1ccc(N2CCN(C(=O)Cn3cnc(S(=O)(=O)N4CCCCC4)c3)CC2)cc1,-4.486,,-0.0,0
1024,CPD000600945,CCC(N1CCN(CC1)C(=O)c2ccco2)c3nnnn3Cc4ccc(OC)cc4.Cl,-5.008,CCC(c1nnnn1Cc1ccc(OC)cc1)N1CCN(C(=O)c2ccco2)CC1,-5.008,,-0.0,0
1025,CPD002369990,Clc1cccc(NC(=O)C2CCN(CC2)c3cnc4ccccc4n3)c1,-4.85,O=C(Nc1cccc(Cl)c1)C1CCN(c2cnc3ccccc3n2)CC1,-4.85,,-0.0,0
1026,CPD002490063,O=C(Nc1oc2ccccc2c(=O)c1c3ccccc3)c4ccccc4,-4.945,O=C(Nc1oc2ccccc2c(=O)c1-c1ccccc1)c1ccccc1,-4.945,,-0.0,0
1027,CPD002411346,CCOC(=O)c1ccccc1NC(=O)c2c(F)cccc2F,-5.091,CCOC(=O)c1ccccc1NC(=O)c1c(F)cccc1F,-5.091,,-0.0,0
1028,CPD002410623,O=C(Cc1c[nH]c2ccccc12)NCC(=O)N3CCN(CC3)c4ccccc4,-4.826,O=C(Cc1c[nH]c2ccccc12)NCC(=O)N1CCN(c2ccccc2)CC1,-4.826,,-0.0,0
1029,CPD002487829,COc1cccc2C=C(C(=O)Oc12)c3ccc(OCC(=O)NCCN4CCOCC4)cc3,-5.716,COc1cccc2cc(-c3ccc(OCC(=O)NCCN4CCOCC4)cc3)c(=O)oc12,-5.716,,-0.0,0
1030,CPD002414525,CCOC(=O)c1nc2ccccc2c(c1C)c3ccccc3.Cl,-4.576,CCOC(=O)c1nc2ccccc2c(-c2ccccc2)c1C,-4.576,,-0.0,0
1031,CPD000028673,CCOCCn1c(CN(Cc2ccccc2)Cc3ccccc3)nc4n(C)c(=O)[nH]c(=O)c14,-4.627,CCOCCn1c(CN(Cc2ccccc2)Cc2ccccc2)nc2c1c(=O)[nH]c(=O)n2C,-4.627,,-0.0,0
1032,CPD002400251,Fc1ccc(cc1)C2=NN(CC(=O)N3CCOCC3)C(=O)c4ccccc24,-4.474,O=C(Cn1nc(-c2ccc(F)cc2)c2ccccc2c1=O)N1CCOCC1,-4.474,,-0.0,0
1033,CPD002435266,COc1ccccc1C2=CC(=O)c3cc(NC(=O)c4ccccc4F)ccc3O2,-5.942,COc1ccccc1-c1cc(=O)c2cc(NC(=O)c3ccccc3F)ccc2o1,-5.942,,-0.0,0
1034,CPD000652213,CCCCc1cc(=O)oc2c(C)c(OCC(=O)N3CCC(CC3)(C(=O)O)c4ccccc4)ccc12,-8.442,CCCCc1cc(=O)oc2c(C)c(OCC(=O)N3CCC(C(=O)O)(c4ccccc4)CC3)ccc12,-8.442,0.0,-0.0,0
1035,CPD002376892,CCN(CC)S(=O)(=O)c1ccc(NC(=O)c2noc3c2COc4ccc(C)cc34)cc1,-4.88,CCN(CC)S(=O)(=O)c1ccc(NC(=O)c2noc3c2COc2ccc(C)cc2-3)cc1,-4.88,,-0.0,0
1036,CPD002402286,CC(NC(=O)CNC(=O)c1ccc(cc1)N2CCCC2=O)c3ccc(Cl)cc3Cl,-5.681,CC(NC(=O)CNC(=O)c1ccc(N2CCCC2=O)cc1)c1ccc(Cl)cc1Cl,-5.681,,-0.0,0
1037,CPD002414000,CCN(CC)c1ccc(cc1N)S(=O)(=O)N,-5.152,CCN(CC)c1ccc(S(N)(=O)=O)cc1N,-5.152,,-0.0,0
1038,CPD001245379,Fc1ccc(cc1S(=O)(=O)N2CCOCC2)C(=O)OCC(=O)NC3CCCCC3,-5.364,O=C(COC(=O)c1ccc(F)c(S(=O)(=O)N2CCOCC2)c1)NC1CCCCC1,-5.364,,-0.0,0
1039,CPD002428916,CCc1cccc(C)c1NC(=O)CSC2CCCC2,-5.21,CCc1cccc(C)c1NC(=O)CSC1CCCC1,-5.21,,-0.0,0
1040,CPD002408206,CCOCCCNC(=O)c1ccc2nc(C)c(C)nc2c1,-2.638,CCOCCCNC(=O)c1ccc2nc(C)c(C)nc2c1,-2.638,,-0.0,0
1041,CPD002393702,COc1cc(\C=C(\C#N)/C(=O)Nc2cccc3ncccc23)cc(OC)c1OC.Cl,-4.994,COc1cc(/C=C(/C#N)C(=O)Nc2cccc3ncccc23)cc(OC)c1OC,-4.994,,-0.0,0
1042,CPD002414956,CC1CCCC(NC(=O)c2ccc(F)cc2F)C1C,-4.558,CC1CCCC(NC(=O)c2ccc(F)cc2F)C1C,-4.558,,-0.0,0
1043,CPD002401518,Cc1ccc(Sc2nc3n(C)c(=O)[nH]c(=O)c3n2Cc4cccc(C)c4)cc1,-4.831,Cc1ccc(Sc2nc3c(c(=O)[nH]c(=O)n3C)n2Cc2cccc(C)c2)cc1,-4.831,,-0.0,0
1044,CPD001245046,NC(=O)c1ccc(NC(=O)CN2CCN(CC2)S(=O)(=O)c3ccc4OCCOc4c3)cc1,-4.808,NC(=O)c1ccc(NC(=O)CN2CCN(S(=O)(=O)c3ccc4c(c3)OCCO4)CC2)cc1,-4.808,,-0.0,0
1045,CPD000426970,ON=C1CCCc2c1nc(c3ccc(F)cc3)n2O,-6.117,ON=C1CCCc2c1nc(-c1ccc(F)cc1)n2O,-6.117,,-0.0,0
1046,CPD000650995,OC(=O)C(Cc1ccc(Cl)cc1)NC(=O)COc2ccc3ccc(=O)oc3c2,-6.697,O=C(COc1ccc2ccc(=O)oc2c1)NC(Cc1ccc(Cl)cc1)C(=O)O,-6.697,0.0,-0.0,0
1047,CPD002416376,Cc1ccc(Sc2ccc(Sc3ccc(C)cc3)c(c2)C#N)cc1,-4.497,Cc1ccc(Sc2ccc(Sc3ccc(C)cc3)c(C#N)c2)cc1,-4.497,,-0.0,0
1048,CPD002419073,OC(=O)c1ccc(nc1)C(=O)O,-9.012,O=C(O)c1ccc(C(=O)O)nc1,-9.012,0.0,-0.0,0
1049,CPD002397224,CCCn1nc(C(=O)Nc2ccc(Cl)cc2)c3ccccc3c1=O,-5.089,CCCn1nc(C(=O)Nc2ccc(Cl)cc2)c2ccccc2c1=O,-5.089,,-0.0,0
1050,CPD002418239,CSc1ccc(NC(=O)c2ccc3CCCc3c2)cc1,-5.201,CSc1ccc(NC(=O)c2ccc3c(c2)CCC3)cc1,-5.201,,-0.0,0
1051,CPD002484981,Cc1nn(C)cc1S(=O)(=O)N2CCN(Cc3ccccc3C)CC2,-5.099,Cc1ccccc1CN1CCN(S(=O)(=O)c2cn(C)nc2C)CC1,-5.099,,-0.0,0
1052,CPD002417944,CCOC(=O)c1[nH]c(C)c(C(=O)OC(C)C(=O)OC)c1C,-3.266,CCOC(=O)c1[nH]c(C)c(C(=O)OC(C)C(=O)OC)c1C,-3.266,,-0.0,0
1053,CPD002376450,CN(C)C(CNC(=O)C1=Cc2ccccc2OC1=O)c3cccs3,-5.399,CN(C)C(CNC(=O)c1cc2ccccc2oc1=O)c1cccs1,-5.399,,-0.0,0
1054,CPD002434483,COc1ccc(cc1)C(CC(=O)NCc2occc2)Sc3nc(n[nH]3)c4ccc(F)cc4,-5.314,COc1ccc(C(CC(=O)NCc2ccco2)Sc2nc(-c3ccc(F)cc3)n[nH]2)cc1,-5.314,,-0.0,0
1055,CPD002398160,COc1cc(CN(CC(=O)NC(=O)NCC(C)C)C2CC2)ccc1OC(F)F,-4.858,COc1cc(CN(CC(=O)NC(=O)NCC(C)C)C2CC2)ccc1OC(F)F,-4.858,,-0.0,0
1056,CPD002440275,[O-][N+](=O)c1cc(cc2nc3ccccn3c12)C(F)(F)F,-5.4,O=[N+]([O-])c1cc(C(F)(F)F)cc2nc3ccccn3c12,-5.4,,-0.0,0
1057,CPD001243855,Nn1c(COc2cccc(Br)c2)nnc1SCC(=O)NCC3CCCO3,-6.115,Nn1c(COc2cccc(Br)c2)nnc1SCC(=O)NCC1CCCO1,-6.115,,-0.0,0
1058,CPD002484286,Cc1cccc2c(cc(nc12)c3cccnc3)C(=O)NC4CC4,-5.192,Cc1cccc2c(C(=O)NC3CC3)cc(-c3cccnc3)nc12,-5.192,,-0.0,0
1059,CPD002368281,COc1nc2cc(C)c(C)cc2nc1C(=O)Nc3ccc(C)cc3,-4.031,COc1nc2cc(C)c(C)cc2nc1C(=O)Nc1ccc(C)cc1,-4.031,,-0.0,0
1060,CPD002411989,CC(N1CCN(CC1)C(=O)Cc2ccccc2C)c3onc(n3)C4CC4,-4.312,Cc1ccccc1CC(=O)N1CCN(C(C)c2nc(C3CC3)no2)CC1,-4.312,,-0.0,0
1061,CPD002427971,CC(NC(=O)Cc1ccc(Br)cc1)C2CC3CCC2C3,-5.397,CC(NC(=O)Cc1ccc(Br)cc1)C1CC2CCC1C2,-5.397,,-0.0,0
1062,CPD002405148,O=C(CNC(=O)c1ccc(cc1)c2ccccc2)OCc3oc(cn3)c4ccccc4,-4.397,O=C(CNC(=O)c1ccc(-c2ccccc2)cc1)OCc1ncc(-c2ccccc2)o1,-4.397,,-0.0,0
1063,CPD002488896,O=C(C1CCCC1)N(Cc2ccc3cc[nH]c3c2)C4CC4,-4.544,O=C(C1CCCC1)N(Cc1ccc2cc[nH]c2c1)C1CC1,-4.544,,-0.0,0
1064,CPD000200725,COc1ccc(NC(=O)c2cc(nc3c(C)c(C)ccc23)c4cccnc4)c(OC)c1,-5.654,COc1ccc(NC(=O)c2cc(-c3cccnc3)nc3c(C)c(C)ccc23)c(OC)c1,-5.654,,-0.0,0
1065,CPD002436481,COc1ccc(Br)cc1CN2CCCC(C2)C(=O)N3CCN(C)CC3.OC(=O)C(=O)O,-3.37,COc1ccc(Br)cc1CN1CCCC(C(=O)N2CCN(C)CC2)C1,-3.37,,-0.0,0
1066,CPD002396556,CCCNC(=O)COC(=O)c1cn(C)c2ccccc12,-3.08,CCCNC(=O)COC(=O)c1cn(C)c2ccccc12,-3.08,,-0.0,0
1067,CPD002394545,COC(=O)c1ccc(COc2ccc3c(=O)c(c(C)oc3c2)c4ccc(OC)cc4)cc1,-4.773,COC(=O)c1ccc(COc2ccc3c(=O)c(-c4ccc(OC)cc4)c(C)oc3c2)cc1,-4.773,,-0.0,0
1068,CPD002393415,OC(=O)Cn1c(=O)n(Cc2ccccc2)c3ncn(Cc4ccccc4)c3c1=O,-8.613,O=C(O)Cn1c(=O)c2c(ncn2Cc2ccccc2)n(Cc2ccccc2)c1=O,-8.613,0.0,-0.0,0
1069,CPD000628611,CCC(C)NC(=O)C1CCC(CNS(=O)(=O)c2ccc3N(C(C)Cc3c2)C(=O)C)CC1,-4.347,CCC(C)NC(=O)C1CCC(CNS(=O)(=O)c2ccc3c(c2)CC(C)N3C(C)=O)CC1,-4.347,,-0.0,0
1070,CPD000651129,CCN(CC)c1ccc(cc1)N2C3CS(=O)(=O)CC3SC2=NC(=O)C4CCCO4,-3.643,CCN(CC)c1ccc(N2C(=NC(=O)C3CCCO3)SC3CS(=O)(=O)CC32)cc1,-3.643,,-0.0,0
1071,CPD001238398,COc1ccc(NC(=O)c2cc(ccc2N3CCCC3)[N+](=O)[O-])cc1S(=O)(=O)N,-4.938,COc1ccc(NC(=O)c2cc([N+](=O)[O-])ccc2N2CCCC2)cc1S(N)(=O)=O,-4.938,,-0.0,0
1072,CPD002490209,CC(C)CC(=O)N1CCN(CC1)C(=O)c2c[nH]c3ccccc23,-6.759,CC(C)CC(=O)N1CCN(C(=O)c2c[nH]c3ccccc23)CC1,-6.759,,-0.0,0
1073,CPD002485362,COc1ccc2[nH]cc(C3N4CC5(C)CN3CC(C)(C4)C5)c2c1,-4.371,COc1ccc2[nH]cc(C3N4CC5(C)CN3CC(C)(C4)C5)c2c1,-4.371,,-0.0,0
1074,CPD002406700,CCOc1ccc(cc1)C(=O)C(C)Sc2nnc3ccc(cn23)C(F)(F)F,-4.976,CCOc1ccc(C(=O)C(C)Sc2nnc3ccc(C(F)(F)F)cn23)cc1,-4.976,,-0.0,0
1075,CPD000274709,COc1ccc(NC(=O)C)cc1S(=O)(=O)N2CCN(CC2)C(=O)c3ccccc3F,-4.483,COc1ccc(NC(C)=O)cc1S(=O)(=O)N1CCN(C(=O)c2ccccc2F)CC1,-4.483,,-0.0,0
1076,CPD002396862,O=S(=O)(N1CCCCC1)c2ccc(Sc3nnnn3C4CC4)nc2,-4.553,O=S(=O)(c1ccc(Sc2nnnn2C2CC2)nc1)N1CCCCC1,-4.553,,-0.0,0
1077,CPD002488858,O=C(NCC1CC1)C(=O)Nc2cccc3[nH]ccc23,-5.192,O=C(NCC1CC1)C(=O)Nc1cccc2[nH]ccc12,-5.192,,-0.0,0
1078,CPD002441907,COCCNCc1ccsc1,-3.852,COCCNCc1ccsc1,-3.852,,-0.0,0
1079,CPD002432540,O=C(CSc1ccc2OCCCOc2c1)N3CCC(Cc4ccccc4)CC3,-5.192,O=C(CSc1ccc2c(c1)OCCCO2)N1CCC(Cc2ccccc2)CC1,-5.192,,-0.0,0
1080,CPD002433716,CC(C)OCCN1CCC(CC1)N2CCCC2,-4.194,CC(C)OCCN1CCC(N2CCCC2)CC1,-4.194,,-0.0,0
1081,CPD000369172,O=S(=O)(N1CCCC1)c2ccc(nc2)N3CCN(CC3)S(=O)(=O)c4ccccc4,-3.55,O=S(=O)(c1ccc(N2CCN(S(=O)(=O)c3ccccc3)CC2)nc1)N1CCCC1,-3.55,,-0.0,0
1082,CPD002399994,COc1cccc(Nc2nc(cs2)c3ccc(CNC(=O)C)cc3)c1,-5.975,COc1cccc(Nc2nc(-c3ccc(CNC(C)=O)cc3)cs2)c1,-5.975,,-0.0,0
1083,CPD002435642,CCCNC(=O)c1nnn(c1CCC)c2ccc(C)cc2,-5.026,CCCNC(=O)c1nnn(-c2ccc(C)cc2)c1CCC,-5.026,,-0.0,0
1084,CPD002367535,O=C(NCc1ccccc1)NC2=C(NC3CCCCC3)c4ccccc4OC2=O,-5.151,O=C(NCc1ccccc1)Nc1c(NC2CCCCC2)c2ccccc2oc1=O,-5.151,,-0.0,0
1085,CPD002412267,CC(C)N1N=C(C(=O)N2CCC(CC2)C(=O)O)c3ccccc3C1=O,-8.134,CC(C)n1nc(C(=O)N2CCC(C(=O)O)CC2)c2ccccc2c1=O,-8.134,0.0,-0.0,0
1086,CPD000077627,COc1ccc(NC(=O)CC2N(CCN3CCN(C)CC3)C(=O)N(C2=O)c4ccc(OC)cc4)cc1,-5.29,COc1ccc(NC(=O)CC2C(=O)N(c3ccc(OC)cc3)C(=O)N2CCN2CCN(C)CC2)cc1,-5.29,,-0.0,0
1087,CPD002499283,CC(C)CC(NC(=O)C(C(C)C)c1ccccc1)c2ccccc2,-5.857,CC(C)CC(NC(=O)C(c1ccccc1)C(C)C)c1ccccc1,-5.857,,-0.0,0
1088,CPD002398403,COc1ccc(NS(=O)(=O)c2ccc3oc(SC(C)C(=O)N4CCC(C)CC4)nc3c2)cc1,-6.038,COc1ccc(NS(=O)(=O)c2ccc3oc(SC(C)C(=O)N4CCC(C)CC4)nc3c2)cc1,-6.038,,-0.0,0
1089,CPD002488308,Cc1nn(c2N=C(O)CC(c12)c3c(F)cccc3F)c4ncnc5[nH]cnc45,-5.362,Cc1nn(-c2ncnc3[nH]cnc23)c2c1C(c1c(F)cccc1F)CC(O)=N2,-5.362,,-0.0,0
